"","logFC","logCPM","PValue","FDR"
"HWER_06949",3.64783167147099,6.71731584950106,3.30099902457865e-40,7.30103313671513e-39
"HWER_15531",3.90190528724954,6.25816116945169,1.69168146160953e-39,3.71042133913025e-38
"HWER_15006",-2.79271875091747,7.21076454748445,1.75346298259234e-39,3.81414427287855e-38
"HWER_02205",2.65633849442522,6.87338067326796,2.43301296223272e-39,5.24892632507912e-38
"HWER_06046",2.91132481886101,6.42426472122825,3.27023294946047e-39,6.99776676665037e-38
"HWER_05224",2.30186485335207,7.49513325992915,4.44320328603338e-39,9.43105729745149e-38
"HWER_08733",2.82297276433035,8.09425330664406,4.95431691979332e-39,1.04318097063168e-37
"HWER_02508",2.72492709334286,6.83922803208791,8.08776982249143e-39,1.68944525180932e-37
"HWER_13578",-3.7633463994298,8.54514705996654,1.15726552113816e-38,2.39836445010681e-37
"HWER_07643",2.62241770836064,6.40143088777326,1.94696946468762e-38,4.00345596176393e-37
"HWER_02969",2.97935417162276,6.47272963704841,2.72591309223109e-38,5.56170795252112e-37
"HWER_05500",3.21046107673541,6.83537217502985,2.82351699673756e-38,5.71653595031788e-37
"HWER_12943",2.2151177645743,7.03451653809597,3.66122984061997e-38,7.3559976645128e-37
"HWER_07312",3.68768632898864,9.46911045844607,4.0811770392505e-38,8.1376196722025e-37
"HWER_04869",2.76829772012463,8.37613305421914,5.4686416234602e-38,1.08221539495844e-36
"HWER_02904",-2.34461224701966,7.35905735348561,6.29773399791317e-38,1.23698775242593e-36
"HWER_03633",2.75718382400921,7.94917330752575,1.09405280890675e-37,2.13299777262413e-36
"HWER_03518",2.35459852395042,7.51229168194892,1.13407015504626e-37,2.19475930006012e-36
"HWER_11724",2.75661696374377,6.61216142127294,1.95581085869928e-37,3.75744100736971e-36
"HWER_13679",2.37117601787525,7.42866341173274,6.72278581518092e-37,1.28220088880842e-35
"HWER_04629",2.93499536519052,6.72522500434996,2.39250578222972e-36,4.53026994160333e-35
"HWER_01356",2.59506654382545,6.58737948100581,2.46797976883546e-36,4.63980196541066e-35
"HWER_08752",2.58689298019748,6.32708008889102,2.90924549643769e-36,5.43059159335036e-35
"HWER_07672",2.82313634299122,8.86621926352523,3.41556159290726e-36,6.33081557220557e-35
"HWER_11688",2.7837863493584,6.81270025708972,5.12237468212442e-36,9.38891047515979e-35
"HWER_03623",2.14115064336803,7.1982532748151,5.13678992561934e-36,9.38891047515979e-35
"HWER_11843",2.21121295770301,6.92419663405663,8.56546862821114e-36,1.55478023651391e-34
"HWER_08630",2.4245397273392,7.63689490083002,1.03131485149267e-35,1.85919225282787e-34
"HWER_12860",2.44557526636875,7.16794124828877,1.70520736481007e-35,3.05313318651708e-34
"HWER_08212",3.40129487861056,6.50126195404369,2.10049387699709e-35,3.7354728947678e-34
"HWER_07832",3.02762048953092,8.13982335391427,2.39163657102101e-35,4.2246895670653e-34
"HWER_03898",-2.42412391991192,6.53553672788152,2.92080926039919e-35,5.12504664891378e-34
"HWER_08256",2.49391651489324,6.71044566727146,3.02335325192229e-35,5.26984487354932e-34
"HWER_12912",3.11555291572405,5.90680072449131,3.45188363571106e-35,5.94874056402984e-34
"HWER_10155",4.93317747623813,8.69648280999032,3.45804447681066e-35,5.94874056402984e-34
"HWER_15747",-2.95859485274168,8.82158603631286,6.69342169584545e-35,1.14396661710813e-33
"HWER_13628",2.06484328037277,7.31647351259608,1.71577168676134e-34,2.91349101906829e-33
"HWER_07311",2.93627391004013,6.34616781360011,2.24945355638719e-34,3.79523189769942e-33
"HWER_09901",3.88480625323276,9.14961562408503,2.46685133897009e-34,4.13551128927979e-33
"HWER_03443",-3.45123895299734,7.38456474823404,3.3945483216792e-34,5.65471593839219e-33
"HWER_13676",2.57795965146788,6.73057627182146,5.14242280892201e-34,8.51248857426587e-33
"HWER_07363",2.69890274978092,6.8029372266523,5.81594107599656e-34,9.56722307001434e-33
"HWER_02369",2.40163851820408,7.61896921313601,9.94977405442765e-34,1.62657175846295e-32
"HWER_01846",3.94465056193671,6.65936875454548,2.02914488313537e-33,3.29673415581005e-32
"HWER_01147",2.16816948830196,7.7495686063041,2.19017021302719e-33,3.53652024582059e-32
"HWER_11215",2.27553604646046,7.28340564513773,4.06651391830789e-33,6.52625892255266e-32
"HWER_12119",2.2092449801533,6.85596291111456,4.82181637893557e-33,7.69152770264146e-32
"HWER_07665",3.11783424191158,6.87162011903713,1.08421013188499e-32,1.719060883808e-31
"HWER_01341",2.15434330418897,7.06841392973714,1.54508681862093e-32,2.43513084228161e-31
"HWER_02945",2.62597025741365,7.10419457489665,1.60850634828994e-32,2.51999327898758e-31
"HWER_09251",-3.40580664517176,7.88991765910735,1.64012664218263e-32,2.5543274096004e-31
"HWER_13585",2.66658119578704,8.42793484757939,1.86906882951388e-32,2.89375832898854e-31
"HWER_15254",-2.49567375103632,6.27445465363651,2.06336808773854e-32,3.17589754791101e-31
"HWER_01182",3.02006267355304,7.70887953696059,2.26532967611402e-32,3.46648122530936e-31
"HWER_08541",2.3245287288189,6.77282574128255,2.41697850881337e-32,3.65642075553359e-31
"HWER_06675",2.25408860668661,7.427686964138,2.41723864537555e-32,3.65642075553359e-31
"HWER_09271",2.24837333266565,6.55479223707368,3.3623910173967e-32,5.05703609016463e-31
"HWER_09350",2.40251583905563,6.74061893832856,5.09469446529497e-32,7.61888399582748e-31
"HWER_09400",-1.95449364046686,7.39426950983176,5.19899476711438e-32,7.73093459155087e-31
"HWER_11120",2.10247528562619,7.16393420169925,7.59699166373344e-32,1.1233304527498e-30
"HWER_13496",2.6639423521981,6.91100279080355,1.1327370641951e-31,1.66556645416844e-30
"HWER_15172",-3.06948058114476,8.31389388058928,1.34027215294412e-31,1.95977572586051e-30
"HWER_04824",2.78949902727045,8.47807030228724,1.44313236955541e-31,2.09852176611593e-30
"HWER_01530",2.30770793600833,6.61004477348719,1.96517406598021e-31,2.84194403387908e-30
"HWER_15679",2.2665634864888,9.07323749409228,2.19049801388869e-31,3.15048676095904e-30
"HWER_00678",-2.28829900720823,6.76680167588272,2.75438534496342e-31,3.93996860214333e-30
"HWER_05015",2.25607918605334,6.59945004758448,2.87393901104817e-31,4.08876079842096e-30
"HWER_03659",2.20879678815538,7.544687428669,3.14712908758332e-31,4.45335685941898e-30
"HWER_08847",2.19300311105439,6.72614971947948,4.09731272350201e-31,5.76691288142101e-30
"HWER_01834",-2.20098432850226,6.47868923521794,4.70424584937194e-31,6.58594418912072e-30
"HWER_02082",2.4302747738607,7.91846353815761,5.23936085843813e-31,7.29629512138051e-30
"HWER_11910",2.6008543135484,6.55144236909713,6.77402268067254e-31,9.38380405027901e-30
"HWER_09999",2.46980536120352,6.59408501232861,8.55820401765986e-31,1.1793294751037e-29
"HWER_10933",2.46932860161134,6.44163634413553,1.88589771891277e-30,2.58525145634292e-29
"HWER_12429",2.42753365610151,6.98776322114762,2.64016231748209e-30,3.60047006197558e-29
"HWER_01850",1.97359466437524,7.01872584611508,2.98618363726122e-30,4.05135841921212e-29
"HWER_12784",-2.29718197517788,7.25934825948292,5.53674737459792e-30,7.4731892768932e-29
"HWER_09752",2.18352537267498,6.81011649947618,8.14210483276306e-30,1.09336836325675e-28
"HWER_05723",2.32158962395025,6.81160882835699,8.33635603417796e-30,1.11377101938865e-28
"HWER_06447",3.02634663777519,7.60705206604213,9.92992193075056e-30,1.31997750109775e-28
"HWER_07390",2.58688050812262,8.51888572990278,1.1338228717648e-29,1.49958316279549e-28
"HWER_01215",-2.03494718616465,6.90635891153418,1.1395008835832e-29,1.49958316279549e-28
"HWER_13298",1.89773418414517,7.21428490353303,1.49686075435239e-29,1.96006841067437e-28
"HWER_04766",2.56831112047826,6.74340101437411,2.53313472107053e-29,3.30059929992953e-28
"HWER_13151",2.3945809581503,7.75402702625868,2.85124689466507e-29,3.69678907722091e-28
"HWER_04715",-2.42862227297419,8.29019171897052,3.51048376844723e-29,4.52921239144761e-28
"HWER_14447",2.22959367793534,7.26226277727252,4.04545464724367e-29,5.19396908855871e-28
"HWER_13468",-2.53146630966329,8.07532574181352,4.07114731434061e-29,5.20158239385654e-28
"HWER_03048",-2.63438608384069,9.07019592699413,6.19705927033279e-29,7.87954589348594e-28
"HWER_07664",2.28605762358506,6.60718221429461,6.33895666600255e-29,8.02121824274938e-28
"HWER_00599",2.12706033541524,6.77271972684438,7.77912342968106e-29,9.79648462532083e-28
"HWER_03283",2.47087644878412,7.98491598942351,1.21247271788495e-28,1.51963247308247e-27
"HWER_07369",-2.40203362834066,8.29007673520945,1.36748083089336e-28,1.70578651512385e-27
"HWER_02923",3.09924337256945,8.01270095671478,1.71370524944423e-28,2.12758123421567e-27
"HWER_05259",2.50842908778532,7.01877663219507,3.16610820923417e-28,3.91229897028372e-27
"HWER_09166",2.16937217750585,8.09099353699821,5.83186375208364e-28,7.17264738106735e-27
"HWER_12489",2.35454113642598,6.99401688807669,7.75091801931217e-28,9.4885656868975e-27
"HWER_02578",2.33040934010092,8.5835035142267,8.8982578260594e-28,1.08426919436057e-26
"HWER_11179",-2.70166530221423,8.83161359872374,9.81672939542335e-28,1.1906742750578e-26
"HWER_05648",2.13045318128683,6.85928872060841,9.97066490291507e-28,1.20379770754461e-26
"HWER_14473",2.41693638186198,6.26299073303765,1.04119584732531e-27,1.2513367443654e-26
"HWER_06630",2.32312388979317,7.40694091257716,1.05928844624963e-27,1.2672941775132e-26
"HWER_13404",2.73737132577484,9.35887376910486,1.16852537362289e-27,1.39165555808843e-26
"HWER_11903",2.47326898039011,7.93638813288559,1.2492318136441e-27,1.48107123131138e-26
"HWER_02409",2.07071301152759,7.11661621503319,1.62311340927185e-27,1.91571053506884e-26
"HWER_04608",-1.80272297214386,7.23350702246887,1.73948876768507e-27,2.04389930202996e-26
"HWER_07833",2.55338443492512,6.52352077977455,1.83031372481401e-27,2.1410603216491e-26
"HWER_03748",2.88257441177656,9.23558405348891,1.94700473156659e-27,2.26748515640852e-26
"HWER_15542",2.62038305601296,6.99406256927997,2.04883271589274e-27,2.37556286706154e-26
"HWER_12776",1.8762189116372,6.97199931989168,2.39851964925829e-27,2.7688174196701e-26
"HWER_15634",-2.35337543064963,6.4767933342743,2.70175912103582e-27,3.10525327797654e-26
"HWER_13823",2.55325486207466,6.63060164305182,3.3149645076215e-27,3.79347242785208e-26
"HWER_09854",-2.57628307486235,6.99310381781858,4.48259724097879e-27,5.10744412911523e-26
"HWER_03857",-1.92594934685051,7.35647958648636,6.19596150720334e-27,7.02921150299965e-26
"HWER_00667",2.21250349507914,7.26591967788509,7.47268216468208e-27,8.44124440233616e-26
"HWER_01654",2.54264126729771,7.37146902760983,9.29856205581008e-27,1.04588954405522e-25
"HWER_10670",-2.1168658671698,7.87912417557897,1.05044777316294e-26,1.1765015059425e-25
"HWER_01257",2.01259422763804,7.53322306368994,1.49898194885665e-26,1.67174597008081e-25
"HWER_07122",2.02611288792236,6.57976000146893,1.56424055134177e-26,1.73716503423272e-25
"HWER_12384",2.37070686049327,7.425238059019,1.5931684657122e-26,1.7618568914935e-25
"HWER_03439",1.77998988630513,7.14152199008166,1.6801174000481e-26,1.85023807402787e-25
"HWER_06319",2.21574647967801,6.8695139613002,1.74388154779174e-26,1.91245676407827e-25
"HWER_09499",1.82779621805173,7.22362701438246,2.2611236967222e-26,2.46940977998873e-25
"HWER_08627",2.75760300373419,9.17466950682788,2.30439568063307e-26,2.50626836009349e-25
"HWER_14229",-1.93083100213005,7.54001637266156,2.5103616966317e-26,2.71904196935581e-25
"HWER_07071",-2.105165031244,6.77161015919882,3.46559058032682e-26,3.73829278992631e-25
"HWER_06259",2.20646377604335,6.52777465370969,4.19099303799619e-26,4.5023239493902e-25
"HWER_01632",2.08795053174202,8.46424174690147,4.64731295870649e-26,4.9722470354941e-25
"HWER_05221",-2.28032952196262,6.71333973918556,4.73372042719179e-26,5.04419115966348e-25
"HWER_02108",2.50151166190432,8.89532997202344,4.80254105036774e-26,5.09689034055157e-25
"HWER_15386",-1.96940819696912,7.21938774363498,5.40935497369918e-26,5.71784027742018e-25
"HWER_10390",2.03520195130369,6.8630175203082,5.86215998289475e-26,6.17168202999159e-25
"HWER_08757",-2.07976448200355,6.95924941867924,6.09891657415122e-26,6.39535793751634e-25
"HWER_10649",3.67130193053123,7.42139112741803,6.22737654140116e-26,6.5041488321301e-25
"HWER_09535",2.0143514225399,6.45996068857383,7.5191677631998e-26,7.82231207618256e-25
"HWER_11867",-2.25037144953416,6.42122388131651,7.59272414566576e-26,7.86773620133554e-25
"HWER_11723",2.37382731405826,6.99233061768248,8.48364806127439e-26,8.75645556755851e-25
"HWER_00028",2.16245348743899,8.64256640034463,9.57253949465461e-26,9.84176716794177e-25
"HWER_05908",2.50066492799952,8.14482939626569,1.00704108186888e-25,1.03133545816299e-24
"HWER_13886",2.07822895869253,6.68538949435426,1.162228955979e-25,1.18565372563439e-24
"HWER_03594",1.79682375997746,7.03152446085194,1.33610483633718e-25,1.35777140125076e-24
"HWER_11208",1.74477400547589,7.18846551695696,1.41375542128485e-25,1.43115548800835e-24
"HWER_05503",-2.09648404904351,6.44729443362303,1.93570619091912e-25,1.95202248831384e-24
"HWER_02823",3.26735637154109,7.00327011603568,3.41922753050071e-25,3.43488811460987e-24
"HWER_03833",2.22735071141346,6.5326989951054,3.59236246907977e-25,3.59509430365701e-24
"HWER_13005",-1.81073348147012,7.02528639063327,3.76554657135169e-25,3.75413582416578e-24
"HWER_08373",-1.90717880565036,7.27140520017077,4.57258220787651e-25,4.54152315891734e-24
"HWER_01684",2.16536255189449,6.57749315231528,4.85762454098976e-25,4.80649165108461e-24
"HWER_06474",1.89923979062383,6.6901694612924,6.24408821570022e-25,6.15522104259287e-24
"HWER_14816",2.44241602736739,7.8677181384624,6.53055879309086e-25,6.4135935609758e-24
"HWER_14097",-1.7372541126399,7.29033092149054,8.15614460321712e-25,7.98028721028531e-24
"HWER_11869",-2.22211100776412,7.86432753180064,1.20706391777939e-24,1.17666378947976e-23
"HWER_01792",-1.792194799207,6.95914652952604,1.2116553533783e-24,1.17678114025523e-23
"HWER_04080",2.25995406294498,7.15090548098132,1.25682871326005e-24,1.21616660783105e-23
"HWER_07964",-2.13872344392124,7.79367288753415,1.28358761036005e-24,1.23751010639841e-23
"HWER_04059",3.40268679737599,6.46587386511759,1.44042458009054e-24,1.38364872072931e-23
"HWER_12840",-2.00836662200125,6.30046361823526,1.56203195346295e-24,1.4950065823689e-23
"HWER_01014",1.87603933609342,6.70295141073531,3.71181032679457e-24,3.5396683985954e-23
"HWER_01553",2.32713763517746,6.86505480825455,4.57691281294489e-24,4.34889332984511e-23
"HWER_13268",1.88053961881683,6.80452500625577,5.16178100707437e-24,4.88698115489919e-23
"HWER_06983",2.05385113828412,6.78222762079547,6.22518603382122e-24,5.87264861685213e-23
"HWER_00026",2.00520474841836,7.09655257419571,6.638516949268e-24,6.24020593231192e-23
"HWER_07062",-2.10048707230647,7.69151054984267,6.97896761801967e-24,6.53688354826611e-23
"HWER_03690",-2.13382638618436,6.3699930386507,7.40653528972812e-24,6.90618623704786e-23
"HWER_07099",2.26860626555193,7.90474527323147,7.42572456339113e-24,6.90618623704786e-23
"HWER_06058",3.40847424467023,6.82401815237175,8.35276777723419e-24,7.74101577101422e-23
"HWER_01917",-2.32246467624927,6.77622330414086,9.15757113196751e-24,8.45709726994333e-23
"HWER_03162",2.06609957707987,8.45991400868786,9.4893392524294e-24,8.7328464728651e-23
"HWER_04912",-3.05966946473251,6.02128879948156,1.18480966446111e-23,1.08655715570092e-22
"HWER_11710",2.15402698042829,7.07545550095681,1.31945672308994e-23,1.20583683860164e-22
"HWER_07519",1.97698494692676,6.76270633861777,1.65646872907755e-23,1.50859020585886e-22
"HWER_11966",1.67921190451623,7.12314366147045,1.81910450256441e-23,1.65099415543087e-22
"HWER_15389",3.50206808096455,6.76774107271641,2.67649080064767e-23,2.42079855233838e-22
"HWER_07984",-1.91260846094533,7.33721100710101,2.82159503415253e-23,2.5433007294142e-22
"HWER_07470",2.02263233883718,7.91688380030935,3.80826276585054e-23,3.42093774734424e-22
"HWER_10804",1.94886355391534,6.67827522414527,6.88485993505229e-23,6.16358889423729e-22
"HWER_09457",1.64407363410503,7.2787652086852,6.95229802020317e-23,6.2028638607372e-22
"HWER_06295",2.11622980675969,7.31080213528226,7.29372452331761e-23,6.48550099505809e-22
"HWER_14926",-1.76017465978113,7.10079792192009,7.5229377471923e-23,6.66679196990241e-22
"HWER_07973",-1.95744050557762,6.70699119826202,7.79836010574487e-23,6.88767912695319e-22
"HWER_08455",1.81475438749497,7.35418153598405,1.02146106612449e-22,8.99159038809254e-22
"HWER_14367",-2.27551204813364,7.12310297501658,1.25566897096777e-22,1.10164024386239e-21
"HWER_05811",2.42867034843752,7.80587209502278,1.36255738912544e-22,1.1914455309562e-21
"HWER_08130",2.30358216879807,8.44003765596982,1.47287647703478e-22,1.2836459892568e-21
