"","logFC","logCPM","LR","PValue","FDR"
"HWER_04445",1.57894864531274,7.11599512727494,89.7434453763626,2.71135123634843e-21,1.27433508108376e-19
"HWER_13952",2.21245872948203,6.62661079167296,87.6616088912184,7.76673602248735e-21,3.58632442301521e-19
"HWER_03579",-1.90915453822835,6.40502258495817,87.5677201575593,8.14430237242866e-21,3.69582824900556e-19
"HWER_10309",1.90421999551434,6.33198669667164,86.2209610188617,1.60913010571102e-20,7.17835667496849e-19
"HWER_04095",1.88917529392674,6.31502338588751,85.3368824490909,2.51625730148387e-20,1.10379820291759e-18
"HWER_15254",1.9701287084786,6.27349011884432,84.9624720143967,3.04082092042764e-20,1.3120394528796e-18
"HWER_04621",1.82831134245343,6.62895910467823,84.1208219799597,4.65442768229966e-20,1.97587962255044e-18
"HWER_05112",1.75148907981683,6.26378756976471,82.9824267553807,8.27861017599593e-20,3.45861936241608e-18
"HWER_12912",-2.17582041766895,5.90762403220859,82.93701432488,8.47100186395834e-20,3.48369951655287e-18
"HWER_07560",-2.34699100028385,6.62641984326338,82.3126641933532,1.16175365159427e-19,4.70420863230171e-18
"HWER_05518",-1.89767737604515,6.74777482496769,81.2879116402153,1.95116413267686e-19,7.78100605637197e-18
"HWER_05300",1.90620905675621,6.4583108067194,80.007826125875,3.72929701404764e-19,1.46500145387663e-17
"HWER_08155",1.92532973573083,7.57635243441985,79.4615153613843,4.91710507340026e-19,1.90320890488081e-17
"HWER_06107",-1.82941411014696,6.56113889425919,79.1192193341258,5.84727167738016e-19,2.23043754418327e-17
"HWER_11310",3.17980400534409,9.06509607566862,78.2108062359816,9.26105027421324e-19,3.48215490310418e-17
"HWER_11688",1.88647513224849,6.81299932465823,77.879253873066,1.09535818854755e-18,4.06053908768613e-17
"HWER_01964",1.4542805166109,7.41949009260053,77.8454677716513,1.11425518737097e-18,4.07322174050055e-17
"HWER_14089",1.79393702038083,8.74848389244965,76.4631570714729,2.24359928738545e-18,8.08925112931302e-17
"HWER_10566",-1.79436894244272,8.18276403983287,76.2862077927269,2.45391804404134e-18,8.72798958367137e-17
"HWER_15867",-1.99922703276229,6.12666216137096,74.6417195526914,5.64378542107797e-18,1.98059243043696e-16
"HWER_10700",-1.5787678552563,7.79028559178728,74.075857177677,7.51721029574155e-18,2.60332861820944e-16
"HWER_05660",2.05731793132446,6.86372825328323,73.4367952678181,1.03910837741292e-17,3.55186136279326e-16
"HWER_03073",-1.80469829019783,8.8290086305299,73.0500387583747,1.26404118225418e-17,4.26532870729871e-16
"HWER_14701",-2.12161748613924,7.24722999291299,72.9670895198178,1.31829862165905e-17,4.39210376228686e-16
"HWER_01522",1.79842352931304,6.65709735388968,72.6604098867778,1.5399246555246e-17,5.06635211667595e-16
"HWER_01315",-1.43343209671739,7.20994782526147,72.3102619158127,1.83888667544161e-17,5.97524657995347e-16
"HWER_06956",1.44311085480204,7.35546307185747,71.5790812837506,2.66365672201403e-17,8.54395951085136e-16
"HWER_00864",-1.39247698618893,7.10813171100548,71.5564866005437,2.69433373632471e-17,8.54395951085136e-16
"HWER_11186",2.21055883773563,9.67568415649122,71.0533532053505,3.47694157495759e-17,1.08944169348671e-15
"HWER_13527",-1.70987683699269,6.51581782347539,70.1513182717084,5.49253228095714e-17,1.68597356794164e-15
"HWER_00035",1.61670418816509,6.55294485639922,70.145455678444,5.5088801992014e-17,1.68597356794164e-15
"HWER_02626",2.08413004404377,6.93439701966194,69.916487399281,6.18691521495941e-17,1.87171963744519e-15
"HWER_02462",1.58319018632591,7.3059872858591,69.6382875350351,7.12405155131326e-17,2.13073905489278e-15
"HWER_15406",-1.60331662903734,8.48451999966299,69.5963488943485,7.27714809589092e-17,2.15207345936909e-15
"HWER_02894",-1.60624201710559,6.44077019894213,69.5209133858748,7.56085639309962e-17,2.21113044740425e-15
"HWER_01632",1.62924118144549,8.46431697628367,67.9685977088232,1.66120166239396e-16,4.80470634661636e-15
"HWER_03711",1.52224456050133,6.71578774332758,66.8396052568917,2.94521142239614e-16,8.42586572146374e-15
"HWER_03162",-1.66065840192831,8.46003928356859,65.5416470582238,5.68987693901394e-16,1.61029635521341e-14
"HWER_15531",-2.20616263118826,6.25882882153654,65.1542710842163,6.92581755551419e-16,1.93922891554397e-14
"HWER_11674",1.31695106020773,7.07814336853132,64.17987145532,1.13563064636678e-15,3.14629459077616e-14
"HWER_04225",-1.28383876836521,7.20056390328682,63.9044776258284,1.30600481078113e-15,3.58062985622493e-14
"HWER_13496",1.76976062339863,6.91127776938243,63.523028506324,1.58503010829187e-15,4.30082396394247e-14
"HWER_09746",-1.5342498101945,7.68276690765991,63.09452571469,1.97020916191361e-15,5.29141889199655e-14
"HWER_15592",-1.75013870647676,6.96993735935278,62.7974847117364,2.29091220920818e-15,6.09058680266255e-14
"HWER_12408",1.45146710327449,7.00187481799478,62.5608567092136,2.58337266213945e-15,6.79943684675104e-14
"HWER_13628",1.30715290808498,7.31664817022977,62.5188048754198,2.63912629999105e-15,6.87740635799647e-14
"HWER_05646",1.30188632721367,7.06954482624196,61.2608626601876,4.9991977823728e-15,1.28998907482404e-13
"HWER_10905",1.38633369536169,6.97437142471992,60.3442151977451,7.96382579483853e-15,2.03502810602087e-13
"HWER_07401",1.62130232089267,8.01685019428114,60.12692702519,8.89333223100844e-15,2.25069715692444e-13
"HWER_07488",-1.36089620650414,7.07696191096368,59.9110465386397,9.92428733439122e-15,2.48768802515407e-13
"HWER_03715",-2.09585126737749,6.66493233695279,58.8103233071973,1.73627908194678e-14,4.30754404936388e-13
"HWER_11671",1.89320335045699,6.09188080933202,58.7935236538168,1.75116722371556e-14,4.30754404936388e-13
"HWER_06713",1.28317101547118,7.01868732210392,58.2658524654291,2.28984375372499e-14,5.58043403685572e-13
"HWER_04824",1.76608058742881,8.47816528745043,57.6856760666269,3.07534186937422e-14,7.42596311944306e-13
"HWER_02269",1.7988432288031,6.45426289682181,57.5004763774584,3.37897437496115e-14,8.08496414081614e-13
"HWER_13437",-1.50918268896469,8.07252253011175,57.138149717,4.06248328271928e-14,9.63284324334877e-13
"HWER_02088",1.48938461900214,7.02883545427476,55.742318785075,8.26204637180734e-14,1.94158089737473e-12
"HWER_07665",-1.86546343033673,6.87203976833093,55.6228424750905,8.77974902811469e-14,2.04498225150423e-12
"HWER_06295",1.5690449313559,7.31097312033683,55.0927972272821,1.14971456043772e-13,2.65442870444919e-12
"HWER_06046",1.58190648411671,6.42468095204848,55.0111344483186,1.19848948524675e-13,2.74297767406039e-12
"HWER_04912",2.23245182322941,6.02001241938539,54.7723267882148,1.3533300051071e-13,3.07065911503611e-12
"HWER_05858",-1.30835972693622,7.32568134143422,54.1848252187987,1.82490732947102e-13,4.10526161638267e-12
"HWER_07741",1.36300050649268,7.22028081370907,54.1628279262415,1.84545155813086e-13,4.11629533983087e-12
"HWER_04059",2.3110093251866,6.46630306362557,52.96791983818,3.39040720576694e-13,7.49878299628454e-12
"HWER_00406",2.78658634843469,7.57567788557133,52.774203861705,3.74183623730802e-13,8.20709414716226e-12
"HWER_03952",-1.55206817985945,6.42585820294407,52.3424688796671,4.66182951262653e-13,1.01404423778785e-11
"HWER_14219",1.38341605131905,6.53303003622568,52.3175457938202,4.72137141273551e-13,1.01857783264917e-11
"HWER_14856",1.51965612423971,7.07406467095178,52.1917575769053,5.03369767493596e-13,1.07712945369361e-11
"HWER_06949",1.84745133549587,6.71770141668264,52.0529199686308,5.40248316590272e-13,1.14672062037548e-11
"HWER_02390",1.28279470111877,6.90766236067385,50.6670356988219,1.09442363092328e-12,2.30441839727206e-11
"HWER_03710",2.3779542874227,8.98994984262262,50.6303325789245,1.11508282084828e-12,2.32928411466086e-11
"HWER_02082",1.44550593686474,7.91859325945006,49.6314243064817,1.85518299399227e-12,3.84475719699814e-11
"HWER_05500",1.65595718286374,6.83570601413037,49.5690979128234,1.91506530268712e-12,3.93785302865039e-11
"HWER_13268",1.28346655408922,6.80475298577112,49.3809076291731,2.10787145069355e-12,4.30071136296544e-11
"HWER_10141",1.62449765723128,6.64921431448027,49.3270982672173,2.16648996302455e-12,4.38630890975433e-11
"HWER_09200",-1.31784612340972,6.92129518106542,49.2467078516527,2.25711830157256e-12,4.53491249598395e-11
"HWER_11668",-1.44106915110896,8.1178411897916,49.0628301058277,2.47893452322893e-12,4.94284520086254e-11
"HWER_12557",1.47023540603104,6.66312699249455,48.7293399550679,2.93837609597579e-12,5.81489164256261e-11
"HWER_02031",1.27874285913548,7.49465949747808,47.6875831910453,4.99847466538907e-12,9.81789949201794e-11
"HWER_00230",1.20183324451519,7.47266559671694,47.5747522241747,5.29460043060878e-12,1.03225098765647e-10
"HWER_04653",2.02731921981569,6.31636947928359,47.5573983894424,5.34167824248867e-12,1.03377184810516e-10
"HWER_14019",1.36256573801237,8.37198353386586,47.4546011859118,5.62926589293548e-12,1.08147648395666e-10
"HWER_05323",2.65564742387951,7.43898501815554,47.0584414146244,6.89012653964429e-12,1.314116887851e-10
"HWER_02600",1.29656624265293,6.91923929681241,46.6769823444105,8.37064512246196e-12,1.58500273110215e-10
"HWER_15532",1.16239643572107,7.13949597442783,46.5883602949015,8.7578919737222e-12,1.64648369105977e-10
"HWER_09205",1.26584042941501,7.84997908311413,46.5135595710296,9.09866520081382e-12,1.69841750415191e-10
"HWER_01654",1.55791862768188,7.37165874972259,46.4646581907914,9.32858964380924e-12,1.72907379876802e-10
"HWER_02034",1.49948233527436,6.48833747386146,46.129546272874,1.10686550935179e-11,2.03725176266708e-10
"HWER_00193",1.32708932557331,7.52748532186062,45.8802850665852,1.25704678341358e-11,2.29760217635038e-10
"HWER_06078",1.39301753879128,6.55711695578714,45.8138735303481,1.30039306333515e-11,2.36043761565386e-10
"HWER_09901",1.66706162751528,9.14968840777455,45.6860696143667,1.38806405887671e-11,2.50231822120787e-10
"HWER_09826",-1.28437928115805,7.33455580074067,45.6359714751895,1.42402293347795e-11,2.54967915708433e-10
"HWER_07369",-1.43439090020897,8.28995235637592,45.5556738233749,1.4836129884187e-11,2.63842526048515e-10
"HWER_07732",1.39983616859311,8.33008395276079,45.39002021032,1.61454969437325e-11,2.85200992992643e-10
"HWER_10352",-1.4352485303695,6.75687856565498,45.2537915029915,1.73085126706427e-11,3.03706702327544e-10
"HWER_12429",1.36804483294567,6.98801614160885,45.1768852112464,1.80017326177219e-11,3.13778544700954e-10
"HWER_03053",1.78148954489899,9.93073247761532,44.7325617588086,2.25869639304334e-11,3.88796209300427e-10
"HWER_15122",1.1417149031216,6.99318759814283,44.7313457859136,2.26009954494549e-11,3.88796209300427e-10
"HWER_09925",1.45756097221579,7.82807486302997,44.6436115817146,2.36367570631731e-11,4.03973666170595e-10
"HWER_07984",-1.25255637956484,7.33703014048488,44.3495692632431,2.74672435302591e-11,4.66411515946078e-10
"HWER_14183",1.46985630866847,9.00400951019499,43.1298013812939,5.12260151813564e-11,8.64274820239296e-10
"HWER_13418",1.20083844297985,6.87242171877045,43.0865704255377,5.23705005862163e-11,8.77956417470837e-10
"HWER_03100",1.2663361191739,8.27702287679211,42.903724673279,5.75010759327629e-11,9.57866024398936e-10
"HWER_00786",1.09351801206773,7.04934993894963,42.8712967981667,5.84621646900223e-11,9.67751053233576e-10
"HWER_02275",1.62659909263684,7.22973850110661,42.5527732445022,6.88006531975724e-11,1.13177074510007e-09
"HWER_01473",1.23697995610951,6.74130386533044,42.2854687095185,7.88764510032225e-11,1.28945850335703e-09
"HWER_08699",1.40875658912632,7.66163424798543,41.9001375634675,9.60558800492058e-11,1.56061158203401e-09
"HWER_10390",1.22470891557444,6.86325564827529,41.2517205970294,1.33833987112815e-10,2.16104941153945e-09
"HWER_04491",-1.27941001884124,8.37811146485853,41.2122366974663,1.36564913671977e-10,2.19170032185758e-09
"HWER_02218",1.26921618388781,8.47008184360784,40.6519471684961,1.81905888417726e-10,2.90167453524518e-09
"HWER_06766",-1.29164718489206,7.99200080382415,40.4136784501236,2.05497368732335e-10,3.2582474367681e-09
"HWER_05558",1.37033341764056,6.87120778206736,40.071337041639,2.44855533117097e-10,3.85904049798921e-09
"HWER_05802",1.60458150275613,9.53511235357519,39.9244079443997,2.63983750507256e-10,4.13574542461368e-09
"HWER_00688",-1.28993945107293,8.99388915103912,39.6931625509478,2.97164050338134e-10,4.62802236976312e-09
"HWER_10639",1.23721252527127,6.84333872045148,39.5710101132666,3.16344623084022e-10,4.89775910563027e-09
"HWER_15336",1.06634441568424,7.14564142429537,39.5148452603108,3.2557496215937e-10,5.01118889124832e-09
"HWER_05723",1.23696260675452,6.81188277007056,39.4392591477563,3.38424099043605e-10,5.17867574815564e-09
"HWER_00083",1.27635830553931,6.57670339502946,39.3444334900531,3.5526420572682e-10,5.40494444782075e-09
"HWER_09641",1.22880708473914,6.66305584410774,38.9696788418811,4.30439337470826e-10,6.5110134265702e-09
"HWER_07310",-1.45806160122013,8.50984434735019,38.9474425614458,4.35370270962064e-10,6.54796887526944e-09
"HWER_02131",1.12282455134821,7.12721436188903,38.8543358843228,4.56638516903723e-10,6.82882145733295e-09
"HWER_15443",1.22360937941907,7.3930622063769,38.7255295133705,4.87787229960193e-10,7.23944208793427e-09
"HWER_11710",1.30016235924304,7.07566916366265,38.7182989052599,4.89597527223518e-10,7.23944208793427e-09
"HWER_09040",1.21926889480725,6.74701326510289,38.4920432782441,5.49773670124868e-10,8.08382290373548e-09
"HWER_01018",-1.11647358388398,7.61974537222883,38.1871353177887,6.42747849915274e-10,9.39840189431667e-09
"HWER_02409",1.1504273189642,7.11682236018371,38.1378827271057,6.5917827179853e-10,9.58539895786592e-09
"HWER_05224",1.05568282105668,7.49531071652329,37.9925581187484,7.10149865882337e-10,1.02698595989138e-08
"HWER_09030",1.19139355218749,8.43114831765343,37.9365331783015,7.30837984687901e-10,1.05112872988992e-08
"HWER_00111",-1.31896590067715,8.97683894319019,37.9104182493882,7.40686482271902e-10,1.05950370724981e-08
"HWER_06244",1.39336606455189,6.9163526703261,37.3191279009757,1.0029605114714e-09,1.42691463037445e-08
"HWER_12537",1.44329191272917,6.81990723913094,37.097482064648,1.12368728112085e-09,1.59007791608069e-08
"HWER_02854",1.20398506349213,8.57707226225392,36.8409518933436,1.28169537917117e-09,1.80396911121846e-08
"HWER_08406",1.14687158535002,6.80058646991251,36.6683337427096,1.40035789881927e-09,1.96050105834698e-08
"HWER_03667",-0.998531978885522,7.33879219301475,36.608441234013,1.4440503881036e-09,2.00326091887828e-08
"HWER_06909",-1.05619528255562,7.00603932591383,36.6056454124331,1.44612300374952e-09,2.00326091887828e-08
"HWER_06681",1.59394927193438,9.57320695848852,36.4501193026813,1.56623542242553e-09,2.15828881247329e-08
"HWER_01446",-1.36634299105606,9.0610848187646,36.4059887908106,1.60210191668262e-09,2.19621471078575e-08
"HWER_07099",1.30754570773003,7.9048721274383,36.02980644847,1.94322186051769e-09,2.65003105537957e-08
"HWER_11412",-1.07332924368346,6.9517214465146,35.939249359546,2.03566462164897e-09,2.76178829081448e-08
"HWER_08801",1.21288715110042,7.4480997137229,35.8586088567757,2.1216847848909e-09,2.86373043786301e-08
"HWER_07643",1.16925190491205,6.40183608789274,35.8164665936427,2.16807697769206e-09,2.91141765575791e-08
"HWER_05822",1.18823455793927,6.5274855667397,35.7314976314914,2.26472651659063e-09,3.02576659475459e-08
"HWER_15876",-1.10168238242513,6.86587464107508,35.7173124334536,2.28127689556405e-09,3.03248524703262e-08
"HWER_12861",-1.3075571584719,8.26872132502601,35.5585297250985,2.47500899048081e-09,3.27347922761079e-08
"HWER_15694",1.22404042346329,7.34750994707708,35.1293737514359,3.0851188641222e-09,4.06001642518482e-08
