"","logFC","logCPM","PValue","FDR"
"HWER_15005",-1.07798725611605,8.92739534237974,9.79735073932842e-07,8.5955423819708e-06
"HWER_00432",-0.950391470823641,7.14161749097418,1.00377913285565e-06,8.77723148729592e-06
"HWER_10791",-0.834022602822615,7.20593857494518,1.01269089882396e-06,8.82583591292932e-06
"HWER_11980",-1.07737283969445,7.55011661370151,1.01608591448823e-06,8.82619843872281e-06
"HWER_04610",-0.974577610727053,7.7070770855828,1.06467332362099e-06,9.21782956503433e-06
"HWER_09558",0.858811274811146,7.42043936762366,1.09913060073675e-06,9.48495652832498e-06
"HWER_03934",-0.83163330542048,7.22712691910452,1.17717281552628e-06,1.01252250015201e-05
"HWER_07499",0.936386545227867,6.89269978941268,1.23328592451274e-06,1.05501805341943e-05
"HWER_11644",1.19503950127181,7.0025728641394,1.23459559442699e-06,1.05501805341943e-05
"HWER_01227",-0.798039294729608,7.33725777320878,1.2387513517408e-06,1.0551435462077e-05
"HWER_09465",0.979905183976697,6.80074141478386,1.43757668290847e-06,1.22054897723068e-05
"HWER_08796",-1.15784416480756,8.30631892072458,1.48994808788349e-06,1.2609464203567e-05
"HWER_03594",0.801769947181165,7.03152446085194,1.64805834512211e-06,1.3902851167825e-05
"HWER_15650",-0.957784993071911,8.92397811993396,1.67795569392427e-06,1.41098382952354e-05
"HWER_15587",-1.40853796842423,7.33962250315033,1.69890018841289e-06,1.42404627258048e-05
"HWER_02033",-1.17152599453121,7.68688159553156,1.83619800205115e-06,1.53142470354434e-05
"HWER_01773",0.913972977365196,6.83419420046718,1.8386406015198e-06,1.53142470354434e-05
"HWER_13915",-0.836855922179599,6.8837714508645,1.91357061817641e-06,1.58880689811997e-05
"HWER_09529",1.12534797957715,6.86217434999415,1.94916587840379e-06,1.61327188426377e-05
"HWER_01425",-0.796754566592203,7.20574829008454,2.02459770877293e-06,1.67045177726971e-05
"HWER_00878",0.861979774762402,6.78370155697036,2.12897719549114e-06,1.75108374329146e-05
"HWER_12357",-0.838821691737729,6.83732944605128,2.22115044865612e-06,1.82120497846197e-05
"HWER_15392",-1.21486171902114,10.4232599550862,2.25913903190171e-06,1.84660059998922e-05
"HWER_11979",1.08913552683266,7.47982139262894,2.40189116989422e-06,1.95720667466303e-05
"HWER_07672",-0.999293288272208,8.86621926352523,2.4216974320048e-06,1.96725544476439e-05
"HWER_02332",-0.862859736985441,6.80167242547708,2.65407357238818e-06,2.14939127462329e-05
"HWER_07311",1.05567634549352,6.34616781360011,2.67912292521426e-06,2.16302194452882e-05
"HWER_03069",-0.77360708626101,7.03853041833187,2.93209612585981e-06,2.35760817071908e-05
"HWER_13753",-0.965271292094784,6.28414282180066,2.93805273554657e-06,2.35760817071908e-05
"HWER_08207",1.06715813933303,6.73392731722214,2.96555187039082e-06,2.37244149631265e-05
"HWER_08247",-0.948552664345772,7.49338783109951,3.04165784289713e-06,2.42595255833493e-05
"HWER_08087",-0.960382777057602,8.69160360617366,3.13086000197294e-06,2.48955393510356e-05
"HWER_02644",-1.2754034735651,8.31956069549492,3.61822590846441e-06,2.86842487683082e-05
"HWER_16076",-0.813797264008928,6.8803784418216,3.98124740486077e-06,3.14673969056863e-05
"HWER_14957",0.764962410721079,7.32537232527217,4.01059595816158e-06,3.16044567720996e-05
"HWER_04787",-0.801478756739912,6.98547264133476,4.17026394980116e-06,3.27645812414229e-05
"HWER_14313",0.75422362364095,7.06289772174596,4.31002478092323e-06,3.37618607838987e-05
"HWER_13325",0.867851038246185,6.91761359800152,4.40191747062658e-06,3.43791862494766e-05
"HWER_14105",-1.30753850173027,9.6999883993628,4.41790889586821e-06,3.43791862494766e-05
"HWER_07451",-0.983872801283862,7.50080002897898,4.42801828973122e-06,3.43791862494766e-05
"HWER_13666",-0.853989909666679,6.69812779074239,4.46697142827854e-06,3.45796141153797e-05
"HWER_08541",-0.864250646043191,6.77282574128255,4.49649589996156e-06,3.4706091521111e-05
"HWER_15583",-0.763932117525376,7.38712316564248,4.71457907446012e-06,3.62829594268393e-05
"HWER_13075",0.771966768349476,7.13489103249487,4.75126393299913e-06,3.64586783430137e-05
"HWER_02338",-0.776413135470464,7.42793463775582,4.8048307726894e-06,3.67625424236003e-05
"HWER_13358",0.749909449096779,7.32307751060489,4.81920975625253e-06,3.67656813868309e-05
"HWER_02804",-1.02490287186551,8.54357860228795,5.03587436106616e-06,3.8232211850672e-05
"HWER_15580",0.840752441633875,6.88220825256877,5.04049297575349e-06,3.8232211850672e-05
"HWER_13823",-1.02887223992654,6.63060164305182,5.05909667245603e-06,3.82630529939778e-05
"HWER_08008",-1.24059506325932,7.49146917997715,5.08239414121575e-06,3.83291157010884e-05
"HWER_09579",0.937646872983858,7.9277866482733,5.1615044405251e-06,3.88145133927487e-05
"HWER_08923",0.776085521271264,7.49809478222173,5.23855279926085e-06,3.92816836685315e-05
"HWER_15542",-1.04686400274181,6.99406256927997,5.30453578497851e-06,3.9663460755862e-05
"HWER_07775",-0.949655310439731,8.69917322500383,5.45528475717794e-06,4.06157915069493e-05
"HWER_06004",0.81519851023204,6.73833235640001,5.46276223155777e-06,4.06157915069493e-05
"HWER_04460",1.20785576485048,8.47761579321482,5.68982022795533e-06,4.21848079999392e-05
"HWER_14431",-0.895036984029992,8.53014224985493,5.75140536657538e-06,4.25216261933326e-05
"HWER_11656",0.79293580086078,6.88978407379829,6.02478586343175e-06,4.4418029110791e-05
"HWER_08083",-1.01597355840031,9.09299271498717,6.1076029516438e-06,4.49028239349902e-05
"HWER_14827",-1.78582581804759,8.90357055081522,6.54098908128008e-06,4.79551065791899e-05
"HWER_15049",-1.41423613039392,7.23955738352148,6.74076354952961e-06,4.92824712843387e-05
"HWER_14582",1.16894991127861,9.18252197349718,6.91141251936635e-06,5.03901322741613e-05
"HWER_15821",0.973263366126134,8.45340274724739,7.82814585673227e-06,5.69162428036445e-05
"HWER_10949",-0.747490905498031,7.47045182035888,8.01602595953008e-06,5.81217088856286e-05
"HWER_07512",0.927776525081799,7.57623897954226,8.09650139045191e-06,5.854393313096e-05
"HWER_00737",0.855307478365764,8.67043482975705,8.34256894135961e-06,6.01579217908452e-05
"HWER_04597",-0.859713278610347,7.97474873338188,8.41473824401152e-06,6.05125438749681e-05
"HWER_09271",-0.814079898078415,6.55479223707368,8.67726770945318e-06,6.22304321833263e-05
"HWER_08542",-1.47627425021922,7.65998255198141,9.43984158110303e-06,6.75153886996282e-05
"HWER_12556",-0.871991048395502,6.78522178645675,9.96959406239196e-06,7.11110340710451e-05
"HWER_11455",1.04968345993321,9.38646194943762,1.00462625784895e-05,7.13096662513296e-05
"HWER_03381",0.742200138629036,7.43377503321976,1.00516284875544e-05,7.13096662513296e-05
"HWER_06476",-0.965409420918276,7.25532473743256,1.0089188277057e-05,7.13837192075645e-05
"HWER_01011",1.21005393970666,8.57738201438304,1.03166491926979e-05,7.27973744642916e-05
"HWER_07486",-1.09123242936917,10.0720913343877,1.06784269499386e-05,7.51487158616001e-05
"HWER_00026",-0.849555210781517,7.09655257419571,1.07793995583536e-05,7.56570123668977e-05
"HWER_09884",1.16850613819566,7.90819020477518,1.14818108170776e-05,8.03726757195429e-05
"HWER_13399",-1.03485427216884,6.88539319697151,1.18369136682171e-05,8.26386121346088e-05
"HWER_01396",-0.77060410269476,6.77911376356953,1.21218630033425e-05,8.4404083134385e-05
"HWER_01004",-0.814700328365233,6.54747956071603,1.21734640263119e-05,8.45397290692689e-05
"HWER_11945",-0.758980513120765,7.41906262873177,1.24625865243652e-05,8.63198098213925e-05
"HWER_03956",0.83634281372904,7.71161157332385,1.25523778944067e-05,8.67135396799961e-05
"HWER_01792",0.745141634493218,6.95914652952604,1.35632951221473e-05,9.34518135117581e-05
"HWER_15723",-0.899563786319192,6.60286665919027,1.48434201375597e-05,0.000102004913321298
"HWER_00439",-1.01541755847774,8.07857896896179,1.53564534710793e-05,0.000105255691499689
"HWER_09383",-0.817242818101721,7.28899883758761,1.62568393808928e-05,0.00011113766558574
"HWER_14907",-0.792882454104194,7.69833891872545,1.65926130931402e-05,0.000113139268552189
"HWER_00158",0.794161287513183,6.60081866674375,1.70511336781758e-05,0.000115965332922374
"HWER_03420",-0.840647008907658,7.57391096542401,1.71723083362854e-05,0.000116488442116245
"HWER_10419",0.745046288723357,7.58765958804837,1.91425675675987e-05,0.000129519891614189
"HWER_00686",-0.692086270998599,7.29535229132727,1.95391174167854e-05,0.000131863992412767
"HWER_10511",-0.801295014939692,8.09896515095649,1.96882030285719e-05,0.000132530307854735
"HWER_09464",0.812245973567025,6.94792754105141,2.02752747674513e-05,0.000136133987724316
"HWER_13627",-1.0903185451264,7.7813598266035,2.18446524388454e-05,0.000146298028547178
"HWER_04739",0.803892056584603,7.60933282035265,2.27259668411755e-05,0.000151814072908563
"HWER_05641",0.719789046479658,7.71708044680087,2.38447424309155e-05,0.000158884460957391
"HWER_00435",-0.768712466377297,6.95598303682444,2.4477063454874e-05,0.000162685936902092
"HWER_05786",-0.919447068417221,7.83966013195106,2.4994068149213e-05,0.000165703746520727
"HWER_08455",-0.756437124291752,7.35418153598405,2.75589481812767e-05,0.000182249124656081
"HWER_13578",1.09663931568962,8.54514705996655,3.01755862101549e-05,0.000199052989737162
"HWER_07149",-0.726308354904262,7.50825291451,3.0411686900631e-05,0.000200108899806152
"HWER_05574",0.853908946778807,7.03167485367218,3.13383024191614e-05,0.000205691800417039
"HWER_04113",-0.748815661625441,7.74813590364026,3.24042531189105e-05,0.000212159189574558
"HWER_10319",-1.11538021226044,8.32499444721411,3.29799300676714e-05,0.000214932415047581
"HWER_06259",-0.835156357298721,6.52777465370969,3.29911457747807e-05,0.000214932415047581
"HWER_11702",0.771557110761126,6.5581447865783,3.41116747442508e-05,0.000221683772658934
"HWER_07467",0.660114285899577,7.27795559615063,3.48335658168011e-05,0.000225817599088228
"HWER_04385",0.801402437132765,7.70427860145495,3.49407145901679e-05,0.000225955677644526
"HWER_03524",0.792568462731414,6.48092642956282,3.555926812836e-05,0.000229392141455499
"HWER_03777",0.714045021574387,6.91759211285735,3.86501014120721e-05,0.000248721435003848
"HWER_11004",-0.780671948044068,8.1260949847068,3.90761774589213e-05,0.000250849997736294
"HWER_13679",-0.730463906089965,7.42866341173274,4.32447718453841e-05,0.000276934889287229
"HWER_15148",-1.05728872361504,9.07718600265789,4.75746887295686e-05,0.000303923739651031
"HWER_03632",-0.713338881767806,7.09879579134839,4.87077320001725e-05,0.000310408597153641
"HWER_00728",0.685713614222964,7.42549122526024,5.14985948810982e-05,0.000326995358899707
"HWER_14097",-0.671637106891263,7.29033092149054,5.15589186714963e-05,0.000326995358899707
"HWER_02392",-0.80659108130777,8.97280884291416,5.1923005244343e-05,0.000328512860103632
"HWER_11489",-0.771852109190399,8.00839691169138,5.2393723701615e-05,0.000330696116984774
"HWER_05170",-0.985408489459126,6.67432173606367,5.44492303543866e-05,0.000342847785389343
"HWER_16027",0.766035457298766,8.38330918357405,5.4956099940895e-05,0.000345213496526099
"HWER_13740",0.749731853066016,6.86937848862413,5.52083016825436e-05,0.000345972023877273
"HWER_00821",0.817457819226918,7.65571144757967,6.24705021465159e-05,0.000390551927908859
"HWER_06263",-0.832883428814445,7.6179473880015,6.7699168779394e-05,0.000422237469733092
"HWER_12489",-0.819819874245803,6.99401688807669,7.03438425016899e-05,0.000437695020010515
"HWER_13829",-0.825897436180589,8.66436953361104,7.1495975056746e-05,0.000443814637616405
"HWER_01766",-0.886369997448515,7.8085523059135,7.33626890289993e-05,0.000454330817704297
"HWER_03653",-0.693103522993797,7.65429903464983,7.39257247199354e-05,0.000456742975264953
"HWER_15504",0.699166983062485,7.23377544968788,7.82926087642445e-05,0.000482590506481245
"HWER_11903",-0.855351809418625,7.93638813288559,7.87208518040826e-05,0.00048409645315034
"HWER_09330",0.637614011472622,7.219299706069,7.90515325868718e-05,0.00048499681531153
"HWER_02205",0.75200636623978,6.87338067326796,8.21046173572542e-05,0.000502471303957493
"HWER_06401",-0.675773534376632,7.51670086160452,8.22815851085409e-05,0.000502471303957493
"HWER_13385",0.848386675630337,9.09588555437424,8.25869226706888e-05,0.000503168473308456
"HWER_04468",0.658164427111574,7.00306549934333,8.53744675379736e-05,0.000518950574041447
"HWER_10155",-1.3447172677219,8.69648280999032,9.15239928904139e-05,0.000555048731077349
"HWER_04625",-1.44726939561342,7.52911554957174,9.26857625823747e-05,0.000560802131303012
"HWER_15386",0.708604788472368,7.21938774363498,9.6281696597667e-05,0.000581223452855641
"HWER_09041",-0.861450415842286,6.69466162797377,9.71832072367372e-05,0.00058532311543957
"HWER_02873",0.650259566113585,7.20249611137006,0.000103374202102154,0.000621189269253125
"HWER_14986",0.632589572112377,7.02421533506127,0.000104390160219915,0.000625865379723955
"HWER_04803",0.829052305416827,6.92015492868379,0.000105436263860609,0.000630095352101481
"HWER_09710",-0.763648804586011,6.72453543292243,0.000105574487187216,0.000630095352101481
"HWER_00234",-0.659413373874355,7.73991775751877,0.00011003949944178,0.000655257833780012
"HWER_12566",-0.719446450752174,7.66961721496786,0.000112268512765304,0.000667021953946457
"HWER_01393",-0.698944027798568,7.48314713338634,0.000113499692428169,0.000672817996556171
"HWER_12616",-0.672330927550044,7.72943853549651,0.000114112887505783,0.00067493285374207
"HWER_01415",0.813954013646076,8.99227434309459,0.000117333071912482,0.000692422971465592
"HWER_12224",-0.739917878525137,7.39893984138701,0.0001176779997285,0.000692904911153049
"HWER_01377",-0.695370188420627,7.78577528929827,0.00011801699571204,0.000693349849808234
"HWER_11505",0.68169470883527,7.7580769770612,0.000118488312587253,0.000694568460422381
"HWER_15083",0.710569279100132,6.98369347256903,0.000124679591460295,0.000727776641994306
"HWER_12074",0.739775846624599,7.84523450730275,0.000124706407879723,0.000727776641994306
"HWER_13215",0.610137961012388,7.28465483088978,0.000127023657256279,0.000739659880306474
"HWER_11813",0.882259777701495,8.01906290941941,0.000129059500059625,0.000749855638315524
"HWER_02130",0.648297856936986,7.42684533302871,0.000136776654193743,0.000792943070127602
"HWER_06016",-0.687888624298887,6.97696021387981,0.000138999751757893,0.000804060102476428
"HWER_03907",0.741721379646843,7.22513645582979,0.000142052144079078,0.000819915007052922
"HWER_00674",0.619181299696064,7.32924706112388,0.000143340627133788,0.000825541642486062
"HWER_04453",0.961101750305132,9.49550816341727,0.000149561097609974,0.000859486482335047
"HWER_14343",-0.691929570395258,7.14081724923961,0.000153329510507354,0.000879222814063955
"HWER_01906",0.67503922638615,6.88815810745214,0.000153841239902102,0.000879746514874418
"HWER_07274",0.672396039639899,7.74724026241232,0.000154089340181272,0.000879746514874418
"HWER_04869",-0.76526490526919,8.37613305421914,0.000154746430795785,0.000881585726957807
"HWER_11496",0.861393976848784,7.88407754613196,0.000156134622038939,0.000887573056601486
"HWER_02369",-0.714977021240032,7.61896921313601,0.00016006980168155,0.000907982150917755
"HWER_12698",-0.700241959450471,6.98201465903734,0.00016275468593159,0.000921226523380528
"HWER_07887",0.729832574912735,6.10398417900599,0.000164404090750491,0.000928565594110068
"HWER_05015",-0.697538722629376,6.59945004758448,0.000178603886139384,0.00100660691288835
"HWER_10242",-0.636736645029063,7.5021450845851,0.000183399470384205,0.00103142608130604
"HWER_00294",-0.652767590808841,7.07354659794325,0.000185542465898308,0.00103925811380181
"HWER_05305",-0.624102167677981,7.21203710806762,0.000185581806036038,0.00103925811380181
"HWER_04929",0.618044337441253,7.1121064391146,0.000194491050037804,0.00108683746008386
"HWER_15585",-0.648350821661575,7.76305514425299,0.000197539826940612,0.00110153564514341
"HWER_08986",-0.634920847263536,7.430747294453,0.00020029159233794,0.00111451896624409
"HWER_00591",-0.72145949842873,8.09984033951099,0.000207941031944722,0.00115357262461874
"HWER_02050",-0.819212210164262,6.62847733913721,0.000208186548895859,0.00115357262461874
"HWER_11670",-0.629899142562433,7.30176434568531,0.0002107383591525,0.00116525916237265
"HWER_12119",-0.655536283262023,6.85596291111456,0.000216771893725325,0.00119610822701269
"HWER_06063",0.775912525370883,8.08628486250543,0.000218239464460405,0.00120126535579043
"HWER_08223",-1.00578046061264,6.59258176641875,0.00021861934096642,0.00120126535579043
"HWER_08125",-2.81354009790787,9.99231372242561,0.000221197026002939,0.00121289702591611
"HWER_07686",-0.876438004089023,8.36272433700942,0.000227202174879,0.00124193857106307
"HWER_06156",-0.730607391600201,7.69677678941614,0.000227437078743314,0.00124193857106307
"HWER_13676",-0.73978174384511,6.73057627182146,0.000234009160498887,0.0012751803528635
"HWER_04881",-0.759818582278341,7.29274027174642,0.000243677314210589,0.0013245780220271
"HWER_15168",-0.717154342066738,8.93711382113541,0.000244080676551347,0.0013245780220271
"HWER_12615",-0.620639326996079,7.23450936434968,0.000253136120243405,0.00137089355654453
"HWER_02175",0.696698420134631,7.4496592833402,0.00025882627344705,0.00139883111234628
"HWER_06845",0.691071248330542,7.44284766689475,0.000266918067441095,0.00143960728177246
"HWER_06776",-0.644930555019509,7.75848664601972,0.000278092794556804,0.00149681029708284
"HWER_10521",0.722379681465549,6.84230196332617,0.000283583600743664,0.00152324905542311
"HWER_08561",0.729118137865668,7.49849270965797,0.000284227319807612,0.00152359736401963
"HWER_14201",-0.926186451959326,6.69679791259738,0.000288340609539693,0.00154250504940747
"HWER_00682",-0.698483989752762,6.91350364949401,0.000289285689020688,0.00154442177181025
"HWER_02815",0.694046837730812,7.28680681182841,0.000295950394716457,0.00157680453217351
"HWER_02878",-0.693557587568024,8.94945403289873,0.000298207968753107,0.00158562297728925
"HWER_05358",-0.684800043275708,7.39810671917855,0.000298858947318075,0.00158588054302656
"HWER_10081",-0.701100361910093,6.68089182970813,0.000315178800790244,0.00166522176688993
"HWER_10814",-0.787464770832777,6.47641469974131,0.000315455808715299,0.00166522176688993
"HWER_13959",0.598001725422938,7.04152859675254,0.000315708838023585,0.00166522176688993
"HWER_10273",-0.682091505477342,7.86958294697713,0.000326789707968572,0.00172022102274656
