"","logFC","logCPM","PValue","FDR"
"HWER_12680",2.5167451445699,6.2786518161545,4.38297501601502e-24,2.40333130044824e-22
"HWER_02906",2.2999118966795,8.04330602010824,5.89568496760009e-24,3.1668250683109e-22
"HWER_08638",-2.04689528825448,7.09674675232852,8.89687882108462e-24,4.68331701141894e-22
"HWER_08766",-1.66163086642317,7.20921241033967,1.63331304743703e-23,8.42917635461618e-22
"HWER_03002",-3.70978487556881,9.40412885555301,2.24393042362119e-23,1.13577401441749e-21
"HWER_03980",2.04445223199768,7.32858017935998,1.63100174761217e-22,8.0996162258778e-21
"HWER_05429",-2.9346980761211,9.05611256534356,1.46513538713122e-21,7.10293706947086e-20
"HWER_04445",-1.57894536493373,7.11600858146686,1.48427636330128e-21,7.10293706947086e-20
"HWER_03579",1.90914982389051,6.40456971491849,3.10542714857906e-21,1.45955075983216e-19
"HWER_10309",-1.90420438867636,6.33259357092841,3.45475454648007e-21,1.59524806426939e-19
"HWER_04095",-1.88916995756638,6.31445907685651,6.3164799265929e-21,2.86637502875733e-19
"HWER_13952",-2.21245348031947,6.62617613495164,6.76702483999662e-21,3.01878125065612e-19
"HWER_15254",-1.97009893353844,6.27445465363651,7.46688457081914e-21,3.275473365066e-19
"HWER_05112",-1.75148447504447,6.26327223910993,2.35338790357514e-20,1.01542901019832e-18
"HWER_07851",7.11915494994561,7.09230452833009,2.8622143418329e-20,1.21505615285552e-18
"HWER_04621",-1.82830348617876,6.62926117927609,3.34296149944801e-20,1.39661502643606e-18
"HWER_12912",2.17581250947145,5.90680072449131,4.22194751625643e-20,1.73627591606046e-18
"HWER_07560",2.34698390016926,6.62626013419381,1.04652575225611e-19,4.23762427682783e-18
"HWER_05518",1.89767163223537,6.74791315405663,1.23141919211647e-19,4.91075047522809e-18
"HWER_05300",-1.90619379054926,6.45895256919279,2.18636422026541e-19,8.58882183244561e-18
"HWER_08155",-1.92532710238441,7.5762945674029,3.33410315987707e-19,1.29049404658771e-17
"HWER_06107",1.82940832944109,6.56108211813157,8.4133527066313e-19,3.20926729331211e-17
"HWER_10566",1.79436700956312,8.18283438542584,1.01032949933606e-18,3.79883891750357e-17
"HWER_11688",-1.88647129097564,6.81270025708972,1.66983702571749e-18,6.19015641082877e-17
"HWER_11310",-3.1798009837449,9.06512435660912,2.15054233901809e-18,7.86142699485502e-17
"HWER_15867",1.99921993354672,6.12608438865806,2.93931291298071e-18,1.05976323109113e-16
"HWER_03073",1.80469716264503,8.82892624653407,3.1897732593556e-18,1.1345247592735e-16
"HWER_14089",-1.79393567832135,8.74850561871846,3.3152262122869e-18,1.16342338543188e-16
"HWER_10700",1.57876636154313,7.79015052539322,5.44652121531125e-18,1.88621629456569e-16
"HWER_05660",-2.0573135081331,6.86351340297777,6.70926430431432e-18,2.29334852583835e-16
"HWER_01522",-1.79841445470903,6.65750835329631,8.27455151168182e-18,2.79213071522392e-16
"HWER_01964",-1.4542764547663,7.41970748306764,1.01793445448497e-17,3.39139681544865e-16
"HWER_06956",-1.44310856458237,7.35545314680056,1.46041248992312e-17,4.80475709184705e-16
"HWER_15406",1.60331559101028,8.48438459712168,1.83088370990184e-17,5.94924188205142e-16
"HWER_01315",1.43342961777065,7.20990449007595,1.8921241876671e-17,6.07325714870708e-16
"HWER_14701",2.12161420803269,7.24688740488691,2.04971769770876e-17,6.49982768719212e-16
"HWER_11186",-2.21055625717691,9.67576684447376,2.30303251354979e-17,7.216168542456e-16
"HWER_00864",1.39247494755225,7.10787923490091,2.64761550038399e-17,8.1982635258949e-16
"HWER_02894",1.6062381117303,6.44053369442328,4.02633302978115e-17,1.23224517841674e-15
"HWER_02626",-2.08412550887746,6.93425525376217,5.14868164217249e-17,1.55762414737908e-15
"HWER_01632",-1.62924021436103,8.46424174690147,6.27613694333312e-17,1.87713550396054e-15
"HWER_02462",-1.58318816382456,7.30572862624992,6.7573256620906e-17,1.99834619580028e-15
"HWER_00035",-1.61669540390319,6.55344881810628,7.20225515632335e-17,2.10625950793812e-15
"HWER_13527",1.70987225363318,6.51557232906677,8.40740481059973e-17,2.43168016060423e-15
"HWER_03711",-1.52224066287999,6.71579701747129,1.75972489741529e-16,5.03434340217069e-15
"HWER_03162",1.66065731344626,8.45991400868786,2.50712633362534e-16,7.09543710763643e-15
"HWER_15531",2.20615687410165,6.25816116945169,3.46670864259957e-16,9.7067841992788e-15
"HWER_13496",-1.76975738816492,6.91100279080355,9.52219109284934e-16,2.63814810067152e-14
"HWER_11674",-1.31694886568507,7.07800710500616,1.68044465015113e-15,4.60721908249767e-14
"HWER_13628",-1.30715126957178,7.31647351259608,2.22429618933067e-15,6.03540986630756e-14
"HWER_12408",-1.45146442192469,7.00177166847815,2.45116375742937e-15,6.58312551995317e-14
"HWER_04225",1.28383677357932,7.20038471094335,2.71472266914538e-15,7.21732329817237e-14
"HWER_15592",1.75013575616114,6.96953667318357,2.91966523829015e-15,7.68455890717968e-14
"HWER_07401",-1.62130048075785,8.0168450309092,4.19053846243345e-15,1.09202942902226e-13
"HWER_05646",-1.30188446875058,7.06926511180477,5.82991867894734e-15,1.50434764343033e-13
"HWER_10905",-1.38633121021453,6.974225383564,8.73075964867329e-15,2.23100576653477e-13
"HWER_11671",-1.89319772009983,6.09121628252458,1.13238998548681e-14,2.85905858181604e-13
"HWER_09746",1.53424491857915,7.68288431813919,1.14272568734998e-14,2.85905858181604e-13
"HWER_07488",1.36089372928325,7.07686666727551,1.151444565625e-14,2.85905858181604e-13
"HWER_03715",2.09584602165499,6.66466666049686,1.44406355316459e-14,3.55212642236373e-13
"HWER_04824",-1.76607959125896,8.47807030228724,1.53932380168111e-14,3.75138911668952e-13
"HWER_13437",1.50918144261618,8.0723473272858,2.15748931839122e-14,5.20964393211532e-13
"HWER_06713",-1.28316841108376,7.018691456748,2.66173178722476e-14,6.36879823997779e-13
"HWER_02269",-1.79883833491358,6.45402904609447,2.76199753123878e-14,6.54916892091934e-13
"HWER_07665",1.86546026768373,6.87162011903713,5.93093521765826e-14,1.39376977614969e-12
"HWER_06046",-1.58190266013307,6.42426472122825,8.16577584953704e-14,1.90197540141429e-12
"HWER_02088",-1.48938233053239,7.02853439925795,1.01541800653964e-13,2.34436859053714e-12
"HWER_06295",-1.56904282897282,7.31080213528226,1.12823981533066e-13,2.58219755995677e-12
"HWER_07741",-1.36299758838078,7.22045454861563,1.31123467031282e-13,2.97514625195115e-12
"HWER_04912",-2.23239184929753,6.02128879948156,1.47255944532778e-13,3.31262945307925e-12
"HWER_05858",1.30835779669572,7.32560355066569,2.02642877247005e-13,4.51996655011964e-12
"HWER_03952",1.55206419564073,6.42562649512327,3.47441742559866e-13,7.68459383544174e-12
"HWER_04059",-2.31100288679669,6.46587386511759,3.58450941413595e-13,7.86202398167153e-12
"HWER_00406",-2.78658037932236,7.5756899932988,4.58737248162131e-13,9.97848295175808e-12
"HWER_06949",-1.84744760090292,6.71731584950106,4.85920876145223e-13,1.0483145459133e-11
"HWER_02390",-1.28279221633625,6.90754117271979,5.57097344990455e-13,1.19209773334543e-11
"HWER_14856",-1.51965353941291,7.07391117275934,6.09031666096747e-13,1.29271882674729e-11
"HWER_14219",-1.38341261387312,6.53276992288856,7.93152069174419e-13,1.67006099685366e-11
"HWER_02082",-1.44550481149279,7.91846353815761,1.1285769406987e-12,2.34410105727722e-11
"HWER_11668",1.44106807964137,8.11769447294805,1.13108219709045e-12,2.34410105727722e-11
"HWER_09200",1.31784372671564,6.92104533085089,1.22368139367712e-12,2.51619486574857e-11
"HWER_05500",-1.6559541779437,6.83537217502985,1.47463643733569e-12,3.00871558377328e-11
"HWER_10141",-1.62449403970091,6.64898467780215,1.60059947802436e-12,3.23861581176028e-11
"HWER_03710",-2.37795309147317,8.98988042513446,1.61192504308738e-12,3.23861581176028e-11
"HWER_12557",-1.4702320020692,6.66303246108543,1.99042075873952e-12,3.96877836136546e-11
"HWER_13268",-1.28346413528379,6.80452500625577,2.34244267793019e-12,4.63557077316711e-11
"HWER_14019",-1.36256497502596,8.37184940992606,2.71481996618947e-12,5.33239265000797e-11
"HWER_00230",-1.2018316771484,7.47260909014123,2.80109054490443e-12,5.46108912162108e-11
"HWER_02031",-1.27874139887934,7.49455122427351,3.50821969449432e-12,6.78943693816841e-11
"HWER_04653",-2.02731400614732,6.31577281157335,3.71259367528346e-12,7.13251573236939e-11
"HWER_02600",-1.29656331954706,6.91919717705905,4.86513674206944e-12,9.27901442400489e-11
"HWER_15532",-1.16239490320873,7.13922347403317,6.02483587875426e-12,1.14081784409217e-10
"HWER_07732",-1.39983524238566,8.32996321979434,6.98883330524203e-12,1.3139006613855e-10
"HWER_05323",-2.65564171063823,7.4389702731145,7.79605890241932e-12,1.45526432845161e-10
"HWER_07369",1.43438966662166,8.29007673520945,8.47034875820526e-12,1.56999703743635e-10
"HWER_01654",-1.55791663489312,7.37146902760983,1.15626438840128e-11,2.12817333585466e-10
"HWER_00193",-1.32708799129577,7.52725576090304,1.29302467177486e-11,2.3633617611885e-10
"HWER_10352",1.43524551055313,6.75665151158485,1.39396850024073e-11,2.53029316733351e-10
"HWER_02034",-1.49947819941347,6.48823637810562,1.48333408180063e-11,2.67406527623237e-10
"HWER_03053",-1.78148817386518,9.93079777869846,1.54987431948773e-11,2.77501306727326e-10
"HWER_09826",1.28437757367259,7.3344290633502,1.67346279877956e-11,2.97605005837013e-10
"HWER_06078",-1.39301433365621,6.55689403542938,1.69196344338969e-11,2.98875690134341e-10
"HWER_12429",-1.36804276413595,6.98776322114762,2.54057089120894e-11,4.45785505710795e-10
"HWER_13418",-1.20083672555575,6.87213769407337,3.11068405342204e-11,5.42206650901113e-10
"HWER_07984",1.25255298513097,7.33721100710101,3.55817423016865e-11,6.16125958802888e-10
"HWER_15122",-1.14171287367141,6.99301140032124,3.64248821392505e-11,6.26603201245145e-10
"HWER_00786",-1.09351615895817,7.04925877624024,4.96579663043488e-11,8.48699787747052e-10
"HWER_01473",-1.2369773294387,6.74113661904724,5.85689550915022e-11,9.94538643876347e-10
"HWER_04491",1.27940905835234,8.37819611789232,7.62143387093211e-11,1.27899389814195e-09
"HWER_02275",-1.62659650284711,7.22962550153338,7.62925691520843e-11,1.27899389814195e-09
"HWER_14183",-1.46985469170009,9.00411195055645,7.80776168481618e-11,1.30063473129343e-09
"HWER_10390",-1.22470679726349,6.8630175203082,8.62762418573573e-11,1.42817024256959e-09
"HWER_02218",-1.2692155570407,8.47002963065217,9.41921776378112e-11,1.54946132214199e-09
"HWER_09205",-1.26583870026738,7.85004164227893,9.82480345954022e-11,1.60614178295092e-09
"HWER_08699",-1.40875492814935,7.66157670580347,1.12600530888048e-10,1.82941109442804e-09
"HWER_03100",-1.26632772040148,8.2773181997917,1.19497371132903e-10,1.92955264307853e-09
"HWER_06766",1.29164635028847,7.99189406078768,1.24016388012668e-10,1.99031178810574e-09
"HWER_05558",-1.37033079413876,6.87112647382002,1.74803976538612e-10,2.78838828030076e-09
"HWER_10639",-1.2372101807946,6.84312279007592,2.04455317874372e-10,3.24172528099607e-09
"HWER_09925",-1.45755342115332,7.82847453452731,2.16372472882677e-10,3.41013382411501e-09
"HWER_15336",-1.06634200594314,7.14581107617878,2.6760539063205e-10,4.19248445323545e-09
"HWER_07310",1.45806098805732,8.50976358772372,2.70150421593525e-10,4.20731307475832e-09
"HWER_00111",1.3189652032939,8.97684703726242,2.96369176692654e-10,4.58849219444156e-09
"HWER_05802",-1.60458075990523,9.53513900130904,2.99453431906866e-10,4.60913118584135e-09
"HWER_09641",-1.22880190219189,6.66337603919939,3.0193040298067e-10,4.62023732933212e-09
"HWER_00083",-1.27635510507247,6.5766045060211,3.17042096104647e-10,4.8234381326441e-09
"HWER_09030",-1.19139221458095,8.43123309382351,3.58017221409204e-10,5.41552486637371e-09
"HWER_15443",-1.22360787840653,7.39299199551411,4.13266556050713e-10,6.20961885458278e-09
"HWER_00688",1.289938934939,8.99386230346065,4.15232871735019e-10,6.20961885458278e-09
"HWER_05723",-1.23696037366375,6.81160882835699,4.19680883194342e-10,6.24067844388423e-09
"HWER_09040",-1.21926642919261,6.74691562145649,4.37361950946808e-10,6.4670598589438e-09
"HWER_05224",-1.05568172303902,7.49513325992915,4.92983784328352e-10,7.24878949917443e-09
"HWER_02131",-1.12282241939374,7.12727065442668,5.02227066937814e-10,7.3436757787796e-09
"HWER_11710",-1.3001603856258,7.07545550095681,5.58744030040434e-10,8.12494081252166e-09
"HWER_02409",-1.1504257120363,7.11661621503319,5.70060396691691e-10,8.24395035215677e-09
"HWER_01018",1.11647220797966,7.61972332422418,6.38365827467219e-10,9.18130523439191e-09
"HWER_02854",-1.20398410917548,8.57712132010176,7.11349242099973e-10,1.01753869848213e-08
"HWER_06244",-1.39336283094924,6.91642148592301,7.78345553456773e-10,1.10735432253958e-08
"HWER_12537",-1.44328909238729,6.81974891188848,9.83852115907845e-10,1.39220363928465e-08
"HWER_08801",-1.2128847220672,7.44820637954745,1.35320201020555e-09,1.90461373842835e-08
"HWER_07643",-1.16924969490701,6.40143088777326,1.39469725563016e-09,1.94244487161177e-08
"HWER_06681",-1.59394864005461,9.57321971794824,1.39484073227441e-09,1.94244487161177e-08
"HWER_06909",1.05619339559551,7.00593933169657,1.42205512534207e-09,1.96383729419291e-08
"HWER_03667",0.998530576121268,7.33871533276169,1.42512508811111e-09,1.96383729419291e-08
"HWER_08406",-1.14686942720967,6.80040290433751,1.50061572646444e-09,2.05709405836167e-08
"HWER_15876",1.10167986702235,6.86587137923168,1.55661071237657e-09,2.12279761397676e-08
"HWER_00442",-1.22735747816782,8.88606450525486,1.99120116582949e-09,2.70146467446558e-08
"HWER_05122",-1.12585391454523,7.62943563462549,2.03306900347628e-09,2.74412185494849e-08
"HWER_08216",1.02909075694173,7.55242574651375,2.09800345657343e-09,2.8173189273986e-08
"HWER_07099",-1.30754458945553,7.90474527323147,2.23133109665613e-09,2.98114895756291e-08
"HWER_11412",1.07332676196931,6.95178738224962,2.25304247677999e-09,2.99495343378027e-08
"HWER_09983",-1.10958566775836,7.49890631678687,2.36374209929739e-09,3.12631618359333e-08
"HWER_01446",1.36634237367166,9.06105275429574,2.62923869051673e-09,3.46007811672001e-08
"HWER_05822",-1.18823226524973,6.52704546354309,2.69478632124e-09,3.52869532214114e-08
"HWER_08753",1.16910329166643,7.63628879570089,3.00170459577995e-09,3.91113192875882e-08
"HWER_15694",-1.2240384195877,7.34755188014147,3.40059442434413e-09,4.40904656397721e-08
"HWER_04629",-1.30126510614654,6.72522500434996,3.49085539496832e-09,4.50388794095913e-08
"HWER_13347",-1.28500208422413,8.31623294423844,3.59390748738276e-09,4.60973526459897e-08
"HWER_01530",-1.12718614898153,6.61004477348719,3.6079234973685e-09,4.60973526459897e-08
"HWER_10032",-1.65342944111534,6.90024476770971,4.13605072431287e-09,5.25897850550312e-08
"HWER_12861",1.30755604497427,8.26867565268248,4.30559427402341e-09,5.44823275443732e-08
"HWER_14706",0.975047881420714,7.12249066508262,5.16021412816262e-09,6.49841319871963e-08
"HWER_09424",1.19667370255479,7.03286512660322,5.50959854826314e-09,6.87841360961505e-08
"HWER_05648",-1.10548195800954,6.85928872060841,5.51422975542848e-09,6.87841360961505e-08
"HWER_07632",1.12893773007374,8.26294370914342,5.74809083693671e-09,7.13630900132897e-08
"HWER_07313",-1.01411999081053,7.17155052983475,6.05188010177184e-09,7.47819175017065e-08
"HWER_04556",1.1763909933017,6.48685484513415,6.61027161898044e-09,8.13001630895164e-08
"HWER_08292",-0.963626752191508,7.1693317323274,7.17266344759874e-09,8.78067450887436e-08
"HWER_15152",1.14071121753371,6.77061847674963,7.6943045087209e-09,9.37565253099695e-08
"HWER_02156",-1.05706659099811,6.78575202204624,7.73943893392797e-09,9.38719044889328e-08
"HWER_15009",1.28707948172848,8.82790009758649,8.48030523189826e-09,1.02386070506221e-07
"HWER_09901",-1.66705995486392,9.14961562408503,9.80029091108409e-09,1.17782491680244e-07
"HWER_00678",1.09223879103542,6.76680167588272,1.00496777686643e-08,1.2023069039602e-07
"HWER_10315",-1.06418901664318,7.88135514074556,1.45404049283123e-08,1.73168985390579e-07
"HWER_01324",-1.39489691031332,9.95301194916874,1.46732899590235e-08,1.73793108619381e-07
"HWER_14056",1.06840288628536,7.81187222403609,1.47248720448792e-08,1.73793108619381e-07
"HWER_00033",-0.956086246974732,7.10957979851938,1.58817821145769e-08,1.86610939846279e-07
"HWER_14885",-1.03068981845242,7.07986287216245,1.62995085449035e-08,1.90668028845271e-07
"HWER_10755",1.18022666938158,7.89256910503996,1.68865828664649e-08,1.96661442940424e-07
"HWER_16053",0.994223996301957,7.56174914696466,1.78435244085632e-08,2.06890556138054e-07
"HWER_01342",-0.967337313332771,6.92964858478001,1.94496733830693e-08,2.24524299755432e-07
"HWER_05173",-0.992390901037567,6.90749510174127,1.98569622485414e-08,2.28224998419917e-07
"HWER_03882",-1.22920761397281,6.86688992008095,2.20470779478612e-08,2.52295257212047e-07
"HWER_08491",-0.969804514581907,7.53471566104944,2.4296387171168e-08,2.76831562919974e-07
"HWER_15588",-1.06756460507167,6.58594563643255,2.86287802313442e-08,3.24788575728008e-07
"HWER_15909",1.27211779700499,7.46769971991394,2.93234506911876e-08,3.31241726262686e-07
"HWER_05007",-1.39229342425131,6.14323534021264,2.95608788357257e-08,3.32496722630898e-07
"HWER_11319",-2.09669650059712,9.73117936618008,3.59633133869276e-08,4.0278910993359e-07
"HWER_01696",1.21472675003512,8.76543797645862,4.36179386204997e-08,4.86450908682861e-07
"HWER_08752",-1.07357136916656,6.32708008889102,4.47000892856548e-08,4.96416181433939e-07
"HWER_03240",-1.40595589383776,10.376745730405,4.64766332391533e-08,5.13976885232989e-07
"HWER_11247",-0.907363375250694,7.04002636594857,5.07376721868145e-08,5.58751268601237e-07
"HWER_02559",-1.12595390971064,8.02601409012096,5.15367953720546e-08,5.62842615302234e-07
"HWER_15006",1.09925447000345,7.21076454748445,5.15368808084492e-08,5.62842615302234e-07
"HWER_01834",-1.012461582586,6.47868923521794,5.2267472681651e-08,5.68462760735973e-07
"HWER_08871",1.09017275511877,7.87925966187116,5.79981580460899e-08,6.28194041058883e-07
"HWER_07066",0.915488200899145,7.55260159346026,6.07761496029528e-08,6.55585351454802e-07
"HWER_14199",-1.02414485296542,8.10701161612019,6.39031285010629e-08,6.86502180468561e-07
"HWER_03833",-1.11906266939968,6.5326989951054,7.48244143910223e-08,8.0056040112671e-07
"HWER_07093",0.952264023984317,7.01026894716466,7.89735973606475e-08,8.4153242207783e-07
"HWER_10985",-1.03351953408763,8.16200530142912,8.2943499019549e-08,8.80271328304246e-07
"HWER_07122",-0.990554250018988,6.57976000146893,8.36176475799723e-08,8.83862041889506e-07
"HWER_00837",-1.04702935050495,6.64799814122918,8.65966173831565e-08,9.09455723858261e-07
"HWER_00453",1.19494648690068,8.12256307671313,8.67300101399785e-08,9.09455723858261e-07
"HWER_04766",-1.16320711024096,6.74340101437411,1.01538348051066e-07,1.06051163520002e-06
"HWER_09104",-1.22543548946141,8.01236137447408,1.03199527377879e-07,1.07360140734615e-06
"HWER_06298",-0.875989448926826,7.04197259814529,1.06847688234222e-07,1.10717761981288e-06
"HWER_08630",-0.988575649011519,7.63689490083002,1.10842237300002e-07,1.14406575911217e-06
"HWER_15172",1.30836604541793,8.31389388058928,1.17155795116607e-07,1.20050110590059e-06
"HWER_08988",1.08891190006668,9.0449571204433,1.17222182453059e-07,1.20050110590059e-06
"HWER_14822",-0.955649875751519,6.852740687799,1.22036855041183e-07,1.24496512584649e-06
"HWER_03898",0.994622765057778,6.53553672788152,1.34223258549118e-07,1.36399851930995e-06
"HWER_06472",-0.900970497363844,7.45140588557056,1.35950923227849e-07,1.37624165359884e-06
"HWER_04965",0.914890843056377,6.96505699043459,1.4289860362837e-07,1.4359017213604e-06
"HWER_00131",-0.943781270027807,7.29715457291159,1.4293550569773e-07,1.4359017213604e-06
"HWER_08104",-1.29895121320512,6.19566427060999,1.56194027467973e-07,1.56312806196085e-06
"HWER_12689",-1.25812669739035,8.14709371861352,1.6914099818181e-07,1.68628449702471e-06
"HWER_08793",-1.15207689256298,7.82270178569927,1.71161889443755e-07,1.69999280383382e-06
"HWER_07468",-0.940606821213766,7.68887403927642,1.80987359423346e-07,1.78457352496371e-06
"HWER_01815",-1.22211789903114,6.25615346292854,1.8103386442451e-07,1.78457352496371e-06
"HWER_06198",-1.00120599881518,6.57907941946953,1.82791013432263e-07,1.79517144534968e-06
"HWER_06474",-0.936561122627507,6.6901694612924,1.86990170776255e-07,1.82958412447251e-06
"HWER_08418",0.933615482443679,7.09203436956413,2.22209545247406e-07,2.16613156700435e-06
"HWER_02134",1.10613179920351,6.92588540919174,2.33207292201626e-07,2.25765969488476e-06
"HWER_03687",-0.95530750056324,7.5028779995545,2.33314375763166e-07,2.25765969488476e-06
"HWER_09876",1.04046469945161,7.71424748655895,2.40049981702202e-07,2.31432802871867e-06
"HWER_13647",-0.97079896151378,7.01204193596102,2.47604332688217e-07,2.37844745852331e-06
"HWER_10712",-0.986693864637728,8.36359977136732,2.62002546093359e-07,2.50760255024626e-06
"HWER_14898",0.911166771973077,7.70342856282583,2.68554684324294e-07,2.56099974326646e-06
"HWER_10977",0.927829636318859,7.5853088829069,2.85242658015835e-07,2.71032012959451e-06
"HWER_13623",-1.00059546501722,7.21250087614345,3.20117948391586e-07,3.03075697901674e-06
"HWER_14353",-0.943595821746183,6.87054552277338,3.27043295692617e-07,3.08522564251959e-06
"HWER_09258",-1.67756799750205,8.01760085277929,3.37048536647536e-07,3.16825624448683e-06
"HWER_02228",1.63028648766702,6.92654675771747,3.82456005362595e-07,3.58229254844964e-06
"HWER_06332",-0.847851653837272,7.01629953317161,3.88174620344529e-07,3.62296312321561e-06
"HWER_05866",-1.3195352976914,10.4642283848736,4.14996319435876e-07,3.85961241256264e-06
"HWER_13425",0.887578187170862,7.23014178760417,4.95904013278804e-07,4.59584282728807e-06
"HWER_13759",-1.06454908927467,8.49557152178417,5.23457711750142e-07,4.8341778853557e-06
"HWER_01774",-0.90371662221051,6.88180828366479,5.33601134382352e-07,4.91062302690333e-06
"HWER_15444",1.03052317686835,6.32662631913653,5.70639852132109e-07,5.23318498540666e-06
"HWER_03633",1.0146457300866,7.94917330752575,5.78641067206867e-07,5.28813641975165e-06
"HWER_15727",-1.90836891320761,8.48164242872861,5.82257164099588e-07,5.30277112771666e-06
"HWER_02048",-0.903254384231058,6.7382789739594,5.96753089107332e-07,5.41604872596723e-06
"HWER_09000",-0.916511638642414,7.65400754233135,6.19381932989428e-07,5.60210738016555e-06
"HWER_01356",-0.973505262497914,6.58737948100581,6.95692468386402e-07,6.27076224929113e-06
"HWER_01524",-0.992792679274249,7.32716476458893,7.09216432632535e-07,6.37084522419396e-06
"HWER_12776",-0.834600064443857,6.97199931989168,7.62981957067464e-07,6.83050513946111e-06
"HWER_06698",-0.894205479203465,7.53668823796559,7.68887032712464e-07,6.86003616982781e-06
"HWER_07630",-0.910845652665284,7.28863365487748,8.3191034464499e-07,7.39725684832978e-06
"HWER_12684",0.962284718855514,7.88257223454286,8.67648781509556e-07,7.68906260246852e-06
"HWER_02150",-1.03577150146959,7.87344769776526,9.70036724648652e-07,8.56757268213172e-06
"HWER_14926",0.859311461999178,7.10079792192009,9.75545219412373e-07,8.58740808526209e-06
