GENE	TREATMENT	SAMPLE	COUNT5PRIME	COUNT3PRIME
HWER_05810	Salt20	Salt20_1	20.07136485	59.86295734
HWER_05810	Salt20	Salt20_2	20.32889427	83.86837881
HWER_05811	Salt0	Salt0_1	0.81762344	54.25076412
HWER_05811	Salt0	Salt0_2	0.69396253	54.27734923
HWER_05811	Salt10	Salt10_1	81.77598264	75.44235763
HWER_05811	Salt10	Salt10_2	52.21445221	68.94103911
HWER_05811	Salt20	Salt20_1	68.84191324	85.67008781
HWER_05811	Salt20	Salt20_2	54.27905428	101.40939038
HWER_05812	Salt0	Salt0_1	0.00000000	5.49548479
HWER_05812	Salt0	Salt0_2	0.30292015	4.53244275
HWER_05812	Salt10	Salt10_1	2.32621784	1.68372845
HWER_05812	Salt10	Salt10_2	1.58730159	2.08333333
HWER_05812	Salt20	Salt20_1	1.85245723	2.12743135
HWER_05812	Salt20	Salt20_2	2.73998488	2.32514881
HWER_05813	Salt0	Salt0_1	1.03362989	0.88596847
HWER_05813	Salt0	Salt0_2	0.11116875	0.70406878
HWER_05813	Salt10	Salt10_1	0.83696016	1.12989622
HWER_05813	Salt10	Salt10_2	0.51779935	0.95792880
HWER_05813	Salt20	Salt20_1	1.22192353	1.86621048
HWER_05813	Salt20	Salt20_2	1.21359223	1.38696255
HWER_05814	Salt0	Salt0_1	0.03474670	24.73468415
HWER_05814	Salt0	Salt0_2	0.19432763	16.46303789
HWER_05814	Salt10	Salt10_1	11.98568470	10.23003511
HWER_05814	Salt10	Salt10_2	7.23063534	13.80678851
HWER_05814	Salt20	Salt20_1	6.68275866	8.97407556
HWER_05814	Salt20	Salt20_2	5.99900535	13.06260102
HWER_05815	Salt0	Salt0_1	2.06526794	83.80173031
HWER_05815	Salt0	Salt0_2	2.81454226	43.03573404
HWER_05815	Salt10	Salt10_1	32.21905234	19.77136432
HWER_05815	Salt10	Salt10_2	24.78657074	19.18840580
HWER_05815	Salt20	Salt20_1	28.15962333	24.07720625
HWER_05815	Salt20	Salt20_2	31.10011990	31.41174948
HWER_05816	Salt0	Salt0_1	0.52031219	3.36432226
HWER_05816	Salt0	Salt0_2	0.32141422	2.76767515
HWER_05816	Salt10	Salt10_1	2.83575318	2.95630980
HWER_05816	Salt10	Salt10_2	3.43859649	3.23211169
HWER_05816	Salt20	Salt20_1	2.02336505	3.91172559
HWER_05816	Salt20	Salt20_2	2.69423559	5.47712541
HWER_05817	Salt0	Salt0_1	0.21474679	1.20867222
HWER_05817	Salt0	Salt0_2	0.00000000	0.97315606
HWER_05817	Salt10	Salt10_1	2.40577386	1.42726650
HWER_05817	Salt10	Salt10_2	1.58582503	1.47461369
HWER_05817	Salt20	Salt20_1	0.71462782	1.09112401
HWER_05817	Salt20	Salt20_2	0.82067711	1.11360769
HWER_05818	Salt0	Salt0_1	6.95334328	209.22879815
HWER_05818	Salt0	Salt0_2	6.24182869	110.31364089
HWER_05818	Salt10	Salt10_1	48.05677272	57.39317841
HWER_05818	Salt10	Salt10_2	48.38305709	64.14492754
HWER_05818	Salt20	Salt20_1	32.68139120	40.89145359
HWER_05818	Salt20	Salt20_2	28.08471455	42.60481366
HWER_05819	Salt0	Salt0_1	0.31968226	0.29062023
HWER_05819	Salt0	Salt0_2	0.10696747	0.17503768
HWER_05819	Salt10	Salt10_1	1.07621349	5.32615858
HWER_05819	Salt10	Salt10_2	1.51167728	5.59830149
HWER_05819	Salt20	Salt20_1	0.67046597	7.14192016
HWER_05819	Salt20	Salt20_2	0.74309979	7.66226873
HWER_05820	Salt0	Salt0_1	0.37896492	3.87807435
HWER_05820	Salt0	Salt0_2	0.21556643	2.56777662
HWER_05820	Salt10	Salt10_1	4.10986367	3.68026120
HWER_05820	Salt10	Salt10_2	5.41749723	3.75193798
HWER_05820	Salt20	Salt20_1	6.45445768	4.53104450
HWER_05820	Salt20	Salt20_2	6.76317038	4.61754469
HWER_05821	Salt0	Salt0_1	1.38572032	12.76360530
HWER_05821	Salt0	Salt0_2	0.78032231	6.01943706
HWER_05821	Salt10	Salt10_1	44.25287356	36.53349537
HWER_05821	Salt10	Salt10_2	26.73777778	32.31718062
HWER_05821	Salt20	Salt20_1	13.27231121	13.40739322
HWER_05821	Salt20	Salt20_2	18.18783069	21.90843298
HWER_05822	Salt0	Salt0_1	0.05062958	8.99637926
HWER_05822	Salt0	Salt0_2	0.04065826	8.61056553
HWER_05822	Salt10	Salt10_1	27.87088480	36.03768408
HWER_05822	Salt10	Salt10_2	19.33067022	45.08930150
HWER_05822	Salt20	Salt20_1	7.68464321	14.29447220
HWER_05822	Salt20	Salt20_2	7.46227253	22.85430087
HWER_05823	Salt0	Salt0_1	0.12482237	3.14688179
HWER_05823	Salt0	Salt0_2	0.36625800	2.38005399
HWER_05823	Salt10	Salt10_1	4.07088123	18.86936760
HWER_05823	Salt10	Salt10_2	3.48148148	16.88550908
HWER_05823	Salt20	Salt20_1	1.32619097	7.71477379
HWER_05823	Salt20	Salt20_2	1.60458754	7.98177319
HWER_05824	Salt0	Salt0_1	4.76896307	17.26115034
HWER_05824	Salt0	Salt0_2	6.01630224	5.93723494
HWER_05824	Salt10	Salt10_1	59.32203390	82.23864258
HWER_05824	Salt10	Salt10_2	46.46327684	61.24867725
HWER_05824	Salt20	Salt20_1	20.40103944	26.87879118
HWER_05824	Salt20	Salt20_2	19.16868442	28.53363568
HWER_05825	Salt0	Salt0_1	0.00000000	0.00000000
HWER_05825	Salt0	Salt0_2	0.00000000	0.00000000
HWER_05825	Salt10	Salt10_1	0.26282590	1.16352867
HWER_05825	Salt10	Salt10_2	0.19512195	0.65439673
HWER_05825	Salt20	Salt20_1	0.06976614	0.64578624
HWER_05825	Salt20	Salt20_2	0.25406504	0.56602396
HWER_05826	Salt0	Salt0_1	0.06670669	11.56340863
HWER_05826	Salt0	Salt0_2	0.66961296	10.37269870
HWER_05826	Salt10	Salt10_1	14.26698931	19.16835700
HWER_05826	Salt10	Salt10_2	10.86939571	17.36470588
HWER_05826	Salt20	Salt20_1	7.53409076	9.30138646
HWER_05826	Salt20	Salt20_2	7.08368143	13.65546218
HWER_05827	Salt0	Salt0_1	3.11218760	0.88267246
HWER_05827	Salt0	Salt0_2	1.68427916	0.89967285
HWER_05827	Salt10	Salt10_1	44.80099808	11.13505747
HWER_05827	Salt10	Salt10_2	42.70146303	9.10158730
HWER_05827	Salt20	Salt20_1	42.78606155	6.63070720
HWER_05827	Salt20	Salt20_2	38.58456194	7.32001134
HWER_05828	Salt0	Salt0_1	0.08111534	23.87993643
HWER_05828	Salt0	Salt0_2	0.85496183	11.15755887
HWER_05828	Salt10	Salt10_1	9.77011494	3.94544791
HWER_05828	Salt10	Salt10_2	8.19911111	3.34391534
HWER_05828	Salt20	Salt20_1	6.24866514	2.76657828
HWER_05828	Salt20	Salt20_2	6.30158730	3.19664903
HWER_05829	Salt0	Salt0_1	1.09967942	84.60076046
HWER_05829	Salt0	Salt0_2	0.82323006	45.85877863
HWER_05829	Salt10	Salt10_1	46.31507776	47.97413793
HWER_05829	Salt10	Salt10_2	35.45098039	46.73333333
HWER_05829	Salt20	Salt20_1	41.80688294	46.94508009
HWER_05829	Salt20	Salt20_2	41.79796919	66.08630952
HWER_05830	Salt0	Salt0_1	13.90270059	1.38532732
HWER_05830	Salt0	Salt0_2	7.59444118	1.24267708
HWER_05830	Salt10	Salt10_1	5.21662246	3.58638510
HWER_05830	Salt10	Salt10_2	4.79316239	3.73471146
HWER_05830	Salt20	Salt20_1	4.16006572	2.27650353
HWER_05830	Salt20	Salt20_2	6.34157509	3.29149748
HWER_05831	Salt0	Salt0_1	0.88909067	10.14253873
HWER_05831	Salt0	Salt0_2	0.55068171	10.75470989
HWER_05831	Salt10	Salt10_1	19.32149597	12.08170545
HWER_05831	Salt10	Salt10_2	17.79767828	14.26600985
HWER_05831	Salt20	Salt20_1	11.18549131	11.67273506
HWER_05831	Salt20	Salt20_2	10.80904999	13.00433967
HWER_05832	Salt0	Salt0_1	0.21487094	48.31656682
HWER_05832	Salt0	Salt0_2	0.34229233	36.02715416
HWER_05832	Salt10	Salt10_1	9.67974244	13.41349620
HWER_05832	Salt10	Salt10_2	6.96805897	16.34440344
HWER_05832	Salt20	Salt20_1	7.62682799	15.41596652
HWER_05832	Salt20	Salt20_2	6.78966304	23.04076612
HWER_05833	Salt0	Salt0_1	0.48790336	5.27057306
HWER_05833	Salt0	Salt0_2	0.82753496	2.19806434
HWER_05833	Salt10	Salt10_1	21.34192859	8.44750616
HWER_05833	Salt10	Salt10_2	15.17994100	10.63690476
HWER_05833	Salt20	Salt20_1	15.40572285	7.53922851
HWER_05833	Salt20	Salt20_2	15.09165613	12.03098427
HWER_05834	Salt0	Salt0_1	3.78545711	19.11371038
HWER_05834	Salt0	Salt0_2	2.41505100	10.76575497
HWER_05834	Salt10	Salt10_1	46.19316448	43.18076388
HWER_05834	Salt10	Salt10_2	41.71091445	42.40358744
HWER_05834	Salt20	Salt20_1	16.12968551	13.27846815
HWER_05834	Salt20	Salt20_2	21.04403708	21.76756353
HWER_05835	Salt0	Salt0_1	0.07650466	0.41229557
HWER_05835	Salt0	Salt0_2	0.04607799	0.22992734
HWER_05835	Salt10	Salt10_1	4.70061750	6.80307437
HWER_05835	Salt10	Salt10_2	2.62374245	6.21686747
HWER_05835	Salt20	Salt20_1	1.68977250	2.67431281
HWER_05835	Salt20	Salt20_2	1.61684392	3.71127367
HWER_05836	Salt0	Salt0_1	0.01236514	13.39821896
HWER_05836	Salt0	Salt0_2	0.00000000	8.84546670
HWER_05836	Salt10	Salt10_1	8.28427250	12.83932502
HWER_05836	Salt10	Salt10_2	6.64715447	15.58974359
HWER_05836	Salt20	Salt20_1	6.56359882	12.15698465
HWER_05836	Salt20	Salt20_2	5.35714286	18.93850830
HWER_05837	Salt0	Salt0_1	3.35230724	28.15258477
HWER_05837	Salt0	Salt0_2	0.72270654	11.25897904
HWER_05837	Salt10	Salt10_1	30.98857376	9.76502899
HWER_05837	Salt10	Salt10_2	30.87968442	12.72763029
HWER_05837	Salt20	Salt20_1	29.22020771	11.81966073
HWER_05837	Salt20	Salt20_2	24.73408002	13.02851524
HWER_05838	Salt0	Salt0_1	0.09476091	0.51093156
HWER_05838	Salt0	Salt0_2	0.00000000	0.00000000
HWER_05838	Salt10	Salt10_1	1.63819959	0.37715517
HWER_05838	Salt10	Salt10_2	1.35410177	1.20833333
HWER_05838	Salt20	Salt20_1	1.77505935	1.30863844
HWER_05838	Salt20	Salt20_2	0.92716214	0.93005952
HWER_05839	Salt0	Salt0_1	0.00000000	2.04738228
HWER_05839	Salt0	Salt0_2	0.14540167	2.12859659
HWER_05839	Salt10	Salt10_1	0.36945813	0.82891247
HWER_05839	Salt10	Salt10_2	0.52063492	0.97435897
HWER_05839	Salt20	Salt20_1	0.76277651	2.50836120
HWER_05839	Salt20	Salt20_2	0.94954649	2.90464744
HWER_05840	Salt0	Salt0_1	0.00000000	0.98610568
HWER_05840	Salt0	Salt0_2	0.31880413	0.57965328
HWER_05840	Salt10	Salt10_1	0.12000960	0.62439575
HWER_05840	Salt10	Salt10_2	0.27223511	0.55451713
HWER_05840	Salt20	Salt20_1	0.74861824	1.67347463
HWER_05840	Salt20	Salt20_2	1.52607447	3.64374722
HWER_05841	Salt0	Salt0_1	3.01257678	42.49780638
HWER_05841	Salt0	Salt0_2	3.49383441	35.04110393
HWER_05841	Salt10	Salt10_1	13.26259947	11.47214854
HWER_05841	Salt10	Salt10_2	11.20000000	12.31794872
HWER_05841	Salt20	Salt20_1	8.34360148	5.85284281
HWER_05841	Salt20	Salt20_2	8.68818681	8.21886447
HWER_05842	Salt0	Salt0_1	0.92073181	85.64498904
HWER_05842	Salt0	Salt0_2	0.79221090	56.21651453
HWER_05842	Salt10	Salt10_1	2.27528772	69.59428155
HWER_05842	Salt10	Salt10_2	1.62972454	78.10449989
HWER_05842	Salt20	Salt20_1	0.96605327	63.60033439
HWER_05842	Salt20	Salt20_2	0.95138952	88.42884563
HWER_05843	Salt0	Salt0_1	0.15744436	44.60398807
HWER_05843	Salt0	Salt0_2	0.10272944	33.56091856
HWER_05843	Salt10	Salt10_1	8.95980581	23.05989862
HWER_05843	Salt10	Salt10_2	6.45962733	25.80538302
HWER_05843	Salt20	Salt20_1	6.36752562	20.51442406
HWER_05843	Salt20	Salt20_2	5.72439121	27.35876959
HWER_05844	Salt0	Salt0_1	82.10451853	0.85046368
HWER_05844	Salt0	Salt0_2	51.78057873	0.17074194
HWER_05844	Salt10	Salt10_1	33.25581395	10.17128901
HWER_05844	Salt10	Salt10_2	33.43875969	6.60577819
HWER_05844	Salt20	Salt20_1	47.47591932	6.39367372
HWER_05844	Salt20	Salt20_2	53.32779623	4.74859096
HWER_05845	Salt0	Salt0_1	0.62452931	62.28411746
HWER_05845	Salt0	Salt0_2	0.22126341	46.71663754
HWER_05845	Salt10	Salt10_1	11.05697151	14.54092231
HWER_05845	Salt10	Salt10_2	7.06280193	19.15502008
HWER_05845	Salt20	Salt20_1	6.99211798	14.72801963
HWER_05845	Salt20	Salt20_2	5.08252818	21.64013196
HWER_05846	Salt0	Salt0_1	10.18740420	4.99582261
HWER_05846	Salt0	Salt0_2	10.58331492	1.97685962
HWER_05846	Salt10	Salt10_1	89.83565010	1.33369414
HWER_05846	Salt10	Salt10_2	74.15590200	1.17189836
HWER_05846	Salt20	Salt20_1	52.94756209	0.55925542
HWER_05846	Salt20	Salt20_2	53.75039771	0.60724963
HWER_05847	Salt0	Salt0_1	4.27577301	71.64833251
HWER_05847	Salt0	Salt0_2	2.03082241	39.24596469
HWER_05847	Salt10	Salt10_1	23.19453481	17.14266912
HWER_05847	Salt10	Salt10_2	21.02138365	19.07379135
HWER_05847	Salt20	Salt20_1	19.95596045	18.30663616
HWER_05847	Salt20	Salt20_2	21.75426774	20.28807706
HWER_05848	Salt0	Salt0_1	1.29811543	34.79272029
HWER_05848	Salt0	Salt0_2	0.20331590	25.75409472
HWER_05848	Salt10	Salt10_1	7.01344243	9.93890191
HWER_05848	Salt10	Salt10_2	5.52058111	10.26537217
HWER_05848	Salt20	Salt20_1	16.21223287	18.27886517
HWER_05848	Salt20	Salt20_2	15.05390292	22.42256126
HWER_05849	Salt0	Salt0_1	0.29450589	4.52903321
HWER_05849	Salt0	Salt0_2	0.10558213	1.94011546
HWER_05849	Salt10	Salt10_1	1.08503839	6.41178718
HWER_05849	Salt10	Salt10_2	0.82987552	6.86611265
HWER_05849	Salt20	Salt20_1	0.63617460	5.48628587
HWER_05849	Salt20	Salt20_2	0.48162418	9.81895528
HWER_05850	Salt0	Salt0_1	0.00000000	2.64506530
HWER_05850	Salt0	Salt0_2	3.12283137	2.98705609
HWER_05850	Salt10	Salt10_1	0.78369906	0.37481259
HWER_05850	Salt10	Salt10_2	0.60606061	0.81159420
HWER_05850	Salt20	Salt20_1	0.52007489	0.39797035
HWER_05850	Salt20	Salt20_2	0.81168831	0.51759834
HWER_05851	Salt0	Salt0_1	7.95375184	29.73927213
HWER_05851	Salt0	Salt0_2	5.66677053	22.02445864
HWER_05851	Salt10	Salt10_1	21.41977481	10.42399719
HWER_05851	Salt10	Salt10_2	21.93197279	10.19047619
HWER_05851	Salt20	Salt20_1	13.34469715	5.87260076
HWER_05851	Salt20	Salt20_2	14.22801263	6.21051992
HWER_05852	Salt0	Salt0_1	1.60428483	21.30040566
HWER_05852	Salt0	Salt0_2	1.05247141	16.37774771
HWER_05852	Salt10	Salt10_1	16.43945469	14.27171030
HWER_05852	Salt10	Salt10_2	11.57918051	13.27090301
HWER_05852	Salt20	Salt20_1	9.18372777	9.78853998
HWER_05852	Salt20	Salt20_2	11.04453409	13.97515528
HWER_05853	Salt0	Salt0_1	0.08206363	4.29289832
HWER_05853	Salt0	Salt0_2	0.32950739	0.72505404
HWER_05853	Salt10	Salt10_1	3.28702555	2.37918675
HWER_05853	Salt10	Salt10_2	2.47482014	2.22700119
HWER_05853	Salt20	Salt20_1	2.71636238	2.37855040
HWER_05853	Salt20	Salt20_2	3.31877355	3.77624168
HWER_05854	Salt0	Salt0_1	0.12026681	4.02377349
HWER_05854	Salt0	Salt0_2	0.00000000	2.35307196
HWER_05854	Salt10	Salt10_1	3.82792181	5.90056913
HWER_05854	Salt10	Salt10_2	2.83536091	7.04530744
HWER_05854	Salt20	Salt20_1	1.37800865	2.58270201
HWER_05854	Salt20	Salt20_2	1.72705944	3.35182617
HWER_05855	Salt0	Salt0_1	0.00000000	0.00000000
HWER_05855	Salt0	Salt0_2	0.05871991	0.36350418
HWER_05855	Salt10	Salt10_1	0.79575597	1.09469075
HWER_05855	Salt10	Salt10_2	0.49230769	0.48677249
HWER_05855	Salt20	Salt20_1	0.22883295	0.21793614
HWER_05855	Salt20	Salt20_2	0.18315018	0.28344671
HWER_05856	Salt0	Salt0_1	1.50841679	58.14469990
HWER_05856	Salt0	Salt0_2	0.80636491	28.64378968
HWER_05856	Salt10	Salt10_1	18.96146997	12.66919111
HWER_05856	Salt10	Salt10_2	16.07511737	17.96261682
HWER_05856	Salt20	Salt20_1	16.84554313	14.92760752
HWER_05856	Salt20	Salt20_2	16.08959311	18.76807966
HWER_05857	Salt0	Salt0_1	79.65516637	5.57904836
HWER_05857	Salt0	Salt0_2	42.49481127	5.88571021
HWER_05857	Salt10	Salt10_1	14.02351819	16.99967773
HWER_05857	Salt10	Salt10_2	21.71428571	17.61993769
HWER_05857	Salt20	Salt20_1	17.82155248	13.52680767
HWER_05857	Salt20	Salt20_2	22.16370419	16.73064085
HWER_05858	Salt0	Salt0_1	10.09230073	45.35123309
HWER_05858	Salt0	Salt0_2	8.13019666	28.13908198
HWER_05858	Salt10	Salt10_1	22.44904499	28.76773904
HWER_05858	Salt10	Salt10_2	21.83890954	27.06890130
HWER_05858	Salt20	Salt20_1	20.64600648	67.46097695
HWER_05858	Salt20	Salt20_2	20.70609842	103.93389199
HWER_05859	Salt0	Salt0_1	1.84587497	32.00160566
HWER_05859	Salt0	Salt0_2	1.18720043	20.33757919
HWER_05859	Salt10	Salt10_1	13.20669607	9.50551117
HWER_05859	Salt10	Salt10_2	11.74418605	11.19061584
HWER_05859	Salt20	Salt20_1	14.27545101	11.65638820
HWER_05859	Salt20	Salt20_2	15.07129014	16.42577852
HWER_05860	Salt0	Salt0_1	0.34123038	0.00000000
HWER_05860	Salt0	Salt0_2	0.23487962	0.19374588
HWER_05860	Salt10	Salt10_1	0.61892131	1.02835638
HWER_05860	Salt10	Salt10_2	0.87521368	0.72419628
HWER_05860	Salt20	Salt20_1	1.03854955	0.83634378
HWER_05860	Salt20	Salt20_2	1.57967033	0.70250181
HWER_05861	Salt0	Salt0_1	28.83396705	697.52905875
HWER_05861	Salt0	Salt0_2	27.03562341	302.80985624
HWER_05861	Salt10	Salt10_1	549.04875149	211.07181452
HWER_05861	Salt10	Salt10_2	460.70498084	192.12915480
HWER_05861	Salt20	Salt20_1	296.27291617	95.95989230
HWER_05861	Salt20	Salt20_2	326.34612753	156.05921856
HWER_05862	Salt0	Salt0_1	0.23090778	27.66275150
HWER_05862	Salt0	Salt0_2	0.03090521	16.83561517
HWER_05862	Salt10	Salt10_1	2.07664386	9.85969566
HWER_05862	Salt10	Salt10_2	2.60728745	10.85020243
HWER_05862	Salt20	Salt20_1	0.59292749	7.19851027
HWER_05862	Salt20	Salt20_2	0.59644303	7.93449971
HWER_05863	Salt0	Salt0_1	0.13768707	8.88081595
HWER_05863	Salt0	Salt0_2	0.00000000	5.78366540
HWER_05863	Salt10	Salt10_1	0.84045721	1.95706464
HWER_05863	Salt10	Salt10_2	0.38625812	2.07985144
HWER_05863	Salt20	Salt20_1	0.95931363	2.82376038
HWER_05863	Salt20	Salt20_2	0.69223372	3.52334527
HWER_05864	Salt0	Salt0_1	1.33770511	0.62159667
HWER_05864	Salt0	Salt0_2	1.14211901	0.23353232
HWER_05864	Salt10	Salt10_1	8.90914485	7.22786312
HWER_05864	Salt10	Salt10_2	8.39005736	6.26131294
HWER_05864	Salt20	Salt20_1	7.47316791	5.23953078
HWER_05864	Salt20	Salt20_2	8.49608486	4.08016935
HWER_05865	Salt0	Salt0_1	1.69976313	53.64078662
HWER_05865	Salt0	Salt0_2	0.53448819	22.55191661
HWER_05865	Salt10	Salt10_1	12.02562991	17.99839328
HWER_05865	Salt10	Salt10_2	10.22142430	22.47072879
HWER_05865	Salt20	Salt20_1	7.62091788	12.79496075
HWER_05865	Salt20	Salt20_2	6.57219800	16.11836491
HWER_05866	Salt0	Salt0_1	35.62685557	1324.67294490
HWER_05866	Salt0	Salt0_2	18.96632856	902.22832442
HWER_05866	Salt10	Salt10_1	302.15222012	330.55374206
HWER_05866	Salt10	Salt10_2	264.72602740	357.05335628
HWER_05866	Salt20	Salt20_1	88.03015579	113.83750103
HWER_05866	Salt20	Salt20_2	92.34854044	150.97635440
HWER_05867	Salt0	Salt0_1	0.17017203	0.69132389
HWER_05867	Salt0	Salt0_2	0.10676347	0.54449367
HWER_05867	Salt10	Salt10_1	13.91367253	1.95321919
HWER_05867	Salt10	Salt10_2	8.34312354	1.99160839
HWER_05867	Salt20	Salt20_1	1.80505993	2.24032261
HWER_05867	Salt20	Salt20_2	1.69413919	4.15417915
HWER_05868	Salt0	Salt0_1	0.37323007	2.31846425
HWER_05868	Salt0	Salt0_2	0.42148644	1.88512381
HWER_05868	Salt10	Salt10_1	2.16839433	3.41673675
HWER_05868	Salt10	Salt10_2	2.06134969	3.64227642
HWER_05868	Salt20	Salt20_1	1.62850444	4.24178155
HWER_05868	Salt20	Salt20_2	2.84837862	7.22270616
HWER_05869	Salt0	Salt0_1	4.44892786	0.23438721
HWER_05869	Salt0	Salt0_2	5.08905852	0.18299697
HWER_05869	Salt10	Salt10_1	0.52779733	1.83042041
HWER_05869	Salt10	Salt10_2	0.65306122	1.49771689
HWER_05869	Salt20	Salt20_1	1.60338735	1.66138993
HWER_05869	Salt20	Salt20_2	1.57920311	2.18118069
HWER_05870	Salt0	Salt0_1	0.11632218	0.72149552
HWER_05870	Salt0	Salt0_2	0.00000000	0.88358417
HWER_05870	Salt10	Salt10_1	2.27467528	1.65216253
HWER_05870	Salt10	Salt10_2	2.15678776	2.00379507
HWER_05870	Salt20	Salt20_1	0.99758916	1.08120313
HWER_05870	Salt20	Salt20_2	0.72270782	1.35538086
HWER_05871	Salt0	Salt0_1	2.30441295	88.44707369
HWER_05871	Salt0	Salt0_2	2.19754800	58.02150717
HWER_05871	Salt10	Salt10_1	19.82996105	10.75824486
HWER_05871	Salt10	Salt10_2	19.45270891	10.56494096
HWER_05871	Salt20	Salt20_1	14.46753787	7.59451050
HWER_05871	Salt20	Salt20_2	16.12718090	10.66400675
HWER_05872	Salt0	Salt0_1	0.08111534	55.49907485
HWER_05872	Salt0	Salt0_2	0.10178117	45.14838552
HWER_05872	Salt10	Salt10_1	8.16091954	16.11193067
HWER_05872	Salt10	Salt10_2	6.33600000	17.74688057
HWER_05872	Salt20	Salt20_1	5.17467582	15.93264724
HWER_05872	Salt20	Salt20_2	5.59523810	18.11179017
HWER_05873	Salt0	Salt0_1	0.25970048	16.93441894
HWER_05873	Salt0	Salt0_2	0.20053208	9.07237920
HWER_05873	Salt10	Salt10_1	7.42798478	7.79322381
HWER_05873	Salt10	Salt10_2	6.27670753	10.37347295
HWER_05873	Salt20	Salt20_1	2.79328490	5.63496152
HWER_05873	Salt20	Salt20_2	2.35072137	7.10545999
HWER_05874	Salt0	Salt0_1	2.90762693	6.70990830
HWER_05874	Salt0	Salt0_2	0.89806915	4.17602155
HWER_05874	Salt10	Salt10_1	39.04665314	52.23123732
HWER_05874	Salt10	Salt10_2	32.65882353	51.82745098
HWER_05874	Salt20	Salt20_1	33.40961098	47.27419572
HWER_05874	Salt20	Salt20_2	32.21288515	44.11764706
HWER_05875	Salt0	Salt0_1	0.14429910	26.34876272
HWER_05875	Salt0	Salt0_2	0.07242493	25.70989467
HWER_05875	Salt10	Salt10_1	4.44120919	75.65412450
HWER_05875	Salt10	Salt10_2	3.47375079	70.28553340
HWER_05875	Salt20	Salt20_1	3.54104881	71.68795269
HWER_05875	Salt20	Salt20_2	2.73899883	75.41661014
HWER_05876	Salt0	Salt0_1	0.18491338	6.14170029
HWER_05876	Salt0	Salt0_2	0.27842873	3.22242294
HWER_05876	Salt10	Salt10_1	0.07860811	1.17136088
HWER_05876	Salt10	Salt10_2	0.12158055	1.17659033
HWER_05876	Salt20	Salt20_1	0.42775765	0.68824567
HWER_05876	Salt20	Salt20_2	0.56086264	1.01326790
HWER_05877	Salt0	Salt0_1	1.58072372	10.35065484
HWER_05877	Salt0	Salt0_2	2.47305372	11.91687871
HWER_05877	Salt10	Salt10_1	10.71935942	2.90549170
HWER_05877	Salt10	Salt10_2	11.22596754	2.93333333
HWER_05877	Salt20	Salt20_1	11.45021812	2.41545894
HWER_05877	Salt20	Salt20_2	11.32512930	2.63447972
HWER_05946	Salt0	Salt0_1	0.00000000	0.00000000
HWER_05946	Salt0	Salt0_2	0.00000000	0.00000000
HWER_05946	Salt10	Salt10_1	0.00000000	0.00000000
HWER_05946	Salt10	Salt10_2	0.00000000	0.00000000
HWER_05946	Salt20	Salt20_1	0.03603669	0.05405503
HWER_05946	Salt20	Salt20_2	0.00000000	0.09373828
HWER_05947	Salt0	Salt0_1	1.39107855	5.75036380
HWER_05947	Salt0	Salt0_2	1.90839695	0.89529733
HWER_05947	Salt10	Salt10_1	3.73212784	3.77820349
HWER_05947	Salt10	Salt10_2	3.41463415	3.67078189
HWER_05947	Salt20	Salt20_1	0.66975498	1.13003927
HWER_05947	Salt20	Salt20_2	0.76219512	1.91064080
HWER_05948	Salt0	Salt0_1	0.26260361	7.22159915
HWER_05948	Salt0	Salt0_2	0.21967159	5.42039651
HWER_05948	Salt10	Salt10_1	7.90126519	6.56164723
HWER_05948	Salt10	Salt10_2	5.66330935	7.25563549
HWER_05948	Salt20	Salt20_1	3.16085804	3.68766771
HWER_05948	Salt20	Salt20_2	2.86056869	4.56491949
HWER_05949	Salt0	Salt0_1	1.23142067	2.97827422
HWER_05949	Salt0	Salt0_2	2.01682859	2.45983176
HWER_05949	Salt10	Salt10_1	5.68181818	2.44212172
HWER_05949	Salt10	Salt10_2	4.84848485	1.83191690
HWER_05949	Salt20	Salt20_1	4.71967963	1.39050052
HWER_05949	Salt20	Salt20_2	4.73062094	1.65250236
HWER_05950	Salt0	Salt0_1	1.99971835	3.23688637
HWER_05950	Salt0	Salt0_2	2.36075770	5.34918698
HWER_05950	Salt10	Salt10_1	2.84163474	3.78156647
HWER_05950	Salt10	Salt10_2	2.34074074	3.39033457
HWER_05950	Salt20	Salt20_1	1.27129418	2.34787713
HWER_05950	Salt20	Salt20_2	1.34479718	2.57788989
HWER_05951	Salt0	Salt0_1	2.08829961	0.95057034
HWER_05951	Salt0	Salt0_2	0.88003797	1.41141858
HWER_05951	Salt10	Salt10_1	1.02733607	1.14493534
HWER_05951	Salt10	Salt10_2	1.18134715	0.91666667
HWER_05951	Salt20	Salt20_1	1.53543354	0.98326659
HWER_05951	Salt20	Salt20_2	1.54206760	1.26333085
HWER_05952	Salt0	Salt0_1	0.56815699	40.67318440
HWER_05952	Salt0	Salt0_2	0.00974915	23.58180874
HWER_05952	Salt10	Salt10_1	1.57440437	43.03705015
HWER_05952	Salt10	Salt10_2	1.72669221	41.51305092
HWER_05952	Salt20	Salt20_1	1.84702970	59.85788269
HWER_05952	Salt20	Salt20_2	1.94991790	73.38086069
HWER_05953	Salt0	Salt0_1	30.44074966	97.36076940
HWER_05953	Salt0	Salt0_2	27.57577126	46.81185451
HWER_05953	Salt10	Salt10_1	77.38216690	57.30223124
HWER_05953	Salt10	Salt10_2	75.17159763	56.72156863
