"","GOCCID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0016020",0.00130535537395105,3.84348000803697,13.7384705195563,22,1681,"membrane"
"2","GO:0031224",0.0200167917614885,2.35770750988142,8.38528896672504,14,1026,"intrinsic component of membrane"
"3","GO:0016021",0.0200167917614885,2.35770750988142,8.38528896672504,14,1026,"integral component of membrane"
