"","GOMFID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0022857",0.00074160702964803,1.4901653517778,66.9333333333333,92,579,"transmembrane transporter activity"
"2","GO:0005215",0.000768305821732448,1.47881257553763,69.5921704087507,95,602,"transporter activity"
"3","GO:0016787",0.00420529320222199,1.24194891201514,201.609211283823,234,1744,"hydrolase activity"
"4","GO:0016798",0.0339143676588659,1.34253036437247,42.3101899827288,54,366,"hydrolase activity, acting on glycosyl bonds"
"5","GO:0008092",0.0351057427889238,1.96482498284146,6.82049510650547,12,59,"cytoskeletal protein binding"
"6","GO:0044877",0.0473229282644884,2.09629968021928,4.8552677029361,9,42,"macromolecular complex binding"
"7","GO:0003682",0.0473229282644884,2.09629968021928,4.8552677029361,9,42,"chromatin binding"
