"","logFC","logCPM","LR","PValue","FDR"
"HWER_10814",-3.52150677104081,6.47692614916509,210.083999424614,1.31685976739212e-47,3.89435382896187e-46
"HWER_03814",-2.75445471251917,6.86698297881127,208.362906157907,3.12636577346015e-47,9.1428830174968e-46
"HWER_11668",-3.16480364825959,8.1178411897916,208.275044478133,3.26745364589981e-47,9.45048131429483e-46
"HWER_03243",-3.03821190951343,6.6464833081146,202.580887053561,5.71007956689052e-46,1.63357928478868e-44
"HWER_08733",-3.16117833944439,8.0944095460064,201.752015783851,8.65986187088998e-46,2.45083402625618e-44
"HWER_06379",-2.49420274180769,7.08558103769874,200.77853480281,1.41234171997137e-45,3.95455681591983e-44
"HWER_00035",2.840034703481,6.55294485639922,199.755911537409,2.3610088884101e-45,6.54123725715305e-44
"HWER_11877",-4.22786554961793,9.83983844357166,197.327143261033,8.00070483014609e-45,2.19352657426505e-43
"HWER_14097",2.40889220893141,7.28999599165743,194.858488701792,2.76628120800238e-44,7.50603313346626e-43
"HWER_05770",-2.53497847602179,6.98697448690541,194.414621994863,3.4575701250159e-44,9.28604547861413e-43
"HWER_03579",-2.93195826845192,6.40502258495817,190.711443341285,2.22351374941741e-43,5.91140221057236e-42
"HWER_12502",-3.21666665562842,6.5743895278657,186.876511290728,1.52809449390204e-42,4.02194470795017e-41
"HWER_01964",2.31106801837201,7.41949009260053,186.727276564714,1.64712966055623e-42,4.29232204612276e-41
"HWER_08519",-2.95136606249566,8.3750730881469,183.129047474232,1.00520365691075e-41,2.59381963234224e-40
"HWER_06675",-2.63965896914835,7.42791236377102,181.055726834356,2.85046663236134e-41,7.28391085084957e-40
"HWER_13753",-3.0209122077154,6.28471148427289,179.481558878084,6.28952618386735e-41,1.59173393422489e-39
"HWER_04806",-2.45515079058336,7.32965597530615,177.816752300985,1.45253838678182e-40,3.64102955619977e-39
"HWER_15867",-3.23551475195203,6.12666216137096,176.728564025524,2.51040060808094e-40,6.23337207591419e-39
"HWER_03719",-4.16644362176793,6.63454247494208,175.452732198275,4.76806664358539e-40,1.172855271581e-38
"HWER_09350",-2.75184540131417,6.7409863632308,175.146868564298,5.5607636443934e-40,1.35517869555958e-38
"HWER_03518",-2.4768516717923,7.51250172301295,175.028431654337,5.9019828112511e-40,1.4251393357076e-38
"HWER_05297",-2.62937595318135,6.93919037339778,174.703675916079,6.94890774885968e-40,1.66268410863624e-38
"HWER_09535",-2.58458547893202,6.46038718468129,172.071920448012,2.61008129989671e-39,6.18894953272806e-38
"HWER_12943",-2.22998613927676,7.03479659320195,171.647227238371,3.23151019307761e-39,7.59404895373238e-38
"HWER_08297",-2.64200055793896,9.11913781933479,170.447859163856,5.90677345661932e-39,1.37580776440903e-37
"HWER_12566",2.53113466786719,7.66934874427902,168.60175956182,1.49473210875245e-38,3.45099553529513e-37
"HWER_14019",-2.69010371453429,8.37198353386586,168.174922071935,1.85265276630568e-38,4.24015833123179e-37
"HWER_05305",-2.26137213835847,7.21230014194363,167.36333766366,2.78654225271137e-38,6.32256828373822e-37
"HWER_01341",-2.3535624388405,7.06869112480725,166.220288874654,4.95160894975939e-38,1.11390040647579e-36
"HWER_07564",-4.26253179737571,6.53156262785102,166.029224830034,5.45107547873807e-38,1.21586700508802e-36
"HWER_08223",-3.92124924849707,6.59306544376412,165.610289855174,6.72968838821952e-38,1.48844872586502e-36
"HWER_03912",-2.27637990635868,7.01124345623338,165.536888977552,6.98278850204898e-38,1.53155827811608e-36
"HWER_03073",-2.80742300280653,8.8290086305299,164.038409996022,1.48378444499168e-37,3.227537734891e-36
"HWER_03053",3.67504879484269,9.93073247761532,163.498716669718,1.94657368655201e-37,4.19949339590565e-36
"HWER_04095",-2.72956412783075,6.31502338588751,162.586081854994,3.08069000318511e-37,6.59217568161237e-36
"HWER_10084",2.46630908133287,6.35266917950327,160.240666298338,1.00245731463914e-36,2.12779649365341e-35
"HWER_11834",2.96746511626908,6.80506990200286,159.657687063515,1.34412628914038e-36,2.83019231441399e-35
"HWER_03871",-2.73091864790442,9.11816845363936,158.24218351221,2.73982578634257e-36,5.72319164258227e-35
"HWER_01522",2.74042569568914,6.65709735388969,158.20145608224,2.79654626094493e-36,5.79567697543862e-35
"HWER_03748",-3.26501670815053,9.23565642500395,158.102600256559,2.93915402021467e-36,6.04363545406642e-35
"HWER_01618",-2.8767193952368,7.82459633633159,158.052906365743,3.01356568428914e-36,6.14860843492172e-35
"HWER_15005",-2.9973325646966,8.92748694071852,157.927776748021,3.20938696380105e-36,6.49777422209567e-35
"HWER_10079",2.71609774452793,6.44995382072715,157.716067052388,3.57011308148336e-36,7.17292948890397e-35
"HWER_08627",-2.54612052901295,9.17473871295116,157.002026968516,5.11336745421589e-36,1.01957448026486e-34
"HWER_03907",-2.57703124107175,7.22538738711686,154.761599546716,1.57867177055292e-35,3.12410834593631e-34
"HWER_06983",-2.5706783747453,6.78257463096634,154.175044278085,2.12067891835775e-35,4.16539321874447e-34
"HWER_14183",2.91564391027107,9.00400951019499,153.252676542167,3.37327002833997e-35,6.57662719599319e-34
"HWER_01846",-4.09282121067437,6.65982566345838,153.065486592749,3.70647373440759e-35,7.17311681541233e-34
"HWER_00435",-2.34777057318588,6.95630663109459,152.528966304277,4.85531748588362e-35,9.32788001667569e-34
"HWER_13399",3.13468301017075,6.88485494568726,152.511586980285,4.89796790229133e-35,9.34163153538462e-34
"HWER_02823",-4.00241018161343,7.00363386351132,151.454665364237,8.33708811498238e-35,1.57864862723983e-33
"HWER_04653",-3.96713447925746,6.31636947928359,150.482189604514,1.36008374831394e-34,2.55695744683021e-33
"HWER_04608",2.04345439118332,7.23317813161424,150.152416493282,1.60562907215928e-34,2.99717426803066e-33
"HWER_11505",-2.17880878526146,7.75823127895823,150.129852234306,1.62396701222127e-34,3.01005716631435e-33
"HWER_14511",-2.40207103996905,7.37301201735444,149.918275231021,1.80643713654935e-34,3.32485492545306e-33
"HWER_07832",-3.02977795891395,8.13997219488136,149.897143349156,1.82575205299332e-34,3.33706903019335e-33
"HWER_06447",-3.28646674229589,7.60727427381285,149.071494660406,2.76638723837214e-34,5.0214698009624e-33
"HWER_01555",-2.54592669261708,6.64477862535058,147.558647443632,5.92392610445251e-34,1.06792969225473e-32
"HWER_13647",2.36604429702934,7.01167895735464,146.6653756491,9.28714713862381e-34,1.6628415829155e-32
"HWER_11128",-2.46987056203382,5.99750429356124,144.645460967424,2.5672763600186e-33,4.56558876997902e-32
"HWER_06319",-2.55386601724076,6.86983795641917,144.110707772267,3.36036388070847e-33,5.93589109666088e-32
"HWER_06475",-2.32871843125749,6.71548407223689,143.616007628549,4.31067958478459e-33,7.56380577810203e-32
"HWER_00193",-2.44327536229307,7.52748532186062,143.518907113696,4.52663772989848e-33,7.89013940734623e-32
"HWER_00028",-2.46129754055051,8.64266118299593,142.185351873043,8.85835895826632e-33,1.53389478803664e-31
"HWER_04200",-2.33982696424401,7.0237840735587,140.077109147706,2.56065923094427e-32,4.40500333061785e-31
"HWER_08212",-3.2057966194761,6.50174524990914,140.035802823512,2.61447504128715e-32,4.46837552510895e-31
"HWER_04715",2.6043166289001,8.28998972774785,139.154261877,4.07531322015579e-32,6.9201447712581e-31
"HWER_13915",2.1592232859576,6.88340080965825,138.795305559839,4.88270446946868e-32,8.23799882284715e-31
"HWER_10104",-3.29045873319885,8.87586626193261,137.04678269244,1.17777348919104e-31,1.97445848633809e-30
"HWER_14338",2.39920939667724,6.3010368561989,136.860483080658,1.29362215525051e-31,2.15494526115149e-30
"HWER_10949",2.05501891105133,7.4702112091154,136.817617382083,1.32185152415104e-31,2.18812151670788e-30
"HWER_11055",-2.25104329088758,8.520899133771,136.617969000327,1.46166683468204e-31,2.40444194305196e-30
"HWER_07519",-2.35590720755804,6.76304133073028,136.452371123791,1.58879242334912e-31,2.59733022251856e-30
"HWER_12860",-2.28607109969507,7.16820357070941,135.557708044494,2.49315305798082e-31,4.05060422753427e-30
"HWER_07312",-3.24960110899146,9.46917292274589,135.351499058749,2.7660021745446e-31,4.46632989165729e-30
"HWER_01182",-2.9563033754913,7.709080119427,135.147383982143,3.06548065703063e-31,4.91972261542965e-30
"HWER_14188",2.14798618130529,6.87804438381829,133.942436881258,5.6242724803546e-31,8.97156676866261e-30
"HWER_05587",-3.00129123036954,9.3425491109172,133.081763105111,8.67638648179826e-31,1.37567766386102e-29
"HWER_04839",-2.56783448288071,6.70150593613916,132.49225285088,1.16761440182012e-30,1.84021623089254e-29
"HWER_12615",1.99802798907886,7.2342232719551,131.860496964584,1.60511531089882e-30,2.51468065374149e-29
"HWER_04621",2.32373747816026,6.62895910467823,131.689829185318,1.74921582119919e-30,2.72422250970193e-29
"HWER_02923",-3.24683591219568,8.0128667622147,131.185521427993,2.25513932539374e-30,3.49148629672725e-29
"HWER_00383",2.10937704040271,7.79550606094856,130.69409459046,2.88860616055843e-30,4.44608854654374e-29
"HWER_07833",-2.68725855440299,6.52394562479998,130.3066436886,3.5112148802865e-30,5.37297532843842e-29
"HWER_07887",2.29717764259135,6.10304990774718,130.19052498359,3.72274244101465e-30,5.66373300852633e-29
"HWER_01215",2.08327402072188,6.90591868946676,130.147492593927,3.80432909501402e-30,5.75459435521661e-29
"HWER_09166",-2.28464023095728,8.0911275696705,128.1467983758,1.04240657518972e-29,1.56777948908534e-28
"HWER_11769",2.36233659603564,6.63106516146017,128.030099102624,1.10553610776179e-29,1.65327899751649e-28
"HWER_10700",-2.10578056746521,7.79028559178728,127.435882810154,1.49142117075743e-29,2.21775170702461e-28
"HWER_02578",-2.44077230068981,8.58360240482608,127.385967657888,1.52940683280166e-29,2.26145999097414e-28
"HWER_09999",-2.41784801809539,6.5944752821787,127.084977504241,1.77986933230479e-29,2.61710395677441e-28
"HWER_07390",-2.49231067238823,8.51899338647407,125.946915333006,3.15819393893445e-29,4.61798135959748e-28
"HWER_13666",2.16261068269602,6.69770945525966,124.431517080314,6.77784300934324e-29,9.85595734839304e-28
"HWER_08847",-2.12298970660099,6.72648784798932,124.159714905423,7.77284651689749e-29,1.12407318859748e-27
"HWER_03857",2.01733334865909,7.35616965624193,124.055113979208,8.19358710329867e-29,1.17844378447443e-27
"HWER_08256",-2.23458645750907,6.71080145696178,123.144775572119,1.29636112113264e-28,1.85436003848973e-27
"HWER_04225",-1.80234314802049,7.20056390328682,122.394114478481,1.89250446782616e-28,2.69247122125322e-27
"HWER_13468",2.53060522914381,8.07509032611706,121.926034577397,2.39606237250194e-28,3.39055707764791e-27
"HWER_02904",1.99576305948003,7.35872119263984,121.890977871378,2.43877674636502e-28,3.43254566654156e-27
"HWER_09200",-2.11914209752462,6.92129518106542,121.25510453031,3.36022217004159e-28,4.70431103805822e-27
"HWER_06993",-2.64378389586684,6.54343706664064,120.705550545279,4.43274601430431e-28,6.17300926436452e-27
"HWER_03780",-2.21276647914067,7.94212803131051,120.228986910916,5.63641094697168e-28,7.80791242759445e-27
"HWER_09876",-2.28918532442795,7.71440863358301,119.355274406417,8.75558751819428e-28,1.20652912816164e-26
"HWER_00033",1.89506305147369,7.10932409432054,119.323526446239,8.89684682303359e-28,1.21960941865752e-26
"HWER_09672",-1.75557116754106,7.08225259610692,119.274998051642,9.11718629323649e-28,1.24333856599992e-26
"HWER_11215",-2.04446747004726,7.28363779494275,118.825299574641,1.14371713592411e-27,1.55168221739807e-26
"HWER_10670",2.18814194164539,7.87888991523922,118.722964316819,1.20427179400321e-27,1.62545813426484e-26
"HWER_07363",-2.37475087506941,6.80328743526472,117.656980100384,2.06123136258072e-27,2.76793925832268e-26
"HWER_15532",-1.87895516757483,7.13949597442783,115.92896495794,4.92629629233119e-27,6.58173189919578e-26
"HWER_13648",2.28116873310845,8.14652613351056,113.60669797284,1.58896733166369e-26,2.112203038858e-25
"HWER_06271",-1.94396973697973,7.61383958420029,112.798836664196,2.38815900229403e-26,3.1586102985115e-25
"HWER_13585",-2.38631162745962,8.42804876979241,111.955525043621,3.65416190154592e-26,4.80887706243443e-25
"HWER_07973",2.13352539273435,6.70648856010711,111.720062950291,4.11497381811679e-26,5.38836372601164e-25
"HWER_07071",2.11925503208387,6.77111564063495,111.583735088506,4.40789138212126e-26,5.7433515434372e-25
"HWER_09499",-1.8277062190443,7.22384237132839,111.300193729425,5.08562223937973e-26,6.593772282782e-25
"HWER_04805",2.69000452961315,8.78225662892834,111.124961893884,5.55560629628805e-26,7.16782145677948e-25
"HWER_13151",-2.1769235175537,7.75419801160719,110.726483062386,6.79245281583384e-26,8.72084673720715e-25
"HWER_11671",-2.70506787536224,6.09188080933202,110.440758663472,7.84552915495723e-26,1.00165578247457e-24
"HWER_05811",-2.64611649280942,7.80604785395155,110.432630458099,7.87776394271412e-26,1.00165578247457e-24
"HWER_15909",-2.52745535465073,7.4679005983955,110.116738501483,9.23866600274686e-26,1.16904658265528e-24
"HWER_08979",-2.09504684432411,7.01437514603409,110.083206303682,9.39627406312517e-26,1.18330111646629e-24
"HWER_04113",-1.8907499893636,7.74830519983348,109.473192156624,1.27821574927001e-25,1.60203040575175e-24
"HWER_05822",-2.14917075530753,6.5274855667397,109.091801916751,1.54941073884465e-25,1.93272467518441e-24
"HWER_09490",-2.08401344382386,6.68368195764612,108.936486634048,1.67570200910759e-25,2.08039985281659e-24
"HWER_11158",-3.89282325195579,7.6252936265909,108.916149556744,1.69298363732063e-25,2.09198729268915e-24
"HWER_01014",-1.95262636170025,6.70327067484944,108.871286659484,1.73173926722522e-25,2.12987745389569e-24
"HWER_10742",2.17008248273772,6.60363221942476,108.849770920124,1.75063961426995e-25,2.14310858825977e-24
"HWER_03443",2.8721312463856,7.38411775850582,108.198029080555,2.43221399586087e-25,2.96369779495639e-24
"HWER_07851",-8.05830249703498,7.09268897763484,108.157407508715,2.48257709260976e-25,3.01112576393957e-24
"HWER_05574",2.18383316003244,7.03118881949467,108.129388573159,2.51792183321463e-25,3.03998636010133e-24
"HWER_10755",-2.23638854165002,7.89270558349004,108.080506101058,2.58079428654769e-25,3.10166692337604e-24
"HWER_14447",-2.03661835946853,7.26249302079495,107.012591009339,4.42350065900847e-25,5.29211533386832e-24
"HWER_12784",2.06238083708277,7.25898478903559,106.773276329898,4.99125865220211e-25,5.94434062108414e-24
"HWER_11867",2.23186126304785,6.42056415461556,106.733669984883,5.09201418376024e-25,6.03701861786349e-24
"HWER_01529",-2.29924218880607,8.71787819321342,106.324759941323,6.25895526267554e-25,7.38725123379462e-24
"HWER_11724",-2.18919437668058,6.61255462337837,105.756572767717,8.33728541517735e-25,9.79631036283338e-24
"HWER_15679",-1.99590408128059,9.07330359680334,105.743235084112,8.39359099534922e-25,9.81863622211518e-24
"HWER_09462",2.5143759886275,8.57390819725567,105.537228168238,9.31316782640726e-25,1.08461317341168e-23
"HWER_03048",2.41721197902686,9.07007788237214,105.261617353511,1.07029398107663e-24,1.24097522387387e-23
"HWER_03283",-2.28145360551404,7.98506478173194,105.243443871649,1.08015534148975e-24,1.2469161661408e-23
"HWER_16076",-1.87883123584738,6.88069103059003,104.667590449631,1.4444447009361e-24,1.66016526325931e-23
"HWER_07812",2.08278441011266,6.49142438772106,104.433731091637,1.62539782546552e-24,1.86002046809794e-23
"HWER_08373",1.88192301168467,7.27108734441201,104.276498963373,1.75963821036874e-24,2.00492111242014e-23
"HWER_02873",1.72071887198709,7.20214651841972,104.087679037757,1.93558145359359e-24,2.1958837870079e-23
"HWER_01774",-1.91095487393915,6.88212542670371,103.969714221579,2.0543238224483e-24,2.32059240372701e-23
"HWER_10791",-1.76415311759015,7.20618049396349,103.904756116105,2.12279273781182e-24,2.38768824184645e-23
"HWER_15208",6.00530788725786,8.11557463785235,103.551022987396,2.53773721266057e-24,2.84226567817983e-23
"HWER_13325",-2.00256377950434,6.91786680689839,103.441310676637,2.6822318529488e-24,2.99137043939035e-23
"HWER_09457",-1.68520246175412,7.27896180885462,103.222884481156,2.99486665735378e-24,3.32594474352538e-23
"HWER_09752",-1.92447521712451,6.81042647696401,102.287899257737,4.80115921084493e-24,5.30951724493439e-23
"HWER_02462",-1.94826158495542,7.3059872858591,102.112604096627,5.24537408668394e-24,5.77649564692557e-23
"HWER_02079",-2.1538969195663,9.17875874960851,101.50986739973,7.11083377975894e-24,7.79821437846898e-23
"HWER_04906",1.9698135791382,8.43863420800825,101.317653365336,7.8354347778952e-24,8.5572051184316e-23
"HWER_04092",-2.52032346608737,6.55115968511862,100.856929540214,9.88732978591632e-24,1.07534925605503e-22
"HWER_15747",2.40030375354584,8.82143991471359,100.733386810514,1.05236670551605e-23,1.13984739461656e-22
"HWER_12840",2.00920366960923,6.29981058553899,100.585114379856,1.13416919882592e-23,1.22341529971714e-22
"HWER_10804",-2.00839472622271,6.67860617553403,100.536465817449,1.16237111019375e-23,1.24871867837957e-22
"HWER_00439",2.48242905482662,8.07839689059604,100.275042647633,1.3263763452195e-23,1.41911485390965e-22
"HWER_11856",1.7198153990421,7.31614330863191,100.027509208904,1.50294972328923e-23,1.60152375372359e-22
"HWER_08638",-1.94273122366098,7.0970479902307,99.673578783108,1.79702646136709e-23,1.90716679287023e-22
"HWER_14822",1.85277122911355,6.85244665609847,98.9147669625373,2.6360641108899e-23,2.78639387143061e-22
"HWER_02905",-2.31390719596874,6.52709978054563,98.4531844747035,3.32800063973091e-23,3.5037190735087e-22
"HWER_12270",1.77943093921168,7.57164784350851,98.3849617606964,3.44465224732647e-23,3.61208155974632e-22
"HWER_10328",1.72210962743169,7.13532181373571,98.1358284330167,3.90646455506349e-23,4.0800852019552e-22
"HWER_13075",-1.71214522370772,7.13508324069126,98.1146981422554,3.94837256059534e-23,4.10755596027152e-22
"HWER_12122",2.10844679081355,7.69146462038214,97.7373548655121,4.77724643431614e-23,4.95028055713389e-22
"HWER_13578",2.66670231538391,8.54494800546277,97.6785349826346,4.92128361075757e-23,5.0795366523584e-22
"HWER_09641",1.98376214184603,6.66305584410774,97.6503136990552,4.99192545429203e-23,5.13232335769399e-22
"HWER_14229",1.79787386679256,7.53975760857394,97.3117060270266,5.92291301505056e-23,6.06580041074439e-22
"HWER_13205",-2.34946498421354,6.79492392506463,96.7073721054703,8.03694504417738e-23,8.19892998305227e-22
"HWER_09251",2.72437039120043,7.88961017971028,96.5577497585758,8.66783583916544e-23,8.80839533926002e-22
