"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0006468",0.0319133816054279,3.65073329712113,1.21778791334094,4,267,"protein phosphorylation"
"2","GO:0016310",0.0319133816054279,3.65073329712113,1.21778791334094,4,267,"phosphorylation"
"3","GO:0055085",0.0472919918679375,2.24759793052476,4.15051311288483,8,910,"transmembrane transport"
