"","GOBPID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0006807",0.0408785291891007,0.281575666915981,6.10718358038769,2,1339,"nitrogen compound metabolic process"
"2","GO:0044281",0.0486674409574108,0,2.87799315849487,0,631,"small molecule metabolic process"
