"","GOMFID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0016798",0.0243196548769162,0.447818791946309,12.8317379771653,6,366,"hydrolase activity, acting on glycosyl bonds"
"2","GO:0004553",0.03080442582035,0.462568027537932,12.4460846499827,6,355,"hydrolase activity, hydrolyzing O-glycosyl compounds"
"3","GO:0016746",0.0309221433130221,0.281974337748344,6.80152231576519,2,194,"transferase activity, transferring acyl groups"
