"","logFC","logCPM","PValue","FDR"
"HWER_13042",2.12020049139327,6.34276436288332,1.19811034234851e-28,7.96589773771712e-27
"HWER_10140",-2.57307174307062,7.40911782356814,2.91767447839284e-28,1.89138248061816e-26
"HWER_06798",-2.33670087487468,6.15013796434778,3.30970286604978e-28,2.09318525162612e-26
"HWER_03917",2.26967180755017,7.72572982312418,3.42078829024994e-28,2.11192953252812e-26
"HWER_12900",1.81792230523233,6.99568672402839,4.11335622838956e-28,2.48044946516608e-26
"HWER_05346",2.13997764427859,7.00291117825015,8.46019094286308e-28,4.98574434428272e-26
"HWER_14473",2.42951547739786,6.34463623791117,2.06037656513704e-27,1.18723476297786e-25
"HWER_02508",-2.19611334746392,6.81545898808341,3.58713338922197e-27,2.0220514952723e-25
"HWER_02906",-2.33831654561489,8.01694568048785,5.21604882985868e-27,2.87770523740927e-25
"HWER_10104",2.76636116521647,8.88458712370762,5.53520262070673e-27,2.99016258239428e-25
"HWER_08638",2.0469935151389,7.06654093294664,3.17379361065406e-26,1.67951976171959e-24
"HWER_11128",2.16201448177615,5.96849401948517,4.06159729497143e-26,2.10634435717218e-24
"HWER_03002",3.70883651938089,9.37366739454383,1.69803748628897e-25,8.63335529793588e-24
"HWER_08766",1.64706840360118,7.20170957590744,4.59716218215565e-25,2.29239260352492e-23
"HWER_05429",2.93415193014347,9.0781153950895,1.84894035628659e-23,9.0458534789644e-22
"HWER_12680",-2.53139287808958,6.28428699057085,2.42825484656351e-23,1.16601200317392e-21
"HWER_04445",1.57505061145347,7.09417542781079,5.04323806829624e-23,2.37765751110766e-21
"HWER_15531",-2.20083403946482,6.28351340284628,1.14198155578502e-22,5.28778245384026e-21
"HWER_10566",-1.80812604311209,8.1524782748018,2.24848617329173e-22,1.0228639732185e-20
"HWER_11186",2.20738293960125,9.65550637572946,2.63604742849292e-22,1.17849499691072e-20
"HWER_03980",-2.06289669271377,7.59993622741254,1.27673365419536e-21,5.61113621242132e-20
"HWER_04621",1.82308162819092,6.65032047912033,3.75648211533056e-21,1.62342635417536e-19
"HWER_03073",-1.807278496999,8.82871533244772,1.0148283710929e-20,4.3138524036785e-19
"HWER_08155",1.91930651071555,7.50904858337175,1.11526781823853e-20,4.66433782692339e-19
"HWER_07560",-2.35374849974772,6.58818278307012,1.18384397684651e-20,4.82017394234565e-19
"HWER_14089",1.79123377259599,8.71975293984294,1.18970741345978e-20,4.82017394234565e-19
"HWER_06107",-1.84783338039506,6.62105132511737,6.49271332110296e-20,2.59009317563384e-18
"HWER_05660",2.05855883550223,6.82418160409857,8.14359361831241e-20,3.19944518974001e-18
"HWER_11688",1.88528276057374,6.77018206374124,1.13066262672837e-19,4.37583312105471e-18
"HWER_05300",1.90213317978156,6.44056323733505,1.57324724018131e-19,5.99916190263256e-18
"HWER_13952",2.20490694686315,6.59062376607051,1.63189397854145e-19,6.13261027008404e-18
"HWER_11310",3.17101300009426,9.08583735745952,4.18456834305278e-19,1.55008367336226e-17
"HWER_00864",-1.39086920098548,7.08133715946384,6.48256727401212e-19,2.36750661148077e-17
"HWER_05112",1.73184647664899,6.40002011086447,8.6702300696054e-19,3.12248702367872e-17
"HWER_15592",-1.75955793188797,7.0528682112914,9.55688744512953e-19,3.39465878701656e-17
"HWER_01632",1.627337557253,8.44667413014983,9.8222154861029e-19,3.44175739938714e-17
"HWER_01964",1.44352190705474,7.43323360454518,1.23724703136091e-18,4.27757540309178e-17
"HWER_14701",-2.12590491989756,7.23586069806428,1.32966845014887e-18,4.53661880425792e-17
"HWER_07665",-1.85289609468071,6.80148137236839,1.53490561665872e-18,5.16884449869617e-17
"HWER_10700",-1.58998864800957,7.80947597901532,2.08865154297271e-18,6.94342750119004e-17
"HWER_01315",-1.4162758156262,7.20060542441083,2.31547611836601e-18,7.60003743661147e-17
"HWER_03579",-1.90756029765012,6.35377578234368,2.94715038199659e-18,9.55245117564645e-17
"HWER_04095",1.88418129698669,6.32439559451915,3.1249345522603e-18,1.00036485111246e-16
"HWER_01522",1.8132639608712,6.60790272277929,6.1451555104243e-18,1.94321807786954e-16
"HWER_15406",-1.61339207806976,8.5050027772969,9.80669945275863e-18,3.06370743144616e-16
"HWER_06956",1.43306085105947,7.34795106040026,1.25074283953733e-17,3.86092402728605e-16
"HWER_02894",-1.62977607652466,6.45847790762652,2.6563921642247e-17,8.10355868451134e-16
"HWER_03711",1.53229993859713,6.67871637434199,4.09386116780882e-17,1.23434674513119e-15
"HWER_04225",-1.29088754273057,7.17753022918972,5.52829641953337e-17,1.64768650756897e-15
"HWER_00035",1.59835734014453,6.49789049084309,7.47719181156065e-17,2.20322254174736e-15
"HWER_07401",1.60308161937805,7.99421724551862,8.79431077175834e-17,2.56220762147971e-15
"HWER_13628",1.28949939516725,7.27780056007554,1.03596232146913e-16,2.98472255507716e-15
"HWER_03162",-1.67752488966732,8.76256683408526,1.0600230282167e-16,3.02048320018232e-15
"HWER_02409",1.51398330517876,6.65502690134973,2.90914817104478e-16,8.19937087773818e-15
"HWER_13527",-1.69806877751246,6.53947982904053,3.09640458330174e-16,8.63330869301228e-15
"HWER_04824",1.76136745268136,8.44775438412553,3.16345801335951e-16,8.72643258366086e-15
"HWER_02462",1.5701849315028,7.37190193290797,3.31667547574729e-16,9.05277843011866e-15
"HWER_11674",1.29964573802208,7.06025849312463,8.18266728946667e-16,2.21017252933199e-14
"HWER_15867",-1.99489448511944,6.07575395432638,1.06036049078575e-15,2.83455129134789e-14
"HWER_04491",-1.40051464750105,7.63136756806203,3.34199406009383e-15,8.84264346716664e-14
"HWER_09746",-1.53109120588678,7.67704677366087,3.62082648174036e-15,9.48363946177045e-14
"HWER_06713",1.30346783383464,6.99331940792509,3.71614328126434e-15,9.63595952831844e-14
"HWER_12408",1.412293872267,6.99386409897291,4.09987693747234e-15,1.05257236622433e-13
"HWER_05646",1.31720975972618,7.04584641151724,4.57467879491181e-15,1.16295510933395e-13
"HWER_13437",-1.51471177870229,8.06054170601623,5.07239487883164e-15,1.27696309910781e-13
"HWER_02626",2.08180146281604,6.88055004956341,8.45449471851347e-15,2.10793315433706e-13
"HWER_02082",1.45381746933031,7.89088714706462,1.33985860256516e-14,3.30881272042996e-13
"HWER_07741",1.36390666486857,7.19386896844307,1.71920077574512e-14,4.20555435047839e-13
"HWER_10905",1.38484020994078,6.95508310137809,1.8112253041859e-14,4.38925907827479e-13
"HWER_13496",1.76590722227439,6.87689683415516,2.39194233505376e-14,5.74287636555036e-13
"HWER_04912",2.27791508295231,6.02499000204687,2.76636783802628e-14,6.58090991192857e-13
"HWER_02269",1.78964737136628,6.40281842870098,2.89698354975116e-14,6.82898031318615e-13
"HWER_05858",-1.29147166195235,7.3248850278892,3.33974186617102e-14,7.80175735043375e-13
"HWER_00230",1.25017883587734,7.41603832209845,4.57353810904527e-14,1.05885574256736e-12
"HWER_14019",1.3615593633383,8.37504786349831,5.57957197282257e-14,1.28033894916185e-12
"HWER_04059",2.301345534898,6.43229382367267,5.77268843801767e-14,1.31303343155963e-12
"HWER_11668",-1.4513669384165,8.09891833885125,7.34155997169449e-14,1.6428259367592e-12
"HWER_02390",1.26280293698367,6.93366652478208,7.34931772711405e-14,1.6428259367592e-12
"HWER_07488",-1.32014852735326,7.32688351841589,1.04739138920924e-13,2.32126997625602e-12
"HWER_14856",1.51601966011817,7.07716404359192,1.34706747897038e-13,2.96012370590695e-12
"HWER_02088",1.48344994653039,6.99249073050891,1.51877906675542e-13,3.30940682361077e-12
"HWER_03053",1.67749332215498,9.89302073213267,1.6573116418517e-13,3.58117423943455e-12
"HWER_03715",-2.09057621195645,6.63475789998185,1.71500988791155e-13,3.67522366888813e-12
"HWER_10141",1.62292480861385,6.6228828892132,1.76398882900151e-13,3.7491992078696e-12
"HWER_13268",1.29966991037538,6.83184400729461,1.98789179086029e-13,4.19073448268352e-12
"HWER_11671",1.88443662525635,6.04931959104055,2.59577162418585e-13,5.4280934044467e-12
"HWER_07555",3.51641115109968,6.0960244288022,2.98679517020676e-13,6.1958079010769e-12
"HWER_15532",1.16265629215079,7.12619776036759,3.10848918918621e-13,6.39707338695225e-12
"HWER_03710",2.37667420718191,8.96891536941455,3.57161511148944e-13,7.29228187723788e-12
"HWER_14219",1.39062953788262,6.52909601168745,3.76626170975945e-13,7.62962235422363e-12
"HWER_07732",1.39030693065842,8.39527278409943,4.55433143351899e-13,9.1545592303215e-12
"HWER_06295",1.57333727562486,7.34709495166841,6.14118177087581e-13,1.22492956399084e-11
"HWER_09901",1.67533954855509,9.11009121557803,6.56978123752022e-13,1.3004154770145e-11
"HWER_07369",-1.44047868476483,8.26480972717735,7.50491608058829e-13,1.47426116643678e-11
"HWER_06949",1.85171036763575,6.68348233144301,8.68497502922188e-13,1.69324362787762e-11
"HWER_00406",2.75939713148515,7.58403972860038,1.05547542759941e-12,2.04242371922782e-11
"HWER_03100",1.27579484801054,8.25418412242439,1.18932685525998e-12,2.27204437826032e-11
"HWER_05802",1.60734274664832,9.55151363599384,1.19166230406249e-12,2.27204437826032e-11
"HWER_09200",-1.3096195378114,6.87656695039527,1.49541659706583e-12,2.83037608481145e-11
"HWER_12557",1.47291334086268,6.62919763947425,1.54637006649282e-12,2.90560694377962e-11
"HWER_08871",-1.30770826437077,7.65827361584201,1.73116121872985e-12,3.22942520875289e-11
"HWER_03952",-1.55816399734615,6.39547473221826,1.82028333345253e-12,3.37142477403029e-11
"HWER_02031",1.27774617521163,7.50518671050127,2.18168341828339e-12,4.01213127915521e-11
"HWER_00111",-1.31670267575479,8.96023073994704,2.29545961629388e-12,4.19163858102115e-11
"HWER_14183",1.45152899420248,8.97433763382354,2.93411952974096e-12,5.32039995847434e-11
"HWER_02600",1.29852454745073,6.93054939705518,3.49274386479978e-12,6.28936447321239e-11
"HWER_06046",1.58436490482818,6.36446092279372,4.83697189091857e-12,8.64984007803577e-11
"HWER_07984",-1.25568359403957,7.28575742420515,5.2338463032928e-12,9.29545442769742e-11
"HWER_05500",1.64373751774889,6.81297962740957,5.69769335186394e-12,1.00504209941382e-10
"HWER_08593",-1.65424091202578,12.3968190514758,5.75149672171656e-12,1.00767777023048e-10
"HWER_06766",-1.28804537395166,8.04307333146139,7.18019831942681e-12,1.24954726458213e-10
"HWER_02218",1.27858013013401,8.42729981436823,7.40321752376338e-12,1.27976953594123e-10
