"","logFC","logCPM","LR","PValue","FDR"
"HWER_03814",3.01131532471162,6.84329136565545,257.856973703627,5.03097316158522e-58,2.070684667935e-56
"HWER_10521",3.33522936129681,6.81316651174862,252.27491370991,8.28889765956129e-57,3.35829869238163e-55
"HWER_13753",3.8120961354988,6.25836153799357,251.721943604279,1.0940709746022e-56,4.36450159560538e-55
"HWER_15647",3.00188282464597,6.92701158076444,251.541583994961,1.19774541576847e-56,4.7056876713449e-55
"HWER_15406",2.98565444965286,8.50519897276337,247.272771564964,1.02096976338835e-55,3.9513053678597e-54
"HWER_05297",3.2835841427236,6.89284192931997,247.009237425577,1.1653819990384e-55,4.44387576986261e-54
"HWER_02088",3.39310915120071,6.99294507135034,245.577943543292,2.39068136361601e-55,8.98411126935696e-54
"HWER_13952",4.19264456428543,6.59128034518721,245.391299474201,2.62551631369403e-55,9.7256625734409e-54
"HWER_11671",4.51095877845997,6.0503155760611,243.161764180705,8.04115051538313e-55,2.93671877273077e-53
"HWER_04692",3.0310519593133,7.57430730571443,242.717039405654,1.00527122607825e-54,3.62037262391792e-53
"HWER_08519",3.10748680874472,8.4722860010204,241.009750203582,2.36884583384445e-54,8.41427020158722e-53
"HWER_04200",2.81484490173502,6.96188056840226,239.766749863687,4.4214484574592e-54,1.5492994392151e-52
"HWER_00442",3.06246659071013,8.8487553154384,238.586670036489,7.9961007616885e-54,2.76451857000777e-52
"HWER_05375",3.40937857269881,6.92832038987498,238.238878561557,9.52169758624274e-54,3.24865287383256e-52
"HWER_10791",2.67506565925918,7.17541648709113,237.531251713192,1.35835792573428e-53,4.57431441744024e-52
"HWER_10841",3.67081133224627,7.42468589978917,236.504642909862,2.27442834653378e-53,7.56101628533603e-52
"HWER_07312",3.7313775597261,9.50734379089401,233.821081473668,8.75099797885085e-53,2.87232123533674e-51
"HWER_09901",3.90665054135043,9.11020203408293,232.203432774064,1.97160712860812e-52,6.39047160560108e-51
"HWER_10084",-3.03000877154827,6.31859120840021,230.48222042176,4.67927771948692e-52,1.49794655884316e-50
"HWER_07732",3.12522915379157,8.39544085833607,229.731480799753,6.8218519497322e-52,2.15720269581166e-50
"HWER_03917",3.28198822237332,7.72599081112871,228.725657551429,1.13046913470318e-51,3.5316945376932e-50
"HWER_11496",3.83632147736393,7.89411864316369,226.313713471672,3.79566533260449e-51,1.17168573898136e-49
"HWER_03748",2.84282507609031,9.20095962725328,224.197913706446,1.0983731958871e-50,3.35068434933559e-49
"HWER_01846",4.51318473107941,6.49922202315086,223.979904838057,1.22546062381925e-50,3.69490627623642e-49
"HWER_02195",3.34054172302992,6.51861026500527,221.178967308035,5.00292292397053e-50,1.491101050788e-48
"HWER_03912",2.57109166996362,6.9890666706446,220.116720338541,8.52950718060858e-50,2.51329683174069e-48
"HWER_05574",-3.07654687929431,7.15531128445598,216.903804574368,4.2831579090065e-49,1.24789083798358e-47
"HWER_03864",2.95339322693631,7.61087289174667,215.661764680049,7.99291797790928e-49,2.30284847963542e-47
"HWER_05122",2.76683487611367,7.59044660280319,213.018627220443,3.01514863694743e-48,8.59151694022493e-47
"HWER_16076",2.73270564669406,6.8316187393571,212.709309830422,3.52199543138736e-48,9.9266675582472e-47
"HWER_08104",3.6612169153314,6.15101365064303,211.595073534095,6.16413430244499e-48,1.71866669314407e-46
"HWER_04653",5.79398935305505,6.31069990267646,210.316059000198,1.17195498861906e-47,3.23285030371193e-46
"HWER_16053",2.61753277230651,7.53305336766975,207.593456642376,4.60171220043227e-47,1.25602523533904e-45
"HWER_02873",-2.38739860275755,7.19540705152023,206.231142901165,9.12343395931971e-47,2.45009028369877e-45
"HWER_08193",-2.91391695112211,7.59954473954356,206.222008794335,9.16539751325802e-47,2.45009028369877e-45
"HWER_01774",2.73104144534615,6.85250156366128,205.787362738592,1.14021646830593e-46,3.01691969624212e-45
"HWER_05112",2.94126003915226,6.4006420544698,205.11401057781,1.5992221467724e-46,4.18866972381903e-45
"HWER_08733",2.86793277057745,8.0718933398462,203.336971810495,3.90534388303272e-46,1.01265566887038e-44
"HWER_06379",2.50453217287493,7.05043697902196,203.057460891105,4.49417662314423e-46,1.15380197859535e-44
"HWER_08627",2.70987515515877,9.15553121969358,201.834535753203,8.30814450192737e-46,2.11206065622526e-44
"HWER_04806",2.57550567770057,7.26128336126661,200.08615704518,2.00000242318335e-45,5.03495755661596e-44
"HWER_07665",3.20813077624882,6.8021356290552,198.831967538678,3.75600679309461e-45,9.364736167783e-44
"HWER_01555",3.11098532442506,6.61679570226137,198.220306786888,5.10751052758372e-45,1.26131188552615e-43
"HWER_10388",2.8778423488937,6.10372784954943,195.959920299476,1.5904197130065e-44,3.89052671304326e-43
"HWER_11769",-3.0364340858503,6.61354098803675,193.467440557391,5.56542952324156e-44,1.34870642558555e-42
"HWER_12502",3.31421060197381,6.54418019968944,193.149802569328,6.52869093044987e-44,1.56749033172745e-42
"HWER_06154",3.53904963656384,5.86155382673495,193.028165591399,6.94024264714925e-44,1.65101368661083e-42
"HWER_13578",-3.79582145294366,8.53617852019568,192.956914808127,7.19326274826004e-44,1.69564820965802e-42
"HWER_13418",2.64792856336277,6.83943517043574,192.90312338688,7.39037565583433e-44,1.72641838518724e-42
"HWER_00777",2.46683978746473,7.51806694319663,191.712238903856,1.34460545717231e-43,3.11300174147125e-42
"HWER_05224",2.34355894962804,7.45553228860726,190.949073006418,1.97320203600793e-43,4.52788750386598e-42
"HWER_03518",2.42482253984684,7.47600175029246,190.307110478158,2.72455599446614e-43,6.19716990671114e-42
"HWER_13437",2.7940272333726,8.06080270472359,187.380210732792,1.1863008746666e-42,2.67485058087869e-41
"HWER_15006",-2.81691926870834,7.16016503216171,186.241870370635,2.10228560899438e-42,4.69933326217451e-41
"HWER_02904",-2.37277297197819,7.33587494852949,185.985148695403,2.39185316187358e-42,5.30091901601555e-41
"HWER_13913",3.81680273397463,5.80852086414389,183.498304826352,8.34906960492624e-42,1.83467266826896e-40
"HWER_08223",4.82853693728094,6.53828689258225,182.96841421149,1.08974192243618e-41,2.37453849149328e-40
"HWER_07672",2.86762333560461,8.80722683186509,181.822539763749,1.93863822151796e-41,4.18907409033007e-40
"HWER_11724",2.72939108248931,6.58755958218533,181.515081516954,2.26268472223557e-41,4.84887726012961e-40
"HWER_04869",2.76188435344998,8.34991899251244,181.430609416779,2.36084199225097e-41,5.01775679172686e-40
"HWER_14511",2.6065397771008,7.39345727820222,180.359053086705,4.04599074020018e-41,8.52947478808055e-40
"HWER_05770",2.44826648937727,6.95521072194883,178.958094280959,8.18303064619963e-41,1.71117729561255e-39
"HWER_02945",2.67284650758603,7.05184937490275,178.331953290822,1.12106750506234e-40,2.32554243250132e-39
"HWER_04113",2.5703636619197,7.72729499750259,178.245230162978,1.17102973838781e-40,2.40990485050762e-39
"HWER_13628",2.10726655356873,7.27807085912101,175.538992784503,4.56568051640187e-40,9.32189730632286e-39
"HWER_06475",2.55894345443099,6.69441869148991,174.488603271683,7.74254050479013e-40,1.56846933819694e-38
"HWER_11688",2.84985308141373,6.77064389150616,172.933890374019,1.69202517852341e-39,3.40110177357457e-38
"HWER_10977",2.44598077335481,7.61618745539265,171.97691825726,2.73780218077694e-39,5.46086234981124e-38
"HWER_12943",2.2663381362379,6.9965743884987,171.442067349669,3.58271440119404e-39,7.09158659717263e-38
"HWER_03980",2.96307150827064,7.60030880873609,171.219085128051,4.00785100934166e-39,7.87299823274465e-38
"HWER_15747",-3.00809909822394,8.81872470149043,171.195159776289,4.05636375242484e-39,7.90838436844932e-38
"HWER_07832",3.0019249751287,8.09603376748156,171.049542785821,4.3645543283204e-39,8.44573833830956e-38
"HWER_06298",2.36510599026691,6.93072008791267,169.700141637546,8.60317734179871e-39,1.64368199507671e-37
"HWER_03623",2.06338095092875,7.11306084866407,169.696042442543,8.62093140495304e-39,1.64368199507671e-37
"HWER_02969",3.07917581328981,6.4204644746192,168.977931373486,1.23708722190058e-38,2.34143588787459e-37
"HWER_13679",2.36344825718174,7.40416119638397,166.796401778946,3.70597473318576e-38,6.9634728138773e-37
"HWER_08630",2.42114104433592,7.61687192756478,166.221973770334,4.94741445241285e-38,9.22924149288238e-37
"HWER_06949",3.58431605685815,6.68405720813651,165.102759098907,8.68685402834672e-38,1.60416019854202e-36
"HWER_11120",2.14032298236298,7.12579048831884,165.094510834842,8.7229690703596e-38,1.60416019854202e-36
"HWER_11910",2.68909496434892,6.50384410831916,163.885247796492,1.60261795984172e-37,2.92647068300675e-36
"HWER_03633",2.59301857539723,7.83033550481735,163.695492509702,1.76312632904201e-37,3.19705354629785e-36
"HWER_02508",2.71803262398441,6.81609683273223,163.668951741748,1.78682276837936e-37,3.21752183222756e-36
"HWER_02082",2.49631225545229,7.89108635885292,163.455463758685,1.98938971963232e-37,3.55757761586662e-36
"HWER_13468",-2.6170142024722,8.27661933416592,162.972983111465,2.53584958120938e-37,4.50373833155884e-36
"HWER_11843",2.31285866127404,6.88697484426201,162.927510545626,2.59452348357964e-37,4.57659822647756e-36
"HWER_08256",2.61409476873112,6.6829900982386,162.225809568544,3.69280251086653e-37,6.46988980451143e-36
"HWER_15679",2.29012988229162,9.08128670147989,161.716544839823,4.77107320100981e-37,8.30294819477748e-36
"HWER_14668",2.54000757918572,6.55590763904222,161.149615543605,6.34565759832817e-37,1.096952676831e-35
"HWER_02079",2.56541687155621,9.1487042897212,160.196950261674,1.02474837288756e-36,1.7597169078791e-35
"HWER_11215",2.33154858382777,7.20830331309143,160.106397322084,1.07251123491955e-36,1.82961949483315e-35
"HWER_09251",-3.47616328744331,7.96977299412146,158.396962992734,2.53456434269606e-36,4.29550675856921e-35
"HWER_02630",-2.56485803163026,8.50654555138393,157.902563781833,3.2503584262354e-36,5.47284376573273e-35
"HWER_05484",4.53688471943995,6.41858670891446,156.794603866498,5.67586272084839e-36,9.49516905494185e-35
"HWER_03659",2.24467296122014,7.50464665622648,156.168344856306,7.77822645554102e-36,1.29288084610371e-34
"HWER_04629",3.05103348327772,6.58995137006677,155.443891298313,1.11992975886107e-35,1.84966742976226e-34
"HWER_02823",3.49945953206921,6.96692833962649,155.086916540867,1.34029341720345e-35,2.19960812076491e-34
"HWER_13404",2.67309753120164,9.25652603172162,154.946047399689,1.43874587693734e-35,2.3463321125148e-34
"HWER_13585",2.68107418440047,8.39283852328974,154.503742232896,1.79739037594836e-35,2.91289577802131e-34
"HWER_07643",2.52344781208006,6.40614351386283,153.78578537897,2.5795470252647e-35,4.15451269348533e-34
"HWER_04824",2.79298315982379,8.44789756209042,153.499994597097,2.97852294447659e-35,4.76747530557271e-34
"HWER_02369",2.25946628253201,7.60259260268781,153.124493007563,3.59803358059071e-35,5.72374299047344e-34
"HWER_09400",-1.94580581716287,7.3316142115068,151.626591608455,7.64606300930845e-35,1.20891715750834e-33
"HWER_06675",2.26547846684042,7.39423145409891,151.595662712752,7.76600613611508e-35,1.22043963096645e-33
"HWER_02409",2.38332587903011,6.65547597057845,150.71308665503,1.21087229884704e-34,1.89144088609059e-33
"HWER_10155",4.8204178484539,8.66507700570551,150.582577561353,1.29307505572795e-34,2.00775067036082e-33
"HWER_05500",3.11353761791421,6.81346903153412,150.446759225578,1.38455347685673e-34,2.13699236041042e-33
"HWER_12860",2.41675421874955,7.13581705326525,150.178692710735,1.58453526124827e-34,2.43118339196258e-33
"HWER_09350",2.58215123020435,6.67006337481394,149.215367641904,2.57314699744981e-34,3.92480597905138e-33
"HWER_03443",-3.53346908533126,7.44928336926647,148.880390519498,3.04568961729724e-34,4.6184053670478e-33
"HWER_05410",2.42131474376903,6.41114374088051,148.57421862526,3.55313107101635e-34,5.356551666945e-33
"HWER_15172",-3.07759903891759,8.27731781233499,147.557079586612,5.92860294334842e-34,8.88605053878754e-33
"HWER_03283",2.45688657641875,8.00334617331867,147.476962394654,6.17256936254769e-34,9.19854733165871e-33
"HWER_06046",2.93950252749726,6.36510290757802,147.119422182497,7.38966942641532e-34,1.09493787558257e-32
"HWER_05977",-2.30423204207234,8.22493122348292,146.076696973911,1.24903342590936e-33,1.8401952689676e-32
"HWER_07390",2.42365221301805,7.57485563972815,145.671019690765,1.53201015563874e-33,2.24435160088771e-32
"HWER_14898",2.41864678313959,7.73482305893402,145.222100443557,1.92045674081079e-33,2.7976091735519e-32
"HWER_01341",2.13343509606017,7.04990302612969,144.797333329674,2.37831363654287e-33,3.4347644433171e-32
"HWER_12784",-2.29445136575445,7.23040497041392,144.792311894562,2.38433320399953e-33,3.4347644433171e-32
"HWER_04715",-2.55321992988814,8.55395303010189,144.554410555691,2.68768810906909e-33,3.85037307558904e-32
"HWER_01356",2.51765711094249,6.55436178231879,144.403329654474,2.90007814794689e-33,4.1318146360584e-32
"HWER_13676",2.59997614209975,6.70641404140523,144.155754461567,3.28501674893975e-33,4.65467127322447e-32
"HWER_01182",3.02923054203832,7.66763604636393,144.048032295526,3.4680816002454e-33,4.8873562986067e-32
"HWER_09271",2.3296713424916,6.50179060212632,143.807817157799,3.91389265443573e-33,5.48579656916316e-32
"HWER_06447",3.09236864657066,7.57316635342564,143.61396913542,4.31510568218465e-33,6.01562851285204e-32
"HWER_05015",2.26367314334417,6.56659895980313,143.144139941618,5.46657749881108e-33,7.58012591145301e-32
"HWER_04766",2.61729244268197,6.72437110813185,142.997922217924,5.88416996302335e-33,8.11577272027636e-32
"HWER_05908",2.51146913114337,8.16787191966182,142.65999989707,6.97542876400325e-33,9.56999300796849e-32
"HWER_03048",-2.67719081116672,9.06404333168233,141.742194352289,1.10726693308281e-32,1.51112797762301e-31
"HWER_00678",-2.3104111928463,6.82418928718317,141.683281121365,1.14060223406501e-32,1.54847203818354e-31
"HWER_12119",2.19447151234109,6.82540030586271,141.558620900829,1.21448561039485e-32,1.6401881186218e-31
"HWER_02108",2.61367790524959,8.80780924988086,140.79334422026,1.78538169707349e-32,2.39870193808889e-31
"HWER_01834",-2.24619336084302,6.50035244326833,140.72206965336,1.8506172231046e-32,2.47353116469599e-31
"HWER_11061",2.35348078440691,6.39810380085591,139.447907146183,3.51516193598284e-32,4.67426405128385e-31
"HWER_01147",2.15199989836907,7.73551461072956,138.661839722871,5.2221360035845e-32,6.90867278433399e-31
"HWER_11179",-2.74590432009685,8.80916364143464,138.357296004926,6.0876516741706e-32,8.01283288889562e-31
"HWER_09166",2.1184063974503,8.07605279745045,137.493819450673,9.40354823848611e-32,1.23148487789871e-30
"HWER_05844",-1.87189363343052,7.09322938888911,136.399656916288,1.63153585348313e-31,2.12591581310642e-30
"HWER_03857",-1.96874871807912,7.34519114643953,135.708589215763,2.31072035127964e-31,2.99584893543405e-30
"HWER_09924",-2.10377177539148,8.2471621073583,135.565439921326,2.48346347253913e-31,3.20379143497212e-30
"HWER_08752",2.51899296172971,6.30357136387103,135.218764866385,2.95723198180862e-31,3.79609036080681e-30
"HWER_01530",2.2845613956118,6.57813470634948,134.465203176914,4.32230486863989e-31,5.52105247506563e-30
"HWER_10670",-2.1970176470586,7.92818014711814,134.446830932664,4.3624867782555e-31,5.54506285098848e-30
"HWER_09999",2.55629400220074,6.56309759256343,134.375438484595,4.5222074270678e-31,5.72004090653014e-30
"HWER_04608",-1.82498560202676,7.19073422518668,134.328824010967,4.62963702041608e-31,5.82749941453345e-30
"HWER_01257",2.07969372355823,7.5195593899964,134.216792001992,4.8983854867471e-31,6.13599689233587e-30
"HWER_09752",2.14072645741093,6.77690239798535,134.117155074137,5.15048095512653e-31,6.42076784453995e-30
"HWER_01850",1.98960387155439,6.98229155390452,133.915389637356,5.70141703430366e-31,7.0735762535643e-30
"HWER_07369",-2.41072443707788,8.264622516322,133.688346575943,6.39216150556829e-31,7.89279751616123e-30
"HWER_07363",2.7207863782845,6.76169066830917,133.151335124596,8.37760098379458e-31,1.02953172279523e-29
"HWER_08297",2.11816927481958,9.10094144483502,132.811619447997,9.94110530997975e-31,1.21590972022535e-29
"HWER_01485",1.91962729745304,7.10837824790758,132.11791222997,1.40991169364186e-30,1.71638545615649e-29
"HWER_11723",2.34511903082101,6.94825092259177,131.371012406033,2.05396107723482e-30,2.48874816507938e-29
"HWER_14447",2.2703252858798,7.26871733840098,130.937145653691,2.55571815366482e-30,3.08231496393157e-29
"HWER_15542",2.61569979420201,6.96131118789528,128.607863718521,8.26323102614823e-30,9.91970280129739e-29
"HWER_08847",2.14542492466221,6.68861357745126,128.409954534826,9.12966267464137e-30,1.09093158135231e-28
"HWER_08541",2.2574704829774,6.75837680169164,127.653025619383,1.33685478010424e-29,1.59012130495885e-28
"HWER_02923",3.08478362671069,7.97689455488667,127.604663434011,1.36983099907866e-29,1.62190492265341e-28
"HWER_11208",1.77759592312707,7.17291856186525,127.416915989528,1.5057425714599e-29,1.77472294899797e-28
"HWER_05259",2.49164158379387,6.97787422819991,127.294374019556,1.60164462391455e-29,1.87921471032146e-28
"HWER_11903",2.4961366931632,7.93110218645387,126.701437701426,2.15933044263022e-29,2.52213686384692e-28
"HWER_07664",2.30838109098921,6.57560928446292,126.631594109741,2.23667748092178e-29,2.60076444306286e-28
"HWER_13496",2.69396690045605,6.87731466526504,126.425996477386,2.4808231122705e-29,2.8717742545167e-28
"HWER_00599",2.11987129961996,6.76243598610161,126.024798130334,3.03664885335311e-29,3.49956910077538e-28
"HWER_02578",2.25923673572947,8.5611211465734,125.610717729541,3.74123263787295e-29,4.29248505752414e-28
"HWER_05723",2.29203950123525,6.76641042260846,125.348352273875,4.27005745683863e-29,4.87764713021258e-28
"HWER_13298",1.84837925528582,7.1906972613313,124.922101283065,5.29323583673909e-29,6.0198949669581e-28
"HWER_04457",2.1406040439361,6.73984669662807,124.836798536622,5.52574123644941e-29,6.25687643061717e-28
"HWER_08373",-1.9806733324395,7.24635797336913,124.097895827442,8.01881885179535e-29,9.0403466446545e-28
"HWER_15386",-1.97139949015566,7.24461024148662,123.886521932408,8.9201898142605e-29,1.00130096053582e-27
"HWER_14229",-1.94531196220814,7.51442686639162,123.833704299531,9.1608223029419e-29,1.02387983756588e-27
"HWER_01632",2.09809161964271,8.44678699571471,123.775258634168,9.43466951755684e-29,1.0499612900869e-27
"HWER_01215",-1.99811835701453,6.8588946627201,123.261748368785,1.22214498554617e-28,1.35428288355608e-27
"HWER_07555",5.87273937384635,6.0969842690392,122.224633045391,2.06127295384366e-28,2.27441734864536e-27
"HWER_06630",2.2912790529049,7.37896378790893,121.997070382985,2.31179014231889e-28,2.54003044026817e-27
"HWER_03956",-2.16587965384076,7.42619432562016,121.854949859839,2.48346823203948e-28,2.71714477876724e-27
"HWER_11869",-2.2398083625076,7.80319778820509,121.154946071527,3.53422114574851e-28,3.85051908862433e-27
"HWER_12429",2.38288284874458,6.9488425889924,121.101762713979,3.63024695170849e-28,3.93859010283687e-27
"HWER_00028",2.13109006184333,8.62456724825068,121.061430095953,3.70480599090155e-28,4.00273413933655e-27
"HWER_07122",2.08876526322373,6.53420376674541,120.46888616416,4.99439913387991e-28,5.37364188968905e-27
"HWER_09499",2.21735711836501,6.75250893669128,119.721670069477,7.27894784224833e-28,7.79930237807848e-27
"HWER_12776",1.9291544430786,6.92365687865917,119.634775285348,7.60488591155887e-28,8.11500788834245e-27
"HWER_10985",2.02940203198464,8.09262491432174,119.341657307914,8.81589858421486e-28,9.36869878232342e-27
"HWER_05587",2.46636899311087,9.34019846678681,119.001639683774,1.04642967602136e-27,1.10750699996873e-26
"HWER_10804",2.32517311981893,6.63343360416926,118.376445692956,1.43414978790323e-27,1.51168715448499e-26
"HWER_09854",-2.49545517011456,7.16055047698177,117.850428577678,1.86968748433382e-27,1.96279337930267e-26
"HWER_07071",-2.13083584985803,6.77549656556242,117.111622075615,2.71357658536364e-27,2.8372193894548e-26
"HWER_15634",-2.27020910995925,6.47983719660874,116.557025474041,3.58909572144271e-27,3.73756032357468e-26
"HWER_07099",2.23160551018523,7.90315109130448,116.278114054916,4.13106043371212e-27,4.28473588184621e-26
"HWER_03871",2.12306174965207,9.08246960155746,116.225839172695,4.24139702343406e-27,4.38165039114125e-26
"HWER_05648",2.11611942052966,6.82385347775034,115.888070728907,5.02893407466637e-27,5.17461351413091e-26
"HWER_08130",2.40607501724072,8.49064950373117,115.462754122691,6.23185639778641e-27,6.38703701164433e-26
"HWER_14926",-1.79877391661074,7.0811606752965,115.353624757654,6.58440441836915e-27,6.72179553418552e-26
"HWER_00667",2.12745150213716,7.24743478789257,115.062990495428,7.6236965015848e-27,7.75225295239583e-26
"HWER_12489",2.29257004982042,6.96565583443512,114.933979919975,8.13615908349531e-27,8.24103925918099e-26
"HWER_07799",-3.20851042856736,10.6547913648281,114.558055093592,9.83444794263232e-27,9.92246051176872e-26
"HWER_10390",2.02828520482033,6.82861151351698,114.430195072808,1.04894537219756e-26,1.05423075585592e-25
"HWER_12384",2.3425707149979,7.3936490787631,114.144593275897,1.21144598394287e-26,1.21284920322929e-25
"HWER_03780",1.92112966537173,7.90855303555238,113.174993619313,1.9754731404706e-26,1.97015455893856e-25
"HWER_14816",2.39555540486869,7.84524381192169,112.703469877233,2.50583469305579e-26,2.4895131644037e-25
"HWER_07429",-2.16267238415034,9.0928418163608,112.433320482195,2.87161931711597e-26,2.84202629361897e-25
