"","logFC","logCPM","LR","PValue","FDR"
"HWER_15223",-3.88632181348304,8.57557333504238,326.118515137423,6.73278735477467e-73,4.15669466926922e-71
"HWER_05375",-4.10577888404666,6.92832038987498,325.055729204726,1.14730915233808e-72,6.91854100468058e-71
"HWER_14231",-3.68517954373951,6.68760216753232,324.613918264399,1.43189785265665e-72,8.43843439076974e-71
"HWER_08766",-3.01255743877838,7.20216612558715,320.50407872757,1.12486977194777e-71,6.48174959702349e-70
"HWER_10103",-3.75410135828424,7.10910145069731,316.590446114589,8.00918185169861e-71,4.51474098727272e-69
"HWER_11496",-4.6968128930108,7.89411864316369,313.237202677856,4.30559813001814e-70,2.37540764917809e-68
"HWER_03016",-3.47195859302586,6.7571183420687,313.16060187553,4.47424663088276e-70,2.41702531539146e-68
"HWER_04692",-3.49698456057223,7.57430730571443,310.477098288572,1.71906498807145e-69,9.09701125320259e-68
"HWER_10977",-3.38522711402774,7.61618745539265,305.270325507926,2.34195016582632e-68,1.21453535599753e-66
"HWER_08139",-6.07702927029064,8.08203288472211,302.735657528441,8.35165593650276e-68,4.24624389085326e-66
"HWER_11061",-3.63557698937307,6.39810380085591,301.301522443177,1.71480791292059e-67,8.55095561192903e-66
"HWER_03162",-3.80001266174124,8.7627188929267,297.988943135645,9.0347837452226e-67,4.4202253304457e-65
"HWER_11186",4.19345920620063,9.6553829311213,287.150473862049,2.07707737115404e-64,9.97381782111562e-63
"HWER_03633",-3.54017187837335,7.83033550481735,281.830985051565,2.99638306989035e-63,1.41265841822285e-61
"HWER_04818",-4.00908687753473,7.95122542042559,280.952613765906,4.65592882222199e-63,2.155861327861e-61
"HWER_03748",-3.2255873487089,9.20095962725328,279.35730355336,1.03669592851307e-62,4.71605709234105e-61
"HWER_00777",-3.04352214173764,7.51806694319663,278.88861129444,1.31156156685464e-62,5.86358472905877e-61
"HWER_15647",-3.17256108334239,6.92701158076444,277.078908100134,3.25210381585959e-62,1.42927206686846e-60
"HWER_03939",-2.82593461690421,7.23648195712523,275.620448655441,6.76087199959079e-62,2.92182351582315e-60
"HWER_08156",-4.42244446413554,7.88971881030897,271.977280239257,4.20702755686336e-61,1.78833154999126e-59
"HWER_01834",3.23112863072163,6.50035244326833,266.901834494407,5.37223638860652e-60,2.24680789607366e-58
"HWER_11668",-3.24196222158306,8.09914158898687,264.142229084087,2.146030979917e-59,8.8327910014679e-58
"HWER_13732",3.31621496437547,8.576180236193,259.341999211429,2.3875104718234e-58,9.673147895997e-57
"HWER_02195",-3.66170238141584,6.51861026500527,258.591954094762,3.47888177430172e-58,1.38780622165606e-56
"HWER_10140",-4.02244771838801,7.40950969106598,256.816344735318,8.48189954548324e-58,3.3323584123391e-56
"HWER_14898",-3.32631629961186,7.73482305893402,255.141844022737,1.96569408907782e-57,7.60752951190863e-56
"HWER_05346",3.24081785253099,7.00236420745851,250.486430214345,2.03420122450215e-56,7.75688790460894e-55
"HWER_08193",3.2464780856937,7.59954473954356,248.415003028808,5.75423540182694e-56,2.16242498506337e-54
"HWER_08733",-3.21137357380851,8.0718933398462,247.675537832826,8.34070359029425e-56,3.04965110063014e-54
"HWER_11823",-2.66077580167012,7.24533556306355,247.673229295543,8.35037516948477e-56,3.04965110063014e-54
"HWER_04912",5.30064009861029,6.02312267871666,247.503061753798,9.09505780920107e-56,3.27548401378589e-54
"HWER_00864",-2.49250499704407,7.08171812092887,244.362106173596,4.4015592357727e-55,1.56345795867926e-53
"HWER_05300",3.49624333426119,6.43958791120582,242.374261751535,1.19404550286734e-54,4.18399998504732e-53
"HWER_11073",-2.902346931128,6.87168815220623,240.374991411921,3.2579237870666e-54,1.12637285064849e-52
"HWER_11877",-4.28057661851034,9.82035516269693,237.896465286029,1.13078030334167e-53,3.85804385074335e-52
"HWER_01846",-4.64865762578191,6.49922202315086,234.721338528465,5.56854546992844e-53,1.87522576669149e-51
"HWER_11843",-2.82740813111615,6.88697484426201,234.393029931104,6.56650800949557e-53,2.18294298315667e-51
"HWER_04340",-3.62120364054248,6.23894379280814,229.850748864676,6.42527638119565e-52,2.10895464005574e-50
"HWER_15277",2.9814868662859,7.46176789158898,227.035252999979,2.6419363509885e-51,8.56317619764146e-50
"HWER_10841",-3.57623488600054,7.42468589978917,226.371242148661,3.68757621837943e-51,1.18047964620467e-49
"HWER_02969",-3.60685063375938,6.4204644746192,221.793050524898,3.67519679780936e-50,1.16216893862435e-48
"HWER_02156",-2.91926898619249,6.75791397249236,221.580283368138,4.08967664829794e-50,1.27765440349838e-48
"HWER_05410",-3.00617009701279,6.41114374088051,219.174060360907,1.36944184299212e-49,4.227336546284e-48
"HWER_08519",-2.90141097267072,8.4722860010204,213.789492713452,2.04710542142281e-48,6.24487571499923e-47
"HWER_03814",-2.70622556113916,6.84329136565545,213.272584502011,2.65403258580962e-48,8.00221685465621e-47
"HWER_10814",-3.40981372220954,6.43812447916301,212.775640455916,3.40657687543296e-48,1.00987557462934e-46
"HWER_02823",-4.23762956703918,6.96692833962649,212.763585778466,3.42726766553728e-48,1.00987557462934e-46
"HWER_03053",3.57558452264889,9.8929221913078,209.202062997694,2.05094769095419e-47,5.97540153106092e-46
"HWER_03243",-2.97620191014066,6.61620029702206,209.080364637858,2.18024964063785e-47,6.28154146463772e-46
"HWER_03864",-2.89894692276895,7.61087289174667,208.710978941665,2.62480892431255e-47,7.47926323158511e-46
"HWER_03518",-2.54679531362525,7.47600175029246,208.03477224353,3.68665236575931e-47,1.0390749548276e-45
"HWER_09924",2.64213549450921,8.2471621073583,205.039670807213,1.66008160472845e-46,4.62859311942029e-45
"HWER_08297",-2.66603207649211,9.10094144483502,201.899198333186,8.04255160303116e-46,2.2185464156021e-44
"HWER_06675",-2.6477570402065,7.39423145409891,201.300185043704,1.08669308050813e-45,2.96610016606061e-44
"HWER_13429",-9.7120851487328,6.85101479658554,200.393083785326,1.71416502080652e-45,4.63003114474095e-44
"HWER_00035",2.82289114660303,6.49711922402204,198.333529015811,4.82503644901792e-45,1.28982675384572e-43
"HWER_01964",2.37298724562726,7.43289993977287,196.131718783012,1.45887400848602e-44,3.8600615346982e-43
"HWER_01147",-2.59249019305111,7.73551461072956,194.856532638024,2.76900180175465e-44,7.25254714338364e-43
"HWER_06379",-2.44494955527199,7.05043697902196,194.345368619759,3.58002257263195e-44,9.28299853083464e-43
"HWER_05977",2.69982735107316,8.22493122348292,194.265344887536,3.72692995843096e-44,9.56824691308066e-43
"HWER_04806",-2.52832860676162,7.26128336126661,193.503499732343,5.46548209809285e-44,1.38941128238772e-42
"HWER_07312",-3.30609255981831,9.50734379089401,190.774094245046,2.15459056506063e-43,5.42412945165262e-42
"HWER_03719",-4.3933384159308,6.72116663787577,190.256820179274,2.79429941719024e-43,6.96694075843683e-42
"HWER_03073",-2.76516365420271,8.82883624989107,189.400675226756,4.29686543726749e-43,1.0611211503652e-41
"HWER_03871",-2.77512048903538,9.08246960155746,188.930829324194,5.44140790850441e-43,1.33109157610867e-41
"HWER_07851",-8.50587345388736,7.14248096277346,187.3937769362,1.17823909715345e-42,2.85530278403634e-41
"HWER_09350",-2.92822212275879,6.67006337481394,186.803101887055,1.58553300828387e-42,3.80674730600008e-41
"HWER_15005",-2.95358547318808,8.91434821675673,185.176909863468,3.59068358107887e-42,8.5418738768234e-41
"HWER_12566",2.52056733789523,7.62589124485324,183.980784780128,6.55095671616008e-42,1.54423916045483e-40
"HWER_03907",-2.49627657828873,7.2112771128644,183.723932924208,7.45383122085408e-42,1.74124183384456e-40
"HWER_05770",-2.47239457349203,6.95521072194883,182.1776969663,1.62164636883612e-41,3.75440092356434e-40
"HWER_14019",-2.58694606257106,8.37524291033142,182.152980404803,1.64192167156931e-41,3.76770167644178e-40
"HWER_05297",-2.75497317285856,6.89284192931997,181.504469540258,2.27478819220253e-41,5.17414542314137e-40
"HWER_04200",-2.4112279476295,6.96188056840226,181.32401991379,2.49079954844764e-41,5.61621150358671e-40
"HWER_09535",-2.77545985109957,6.67022642201674,175.932919250695,3.74527841834054e-40,8.37198874030778e-39
"HWER_08627",-2.50227122123342,9.15553121969358,174.949231219295,6.14176627391741e-40,1.36116238874084e-38
"HWER_14183",2.91568988340616,8.97418232851484,173.361578531471,1.36459938518487e-39,2.9986493269359e-38
"HWER_12943",-2.27911219998179,6.9965743884987,173.222647347237,1.46334197964225e-39,3.18860987664903e-38
"HWER_03912",-2.25142230559609,6.9890666706446,172.659896755512,1.9419776279483e-39,4.19628999105827e-38
"HWER_01341",-2.33805513149152,7.04990302612969,171.481144553387,3.51299680106368e-39,7.52826504558521e-38
"HWER_07832",-3.00357721703043,8.09603376748156,171.21237603153,4.02139600833962e-39,8.54711463083987e-38
"HWER_04608",2.0697784451216,7.19073422518668,169.779445217684,8.26681141869481e-39,1.74275138281916e-37
"HWER_12502",-3.07052653557905,6.54418019968944,169.18695878531,1.11364105547903e-38,2.32876714262671e-37
"HWER_03579",-2.95823181878366,6.35447353511738,168.502275033235,1.57142205453098e-38,3.25975790991906e-37
"HWER_06447",-3.37596152238313,7.57316635342564,167.003876321013,3.33874410702089e-38,6.87092338849617e-37
"HWER_13468",2.63874362747602,8.27661933416592,165.39014908388,7.51767187376669e-38,1.5349073361163e-36
"HWER_05587",-2.95922054248704,9.34019846678681,164.582053547619,1.12878217878538e-37,2.28666577311757e-36
"HWER_05305",-2.21247132874892,7.18114012200707,163.999014524322,1.51348099153558e-37,3.04221411709439e-36
"HWER_04715",2.7361616236115,8.55395303010189,163.530232112584,1.9159580736693e-37,3.82159945001884e-36
"HWER_13399",3.19300442447676,6.86294259556537,163.304955943093,2.14585260597761e-37,4.24747771549613e-36
"HWER_06338",2.71515411852513,6.96395484061152,162.307329185461,3.54443108623285e-37,6.96265894439529e-36
"HWER_00435",-2.34279976305391,6.91712059870879,160.005482781217,1.12836710051011e-36,2.19989164783663e-35
"HWER_10084",2.4551456020735,6.31859120840021,159.254131087948,1.64669823107914e-36,3.18648396506583e-35
"HWER_13647",2.43115746282254,7.01590073971546,159.027551942282,1.84552721230731e-36,3.54477930482433e-35
"HWER_01522",2.74005924049409,6.60727937158716,158.193044759562,2.80840609912285e-36,5.35455662869526e-35
"HWER_11055",-2.25706220392095,8.49863910349745,156.284445052221,7.33686241185618e-36,1.38864848422942e-34
"HWER_10104",-3.22467232423951,8.88473230044863,155.313767198282,1.19571164345494e-35,2.24672484889757e-34
"HWER_07564",-4.20027171019372,6.38291396386133,154.743439359729,1.59316383976363e-35,2.97199556583244e-34
"HWER_00028",-2.42929915641758,8.62456724825068,153.928733716253,2.40050935485676e-35,4.44608625510255e-34
"HWER_09166",-2.24743746073297,8.07605279745045,153.359994419745,3.19592986389375e-35,5.87733768586985e-34
"HWER_13753",-2.85928207881273,6.25836153799357,153.201169700082,3.46184601808552e-35,6.32152586260264e-34
"HWER_15867",-3.22878681166894,6.07663806579299,153.165035159466,3.5253710811439e-35,6.39250854084346e-34
"HWER_11834",2.92909940385541,6.88107852223302,152.524520527667,4.86619233625236e-35,8.76252550548776e-34
"HWER_06983",-2.58975821712236,6.75238989568341,152.461384617614,5.02328502748826e-35,8.98301936294969e-34
"HWER_04095",-2.78282920583409,6.32522124080563,151.038077266958,1.02817204497454e-34,1.8260617209719e-33
"HWER_07390",-2.46972540229781,7.57485563972815,150.739334128697,1.19498223591678e-34,2.10788363111035e-33
"HWER_01618",-2.73200088031781,7.65333694932979,150.550578820623,1.31406766021985e-34,2.30228205604735e-33
"HWER_00439",2.79263857894839,7.65633719940401,148.743870379354,3.26232507121966e-34,5.67732141588764e-33
"HWER_03780",-2.22037668510226,7.90855303555238,148.165824985605,4.36397936139752e-34,7.54386565606918e-33
"HWER_14511",-2.33839673965258,7.39345727820222,148.086845580857,4.54095413576181e-34,7.79781064505323e-33
"HWER_03857",2.05456933308014,7.34519114643953,146.879148887899,8.33969087245063e-34,1.4226854231753e-32
"HWER_13915",2.13884576193566,6.89774937769244,146.251853926303,1.14362182966926e-33,1.93817738845254e-32
"HWER_12615",1.99932605919095,7.24102093471532,144.361682166923,2.96152317526544e-33,4.9865127230281e-32
"HWER_04621",2.399768360443,6.6498496889349,144.03497435717,3.4909547835056e-33,5.84002951847098e-32
"HWER_14188",2.17654579274888,6.85229232085738,143.573219797919,4.40454281037399e-33,7.32114070980754e-32
"HWER_13648",2.33797026700762,8.1384289383719,143.531563139896,4.49788790409527e-33,7.4286772836427e-32
"HWER_10949",2.01539521784758,7.40586562618913,142.430860148663,7.82838721661436e-33,1.2847473451064e-31
"HWER_04839",-2.69944223339104,6.66192848884708,142.13444657772,9.08832646279016e-33,1.48214028415188e-31
"HWER_06475",-2.28359570978936,6.69441869148991,141.714104112443,1.12303812457094e-32,1.82002366063277e-31
"HWER_09200",-2.27399945406547,6.87697325637217,141.228672871192,1.43396804586491e-32,2.30949015088679e-31
"HWER_03594",-2.31480319878222,6.64368043419858,141.128601592748,1.50806995823842e-32,2.4138428405631e-31
"HWER_10670",2.25574196886535,7.92818014711814,141.100414894563,1.52962485564014e-32,2.43332346667171e-31
"HWER_11505",-2.18934946097516,7.72951163892246,140.398213022403,2.17838487144895e-32,3.4442390071141e-31
"HWER_04225",-1.83020350743346,7.17780366700721,139.917223429345,2.77533302167568e-32,4.36147789406367e-31
"HWER_01182",-2.97796042542717,7.66763604636393,139.815068185702,2.92182527275854e-32,4.56403188690536e-31
"HWER_07519",-2.32583871444556,6.72814833605836,139.679048348344,3.12895276727455e-32,4.85830809912749e-31
"HWER_08280",-2.06402824909872,7.23671011645047,139.503876063461,3.4174794433127e-32,5.2747167836368e-31
"HWER_00033",1.95561136273022,7.11080371586489,138.892150891415,4.6503044490449e-32,7.13505292093102e-31
"HWER_11158",-3.99336443285853,7.60319551282552,138.626804549062,5.31508333090806e-32,8.107065339438e-31
"HWER_02923",-3.23523823638387,7.97689455488667,138.536401429759,5.56263477654073e-32,8.43503624302346e-31
"HWER_02904",2.01658332112039,7.33587494852949,138.018917584118,7.21858423074264e-32,1.08824354129742e-30
"HWER_06319",-2.57482013479635,6.79968940765221,137.63143312407,8.77394986821778e-32,1.31507815076813e-30
"HWER_02578",-2.36834643918419,8.5611211465734,136.930349144083,1.2488979752117e-31,1.86114508604825e-30
"HWER_15909",-2.5566828387749,7.4514221525092,136.549698672177,1.51279510817389e-31,2.24153012313995e-30
"HWER_11215",-2.13306178073864,7.20830331309143,135.856645661661,2.14468705468618e-31,3.15975768909162e-30
"HWER_11128",-2.46726426610342,5.96954354361666,134.859509678831,3.54377472127452e-31,5.19152986003662e-30
"HWER_08256",-2.35285031181808,6.6829900982386,133.951060033204,5.5998975436685e-31,8.15760355659125e-30
"HWER_12860",-2.26551586566014,7.13581705326525,133.405891389583,7.36944431300125e-31,1.06754017338616e-29
"HWER_00383",2.13131762599276,7.78227283286803,132.803914004023,9.97976480235666e-31,1.43764056291727e-29
"HWER_01555",-2.48188485594459,6.61679570226137,132.499542814879,1.16333467719655e-30,1.66658940219373e-29
"HWER_04457",-2.1968494869931,6.73984669662807,130.985663982559,2.49400932205187e-30,3.55327811652775e-29
"HWER_10700",-2.1240410959466,7.80967491898546,130.921686070793,2.57569969137982e-30,3.64961163920649e-29
"HWER_09999",-2.50883058025622,6.56309759256343,129.885427974955,4.34126091168686e-30,6.1178747521761e-29
"HWER_09499",-2.31619905100382,6.75250893669128,129.736373517587,4.67981072575077e-30,6.55932389830905e-29
"HWER_15532",-1.85302941751876,7.12660051031769,128.728302638656,7.77672424965937e-30,1.0841422569552e-28
"HWER_03882",-2.31107275599164,6.54079851469591,128.338432439264,9.46465357750004e-30,1.31239822066618e-28
"HWER_15679",-2.01444704060482,9.08128670147989,127.577195056362,1.38892154670801e-29,1.9156774311776e-28
"HWER_01215",2.03356481723759,6.8588946627201,127.333920143945,1.57004607960654e-29,2.15403676424325e-28
"HWER_03283",-2.26688074780892,8.00334617331867,127.322797098414,1.5788701712442e-29,2.154742291598e-28
"HWER_13585",-2.40753533294862,8.39283852328974,127.266758653973,1.62408651814929e-29,2.20484625212623e-28
"HWER_08223",-3.82767599605921,6.53828689258225,126.012011401521,3.05627813375969e-29,4.12756729210358e-28
"HWER_11769",2.37738294223736,6.61354098803675,125.535003295366,3.88673398232529e-29,5.22191772858522e-28
"HWER_05822",-2.25137514760078,6.47614524214531,125.137324799232,4.74917323902327e-29,6.34773515916874e-28
"HWER_00193",-2.38730746839908,7.52405699024773,124.331629894099,7.12776576397725e-29,9.47810083384257e-28
"HWER_10804",-2.37897712964744,6.63343360416926,123.441414546269,1.11634225648166e-28,1.47687524033517e-27
"HWER_03240",2.47118175458567,10.3623192197724,122.51198999946,1.78334275556771e-28,2.34731358638938e-27
"HWER_13666",2.15841529461902,6.6618815651238,122.482214454431,1.81030792676933e-28,2.37077194652166e-27
"HWER_13075",-1.73892739511306,7.17266722104641,122.057584379728,2.24234262367476e-28,2.92180624280837e-27
"HWER_13404",-2.33861101346771,9.25652603172162,121.722353875191,2.65511994898264e-28,3.44236301385599e-27
"HWER_03048",2.45895087861444,9.06404333168233,121.692028892962,2.69601548614676e-28,3.47799410725301e-27
"HWER_08847",-2.07875635900236,6.68861357745126,121.075198082606,3.67918382992292e-28,4.72283350049016e-27
"HWER_01529",-2.29973190345765,8.71017607104515,120.92205993392,3.97443569304954e-28,5.07670529658988e-27
"HWER_09490",-2.17155065243608,6.72846968554072,120.563503659564,4.76178249689063e-28,6.05259902668501e-27
"HWER_09876",-2.34585725572821,7.7430665212853,120.440498257205,5.0663823442079e-28,6.40835581391761e-27
"HWER_01936",-2.12243168480069,8.18552627340308,120.098616692572,6.01927252758729e-28,7.57668624467662e-27
"HWER_11724",-2.17557923064631,6.58755958218533,120.002392262117,6.31844400861188e-28,7.91484314701961e-27
"HWER_04805",2.63633409989412,8.75137106492154,119.649565153108,7.54839662922233e-28,9.41009252864111e-27
"HWER_04092",-2.5960792683903,6.53098389564888,119.541924941507,7.96931121919727e-28,9.88728420640121e-27
"HWER_02079",-2.18210330677565,9.1487042897212,119.290481564322,9.04629808202944e-28,1.11700242508106e-26
"HWER_10791",-1.84187488638175,7.17541648709113,119.21036637582,9.41913931930371e-28,1.15752740544808e-26
"HWER_05574",2.19269816808771,7.15531128445598,118.653141140567,1.24741827810296e-27,1.52573377128348e-26
"HWER_15747",2.44591060637449,8.81872470149043,118.596381184325,1.28362920741717e-27,1.5626528332548e-26
"HWER_07071",2.14265209298279,6.77549656556242,118.300098771895,1.49042750694607e-27,1.80592454463138e-26
"HWER_08373",1.92783022126248,7.24635797336913,117.994642345044,1.73856992377735e-27,2.09679619179287e-26
"HWER_06271",-1.89093678103444,7.60343169111108,116.787208602886,3.19580333898255e-27,3.83644354536192e-26
"HWER_04906",1.96003206083193,8.3972078580105,116.742110918326,3.26930450925834e-27,3.90659289977275e-26
"HWER_12784",2.03517695712936,7.23040497041392,116.149004751586,4.40894353562307e-27,5.2442158659957e-26
"HWER_02630",2.16481418183451,8.50654555138393,116.012191012858,4.72383765723792e-27,5.59311006630956e-26
"HWER_12900",1.77529104422361,6.99550150696181,115.841669756604,5.14798541001024e-27,6.06760280370753e-26
"HWER_10742",2.18345994655572,6.60530611258709,115.586507236315,5.85485358755479e-27,6.86951825906315e-26
"HWER_11179",2.47986786784536,8.80916364143464,115.312720708872,6.72162735104139e-27,7.85098185641907e-26
"HWER_10328",1.78371124006898,7.09328451585097,114.880003565937,8.36065971837234e-27,9.72161015683384e-26
"HWER_10755",-2.20788830705312,7.87669311875464,114.209839053802,1.1722334520932e-26,1.35696488449896e-25
"HWER_11856",1.74354729144349,7.29294278436637,114.161601428533,1.20109945787352e-26,1.38420039745157e-25
"HWER_02873",1.72596995986573,7.19540705152023,113.149770629881,2.00076375923639e-26,2.29556656092918e-25
"HWER_16076",-1.93537805315833,6.8316187393571,112.76312938493,2.43155757675324e-26,2.77754572533971e-25
"HWER_03659",-1.87843956765781,7.50464665622648,112.040893010196,3.5001582753586e-26,3.98066245965125e-25
"HWER_14447",-2.07657349407709,7.26871733840098,111.007255943619,5.89545248941786e-26,6.67550581007009e-25
"HWER_00602",2.2792513231375,8.87611101494007,110.376068249052,8.10577621612159e-26,9.1383816210449e-25
"HWER_09462",2.41220826417604,8.60579786079283,110.328783236151,8.30144797726884e-26,9.31846519699485e-25
"HWER_02108",-2.27855165110222,8.80780924988086,109.781529957071,1.09408075509351e-25,1.22282387842995e-24
"HWER_14822",1.89910232128689,6.84941840269664,109.422011919713,1.31164883718933e-25,1.45970190336135e-24
"HWER_09251",2.7934774230978,7.96977299412146,108.688734217636,1.89880892647391e-25,2.10410749843882e-24
"HWER_03443",2.93859285551914,7.44928336926647,108.66260772401,1.92400344506598e-25,2.1229535885345e-24
"HWER_09672",-1.62886002429467,7.09823752920286,108.594121616994,1.99164488783774e-25,2.18827762464545e-24
"HWER_08979",-2.11108325794306,6.99819115272068,107.852937500475,2.89480202343729e-25,3.16718212944004e-24
"HWER_14229",1.80582154120093,7.51442686639162,107.72153278901,3.09323607378508e-25,3.37006770559862e-24
"HWER_13578",2.6986644708531,8.53617852019568,107.594330090195,3.29827445890843e-25,3.57842078324249e-24
"HWER_05811",-2.66496157142367,7.7631420987814,107.536945876947,3.39516901718985e-25,3.6681971923222e-24
"HWER_07973",2.09085884017469,6.65582060047192,107.377041600965,3.68045533163514e-25,3.94532374849561e-24
"HWER_02905",-2.42477018864723,6.50903280225945,107.376156548408,3.68209929477801e-25,3.94532374849561e-24
"HWER_07486",2.27871035317477,10.0811193448914,107.332760389716,3.76361391917093e-25,4.01607032609474e-24
"HWER_02745",-3.68125906149104,7.42876750377316,107.137136633691,4.15406503261876e-25,4.41454533999199e-24
"HWER_05908",-2.1466915218337,8.16787191966182,107.062349405125,4.31382036728548e-25,4.56560661729439e-24
"HWER_07812",2.11918638591557,6.48529338898529,107.022604118434,4.40120728341422e-25,4.63915873410288e-24
"HWER_11867",2.16365684241487,6.32790134631602,106.997809658271,4.45661672525701e-25,4.67854541238519e-24
"HWER_04653",-3.77221214487811,6.31069990267646,106.982067246278,4.49215866031213e-25,4.69684169604409e-24
"HWER_12270",1.76833197220025,7.48136596050171,106.902408111543,4.6764005649613e-25,4.86984203411432e-24
"HWER_07363",-2.40137878869983,6.76169066830917,106.264454979466,6.45234949796358e-25,6.69237689928782e-24
"HWER_09457",-1.6415223079382,7.24878709439669,106.250423340624,6.49819850713757e-25,6.71307917490347e-24
"HWER_09752",-1.88446716233984,6.77690239798535,105.619975999909,8.93227029406665e-25,9.19102256845826e-24
"HWER_07354",1.82665800901419,7.57996739536128,105.429044577164,9.83575876488718e-25,1.00806808210879e-23
"HWER_16101",2.62062857815075,10.7302342915709,104.493277188312,1.57727670656127e-24,1.61018838587141e-23
"HWER_07429",2.06332752363371,9.0928418163608,103.0688872741,3.23694827415645e-24,3.29153210779909e-23
"HWER_03987",1.89714250859607,8.84578624503912,102.920053312989,3.48949530990741e-24,3.53447708538668e-23
"HWER_13205",-2.36676321734483,6.76411554495715,102.431014589466,4.4665383007924e-24,4.50651121165552e-23
"HWER_02454",-2.5391938249888,10.6117369009061,102.287491237603,4.80214819459833e-24,4.8263450653463e-23
"HWER_01696",-2.15439911085602,8.79981730052406,101.850137506819,5.98850987128114e-24,5.99544636920155e-23
"HWER_04080",-2.14393200375019,7.09978789368552,101.739571218641,6.33226922225472e-24,6.31522080511788e-23
