"","logFC","logCPM","PValue","FDR"
"HWER_10103",3.4306999375349,7.10861649752537,9.35829599288785e-62,4.75805127638396e-60
"HWER_00193",3.71704683704517,7.52372017157112,1.28373669084857e-61,6.40140238340452e-60
"HWER_03524",3.5167259709772,6.43482780191723,2.40105284773292e-61,1.17470378003235e-59
"HWER_03882",3.5241057858879,6.54013350251426,2.52959303311503e-61,1.21467309904949e-59
"HWER_00435",3.11796053781837,6.91663062327199,2.58311662691388e-61,1.21782207519776e-59
"HWER_15531",4.18261284679937,6.28351340284628,3.22770281736896e-61,1.49454167954245e-59
"HWER_05822",3.43154861821543,6.47546544110622,5.17175295207862e-61,2.35269393065612e-59
"HWER_15592",3.57989440475049,7.0528682112914,5.28959524641109e-61,2.36481387481792e-59
"HWER_05646",2.91589500078626,7.04584641151724,1.42661909731518e-60,6.2698700327767e-59
"HWER_03814",3.0113218400597,6.84276302678118,6.86800347556029e-60,2.96812216868797e-58
"HWER_03024",3.87755145462389,6.28631465517467,1.53597060475978e-59,6.52913406252804e-58
"HWER_05305",2.83907196762153,7.1807474647291,8.05069003403969e-59,3.36700633197821e-57
"HWER_10521",3.33524215508693,6.8125607912271,1.6154348787802e-58,6.64892482647153e-57
"HWER_11877",4.51168320028306,9.82027756191757,2.21393272579292e-58,8.96988680934536e-57
"HWER_15647",3.00188995846647,6.92649229509151,2.22336211420576e-57,8.86950455713161e-56
"HWER_13753",3.81211062568336,6.25752332417404,4.15714554755093e-57,1.63325430375751e-55
"HWER_05297",3.28359099233983,6.89232162988632,1.20796211170827e-56,4.67499366516349e-55
"HWER_13952",4.19265714145291,6.59062376607051,5.04241330112812e-56,1.922790836739e-54
"HWER_08519",3.10748901228742,8.47211085169819,6.9467259289354e-56,2.61055946865645e-54
"HWER_02088",3.39311506432386,6.99249073050891,1.09594766428581e-55,4.05970327641872e-54
"HWER_04692",3.03105701347119,7.57396520610302,6.89990724764038e-55,2.51992387227204e-53
"HWER_11671",4.51098190118176,6.04931959104055,1.48659053990622e-54,5.35379065274559e-53
"HWER_05375",3.40939031129255,6.92775141792955,1.77410569648099e-54,6.3017206451715e-53
"HWER_10841",3.67081864764168,7.42430191823398,2.0844986155427e-53,7.30419582446248e-52
"HWER_09901",3.90665246498857,9.11009121557803,6.13413237784544e-53,2.12077403410043e-51
"HWER_07732",3.12523102209812,8.39527278409943,1.0075801469095e-52,3.43770436965307e-51
"HWER_04200",2.81484943197051,6.96141243391054,1.08476035748867e-52,3.65296572333523e-51
"HWER_03917",3.28199105618111,7.72572982312418,1.13288110534767e-52,3.76610346944425e-51
"HWER_10791",2.67506908274479,7.17504493554088,1.15263039039609e-52,3.7832539269583e-51
"HWER_10084",-3.03001515064681,6.31981369881545,3.9869945130417e-52,1.29228459653964e-50
"HWER_07312",3.73137924385275,9.50725333182857,5.1993556294498e-52,1.66443569718066e-50
"HWER_00442",3.06246788404684,8.84863280541189,2.9992037513674e-51,9.48406747231179e-50
"HWER_15406",2.98565878219902,8.5050027772969,3.10508541336934e-51,9.70058611670686e-50
"HWER_02195",3.340554683048,6.51788234462357,6.46654921608154e-51,1.99616215682136e-49
"HWER_01846",4.51321293310861,6.49844563893329,1.24443254358267e-50,3.79625127707044e-49
"HWER_11496",3.83632957417114,7.89381823773132,1.41877487956489e-50,4.27777123571135e-49
"HWER_03912",2.57109574626179,6.98862765075609,7.89801346839784e-50,2.35397114063857e-48
"HWER_16076",2.73271010916242,6.83113692901538,2.86431550847142e-49,8.43996603803e-48
"HWER_03864",2.95339706117448,7.61055947313754,8.19471309858729e-49,2.38751584995919e-47
"HWER_05122",2.76683750919636,7.59017036854581,1.78890799323851e-48,5.15404269607496e-47
"HWER_05574",-3.07654974715549,7.15597255301639,2.50216563982509e-48,7.1297972572159e-47
"HWER_08104",3.66122982798274,6.15014938635399,4.46625837668577e-48,1.25880521421154e-46
"HWER_16053",2.61753770687426,7.53269804792674,5.87072454209184e-48,1.63685900404776e-46
"HWER_01774",2.73104616795598,6.85203349821791,8.76470885213134e-48,2.41775426101878e-46
"HWER_08193",-2.91391912639092,7.60010204093728,1.69743921326889e-47,4.63311566316446e-46
"HWER_04653",5.79403425258596,6.30982228279169,7.05704112556563e-47,1.9061362123533e-45
"HWER_05112",2.94126607323685,6.40002011086447,7.1614570844078e-47,1.91439775462571e-45
"HWER_02873",-2.38740092501434,7.19592706108529,7.35387215583566e-47,1.94577454082468e-45
"HWER_06379",2.5045362684871,7.05000910061873,2.59322306707153e-46,6.79214890193585e-45
"HWER_01555",3.11099320374215,6.6161858107112,5.24646700610675e-46,1.36040889468348e-44
"HWER_07665",3.20815074903007,6.80148137236839,6.32143224411565e-46,1.62291819891009e-44
"HWER_11769",-3.03644030204799,6.61452941158369,5.89829749991536e-45,1.49943974679221e-43
"HWER_13418",2.6479328264147,6.83899016070643,6.77167692272373e-45,1.70475322918666e-43
"HWER_04806",2.57550922662054,7.26090332796325,8.34661429242702e-45,2.0810356596407e-43
"HWER_10388",2.87784906640203,6.10298892701815,2.15480238638935e-44,5.32133579800722e-43
"HWER_00777",2.46684319104958,7.51772972720269,2.76571444250526e-44,6.76556372586428e-43
"HWER_06154",3.53906048707434,5.86063295206023,3.18282515390024e-44,7.71314544304983e-43
"HWER_12502",3.31422064006404,6.54349886966279,3.89029411179854e-44,9.34030799249409e-43
"HWER_05224",2.34356105406498,7.45525967003334,6.28620207745991e-44,1.49542403549115e-42
"HWER_03518",2.42482557085794,7.47567856641754,1.18211944910187e-43,2.78657793774649e-42
"HWER_08733",2.86793496069728,8.07165703861358,1.8707037220296e-43,4.37003130740788e-42
"HWER_13437",2.79403217842967,8.06054170601623,4.29921793946501e-43,9.9534572473507e-42
"HWER_04869",2.76188621684607,8.34974891101032,2.41404280272853e-42,5.53948051988946e-41
"HWER_02904",-2.37277470879143,7.33638333077877,4.57227730015143e-42,1.03999254730637e-40
"HWER_11724",2.72939703145981,6.58697356523829,5.38313550717979e-42,1.2137800321841e-40
"HWER_14511",2.60654340823935,7.39312069597479,5.81230967755003e-42,1.29925163740407e-40
"HWER_13913",3.81709392333675,5.8071223230524,1.03568213726254e-41,2.29531947172801e-40
"HWER_04113",2.57036601310921,7.72704566766863,1.08678705407937e-41,2.38816850104052e-40
"HWER_15006",-2.8169220087401,7.16073134325427,1.35043970353249e-41,2.94259676576449e-40
"HWER_13578",-3.7958217247202,8.5364760243969,1.40907928370127e-41,3.04478548553116e-40
"HWER_08223",4.82856069070163,6.53755071101466,3.07272258132184e-41,6.5847683085682e-40
"HWER_06475",2.55894885223218,6.69387944224447,9.97915067706493e-41,2.12097850046142e-39
"HWER_02945",2.6728503153871,7.0514409593383,1.02820895723446e-40,2.16759823260891e-39
"HWER_07672",2.86762452033376,8.80710430697526,1.37991409815436e-40,2.8855784326728e-39
"HWER_05770",2.44827048249417,6.95475447536024,1.91903312350762e-40,3.98084231140422e-39
"HWER_13628",2.10726842430402,7.27780056007554,5.04199732250082e-40,1.03761103628926e-38
"HWER_11688",2.84985765019662,6.77018206374124,5.5104573048797e-40,1.1250878576026e-38
"HWER_03980",2.96308170905818,7.59993622741254,1.02617627006166e-39,2.07880864708584e-38
"HWER_10977",2.44598464994439,7.61586199723823,1.04705355791228e-39,2.10465881834615e-38
"HWER_15747",-3.00810025925082,8.81894372353326,2.36158139802444e-39,4.71044658852105e-38
"HWER_02969",3.07918834743628,6.41969586202021,2.64343823329255e-39,5.23239338849435e-38
"HWER_12943",2.26634168651144,6.99614471445608,2.77794043787776e-39,5.45696936016441e-38
"HWER_13679",2.3634508370475,7.40386686280229,4.20664678103024e-39,8.20137977685069e-38
"HWER_06298",2.36510919505777,6.93031763892661,4.68363549842045e-39,9.06318421448076e-38
"HWER_08630",2.42114321492339,7.61662269344067,1.1520500609208e-38,2.21278948738344e-37
"HWER_02508",2.71804852391245,6.81545898808341,1.69146481913592e-38,3.2249766735437e-37
"HWER_03623",2.06338268273536,7.11280844191714,2.43794819074494e-38,4.61430632014717e-37
"HWER_03748",2.84282769162131,9.20085059924498,2.47673900879416e-38,4.65375670275598e-37
"HWER_06949",3.58432414858144,6.68348233144301,3.98661868086541e-38,7.43690808595973e-37
"HWER_11843",2.31286315699006,6.88647472147856,4.72642219292148e-38,8.75400910446099e-37
"HWER_11910",2.68910077182602,6.50324446888181,5.45906683533555e-38,1.00392626269681e-36
"HWER_08256",2.61410052105478,6.68244054576866,6.25071592886427e-38,1.14141594391162e-36
"HWER_03633",2.59302236982557,7.83004851039309,8.00368296783213e-38,1.45129719829292e-36
"HWER_11120",2.1403254691077,7.12544953263246,8.27303179958724e-38,1.4897202400229e-36
"HWER_13468",-2.61701557767742,8.27693108587825,1.13441376031794e-37,2.02864474517547e-36
"HWER_02082",2.49631386505692,7.89088714706462,2.28658208129812e-37,4.06103242246988e-36
"HWER_02079",2.56541784842725,9.14860586817015,2.47952889520569e-37,4.3737540307948e-36
"HWER_15679",2.29013067515769,9.08118910612819,3.05921274212097e-37,5.3598234056214e-36
"HWER_07832",3.00192769395697,8.09580749109181,6.99568964791586e-37,1.2174378024863e-35
"HWER_14668",2.54001255231939,6.55534609200179,7.15618917804385e-37,1.23706656924451e-35
"HWER_11215",2.33155158000515,7.20793541564078,2.94383665270132e-36,5.05521088771822e-35
"HWER_09251",-3.47616592644096,7.97020872437076,3.42465880413015e-36,5.84219755204572e-35
"HWER_03659",2.24467525514652,7.50436571657903,3.78315684261591e-36,6.41158542019807e-35
"HWER_04629",3.05103983359476,6.58938680783815,5.16259427268281e-36,8.69260191497826e-35
"HWER_13404",2.67309847432537,9.25643220820144,5.35020879434879e-36,8.8983488030673e-35
"HWER_13585",2.6810760038112,8.3926656128628,5.35342234199189e-36,8.8983488030673e-35
"HWER_05484",4.53689959862605,6.41785618003144,5.45836173072902e-36,9.01498851450978e-35
"HWER_02409",2.38332951301477,6.65502690134973,6.34207641681221e-36,1.04082304739203e-34
"HWER_07643",2.52345281333059,6.4055636861603,8.63669645442824e-36,1.40848766706493e-34
"HWER_04824",2.7929844660178,8.44775438412553,1.09963067484974e-35,1.78208896242836e-34
"HWER_06675",2.26548191619409,7.3938895672835,1.3248618313696e-35,2.13376815449775e-34
"HWER_02369",2.25946818182265,7.60234245448831,2.21862276563404e-35,3.55116594524016e-34
"HWER_09350",2.58215852632691,6.66947476384712,2.26701610335571e-35,3.60636365398856e-34
"HWER_08627",2.70987521642232,9.15542845487749,2.97416509289009e-35,4.70244517430731e-34
"HWER_05500",3.11354319115536,6.81297962740957,5.00316447313639e-35,7.86254877505616e-34
"HWER_02823",3.49947087438877,6.96636769775454,6.32041910330767e-35,9.87279923787758e-34
"HWER_05410",2.42132233114055,6.41043592792861,1.07352958406887e-34,1.66686359969496e-33
"HWER_10155",4.82042307096104,8.66491232195148,1.23526812862999e-34,1.90657753424856e-33
"HWER_12860",2.41675770136586,7.13542337277687,1.33054289641263e-34,2.04147794698104e-33
"HWER_09400",-1.94580725032674,7.33200120576965,1.94146526833358e-34,2.96130555340527e-33
"HWER_06046",2.93950921285424,6.36446092279372,2.84470490829286e-34,4.31363732584993e-33
"HWER_03443",-3.53347305633714,7.4499226494871,3.08632107842106e-34,4.65280846299174e-33
"HWER_05977",-2.30423301341792,8.22524000052799,3.57991037729907e-34,5.36572694123497e-33
"HWER_15172",-3.0776010364186,8.2775928714472,4.49189515202056e-34,6.69395639608581e-33
"HWER_03283",2.45688850632267,8.00312984573729,6.24841142033496e-34,9.2583604645306e-33
"HWER_14898",2.41865029260598,7.73452538666619,6.59630977453205e-34,9.71831320759182e-33
"HWER_05908",2.51147073331004,8.16768110303291,1.21686688710327e-33,1.78267561483547e-32
"HWER_13676",2.59998072916637,6.70590948643113,1.35745739903277e-33,1.95788599274398e-32
"HWER_09271",2.32967551334102,6.50125063626249,1.35822520566293e-33,1.95788599274398e-32
"HWER_02630",-2.56485860966715,8.5067881040884,1.35911869916666e-33,1.95788599274398e-32
"HWER_01341",2.13343836608927,7.04949048831387,1.66856932663435e-33,2.39038688616734e-32
"HWER_07390",2.42365495358787,7.57455549557965,1.79519563268173e-33,2.55766059095809e-32
"HWER_00678",-2.3104152024911,6.82474572948539,2.18419067186156e-33,3.09486689187816e-32
"HWER_06447",3.09237364821638,7.57282708326998,2.66613845880754e-33,3.75722664330867e-32
"HWER_12119",2.19447448412994,6.82497313950692,2.808188164369e-33,3.93601724876152e-32
"HWER_04766",2.61729651222344,6.72388772885123,2.94878996460609e-33,4.11086687001268e-32
"HWER_04715",-2.55322084367009,8.55421166549919,3.04522803447376e-33,4.22260764352431e-32
"HWER_05015",2.26367708076154,6.5660827210308,3.14614536969831e-33,4.33933773597219e-32
"HWER_01356",2.51766158798773,6.55382491513937,3.48876944552248e-33,4.78644400647608e-32
"HWER_01834",-2.2461964840376,6.5014203322523,4.88329199798649e-33,6.66440850040998e-32
"HWER_12784",-2.29445323078995,7.2309475760269,4.94252138732886e-33,6.70992563211714e-32
"HWER_11061",2.35349005341345,6.39733321580523,5.39650828522713e-33,7.28809686645518e-32
"HWER_01147",2.15200218045402,7.73524762167401,1.27430509227593e-32,1.71205860324948e-31
"HWER_03048",-2.67719150794663,9.06422068715923,1.47659840207674e-32,1.97361837968298e-31
"HWER_11179",-2.74590537382557,8.80937795446902,3.56102824997593e-32,4.73525448830132e-31
"HWER_01182",3.02923438871029,7.66733061820306,3.86403257422173e-32,5.11195738008007e-31
"HWER_02108",2.61367912042949,8.8076840580844,7.02922613471906e-32,9.25217429813529e-31
"HWER_09924",-2.10377257595833,8.24745224139293,7.73707722175059e-32,1.01324450686865e-30
"HWER_01257",2.07969579905779,7.51929818957911,1.30717794021718e-31,1.70327256230308e-30
"HWER_09752",2.14072997141782,6.77644060061563,1.68378623710786e-31,2.18302885641034e-30
"HWER_10670",-2.19701891601008,7.92852472804369,2.12730912836338e-31,2.7443346118638e-30
"HWER_07369",-2.41072616924945,8.26480972717735,2.66835918562732e-31,3.42527493481765e-30
"HWER_01530",2.28456505543552,6.57765640223374,3.26991962742558e-31,4.17679881473623e-30
"HWER_08752",2.51899817096088,6.3029413083649,3.6893673311958e-31,4.68947524009349e-30
"HWER_07363",2.72079203344266,6.7611571568929,3.79604421505497e-31,4.80153299982319e-30
"HWER_04608",-1.82498703481433,7.1912400078071,4.22627701981947e-31,5.3197749089281e-30
"HWER_08297",2.11817017749492,9.10083649089121,5.17506578928786e-31,6.48258241141229e-30
"HWER_09999",2.5562998903547,6.56249824355874,5.42974582526897e-31,6.7689090985204e-30
"HWER_01850",1.98960636093143,6.98192771731291,9.43247220562509e-31,1.17025839374095e-29
"HWER_01485",1.91962942368371,7.10806019485029,1.04572930929057e-30,1.29122671380497e-29
"HWER_08847",2.14542898446985,6.68810848610687,2.03461879679526e-30,2.50036328914224e-29
"HWER_05844",-1.87189467696295,7.09363047126615,2.16478252232887e-30,2.64777409452772e-29
"HWER_08541",2.25747403660387,6.75793619456739,3.89004972237204e-30,4.73563330052145e-29
"HWER_11723",2.34512233445555,6.94782029521988,5.1389496427319e-30,6.22677402972141e-29
"HWER_14447",2.27032775458733,7.26837505018816,6.28431067566107e-30,7.57917096836704e-29
"HWER_00599",2.11987482609138,6.76198750122891,1.14707687395435e-29,1.37702330285353e-28
"HWER_09166",2.11840750905369,8.0758546433865,1.32009605204395e-29,1.57742353131334e-28
"HWER_11903",2.49613851903726,7.93089238303646,1.5804663073047e-29,1.87988492423903e-28
"HWER_02923",3.08478717031364,7.97664316740157,1.61958386142902e-29,1.91756455263212e-28
"HWER_07664",2.30838517831233,6.57508495676519,1.6269348306173e-29,1.91756455263212e-28
"HWER_02578",2.25923805522896,8.56097501323763,1.71544694563002e-29,2.01273933485007e-28
"HWER_04457",2.14060823859627,6.73935217861091,1.80965522583956e-29,2.11370991018107e-28
"HWER_05723",2.29204283167262,6.76599843914521,2.03684777024471e-29,2.36840639831593e-28
"HWER_13496",2.6939705637269,6.87689683415516,2.21432457894364e-29,2.56327840767895e-28
"HWER_01215",-1.99812080241327,6.85955225752984,2.26185613030087e-29,2.60666353149785e-28
"HWER_14229",-1.94531365245218,7.51481758306662,2.89670744588193e-29,3.3235231890141e-28
"HWER_01632",2.09809248342981,8.44667413014983,3.10298456059129e-29,3.54451055753886e-28
"HWER_03857",-1.96874791031193,7.34566059944019,3.32337491548812e-29,3.77961015607926e-28
"HWER_05259",2.49164503051326,6.97744784137224,3.51804459603988e-29,3.98353259280848e-28
"HWER_15542",2.61570289464395,6.96089792961687,3.95570167325601e-29,4.45962366902297e-28
"HWER_15386",-1.9714014766747,7.24500016081902,4.43353199998672e-29,4.97668765193314e-28
"HWER_08373",-1.98067492589906,7.24684843110408,4.57926949298319e-29,5.11812318763164e-28
"HWER_11208",1.77759763128894,7.17262491636095,4.63734472212957e-29,5.16078749548583e-28
"HWER_13298",1.8483811332806,7.19040295573582,4.75960585870891e-29,5.27421281693684e-28
"HWER_06630",2.2912819722035,7.37865038010908,5.28560864272179e-29,5.8321630683309e-28
"HWER_03956",-2.16588150241409,7.42655742389714,2.20789651802077e-28,2.41726608509238e-27
"HWER_07122",2.08876864881175,6.53373427110002,2.2093793373193e-28,2.41726608509238e-27
"HWER_11869",-2.2398099159243,7.80354685497011,2.28244815051712e-28,2.48671766987013e-27
"HWER_09499",2.21736129462863,6.75200800042147,2.38421856012631e-28,2.58672750058892e-27
"HWER_12776",1.92915689427972,6.92331311757923,2.50249532310146e-28,2.7037376553342e-27
"HWER_10804",2.32517860928437,6.63287679586853,3.31400698591456e-28,3.56565149978276e-27
"HWER_05587",2.46637000828527,9.34010401204788,3.47250947522845e-28,3.72075085506916e-27
"HWER_12429",2.38288592682987,6.94846648926031,9.45026306291924e-28,1.00841695975924e-26
"HWER_07071",-2.13083861793169,6.77623078299927,1.24604445621121e-27,1.32417757170315e-26
"HWER_05648",2.1161224898996,6.82347704930008,1.35458825399922e-27,1.43365197657958e-26
"HWER_15634",-2.27021291947766,6.48070202044053,1.40281507892327e-27,1.47865833319026e-26
"HWER_07555",5.87278597261833,6.0960244288022,1.78277944997906e-27,1.87155753594968e-26
"HWER_03871",2.12306272494978,9.08236211112676,3.02782266903289e-27,3.16578394387189e-26
"HWER_08130",2.40607640270613,8.49050023484777,3.13628452038864e-27,3.26601837805933e-26
"HWER_10390",2.02828785322828,6.82825507706295,3.44555245827793e-27,3.57372700972587e-26
"HWER_12384",2.3425734916623,7.39334147614517,4.95204399477329e-27,5.10651318789467e-26
"HWER_09854",-2.49545679166117,7.16110953018098,4.96275095776883e-27,5.10651318789467e-26
"HWER_00028",2.1310910631059,8.62442640676225,5.18779864727736e-27,5.31698098513447e-26
"HWER_07799",-3.20851080372882,10.6548545078035,5.68923787572769e-27,5.8079503195913e-26
"HWER_07099",2.23160680371294,7.90296646804131,6.12894749105116e-27,6.23229837031202e-26
"HWER_00667",2.12745369771285,7.24713393180057,7.62562755717128e-27,7.72392666240044e-26
"HWER_10566",-1.99754472221696,8.1524782748018,1.17063007967829e-26,1.18110653564428e-25
"HWER_14816",2.39555728871096,7.84501669852705,1.96666509266631e-26,1.97657464545882e-25
"HWER_03780",1.92113120921067,7.90833560891371,2.23922679497642e-26,2.24182049396674e-25
"HWER_01917",-2.35443980039137,6.88487626996973,2.27652725427833e-26,2.27039814243989e-25
"HWER_07429",-2.16267288139168,9.0929894083445,2.78181621493714e-26,2.76369710549119e-25
"HWER_08455",1.80055538742185,7.31168514196298,4.03798071938736e-26,3.99636794098146e-25
"HWER_03439",1.68784048995626,7.12814396322314,4.15703043446838e-26,4.09854749679715e-25
"HWER_14926",-1.79877484549383,7.081522740375,4.3302490609526e-26,4.25205847007229e-25
"HWER_06881",2.52053540483856,6.49593527237781,4.34552832460145e-26,4.25205847007229e-25
"HWER_06763",-1.90483419955019,8.01564142398027,4.65687624697067e-26,4.53957898811841e-25
"HWER_13886",2.0614781204199,6.65308473504023,4.78508013519847e-26,4.64708344216091e-25
"HWER_10649",3.60863749681236,7.37535980055886,5.36157796196823e-26,5.18752673708344e-25
"HWER_13005",-1.82530333878149,6.99498971901316,5.43218311427768e-26,5.23630141833533e-25
"HWER_04080",2.25669530670675,7.09939824063179,5.56089856747557e-26,5.34052221683858e-25
"HWER_12489",2.29257229491384,6.96527079079274,5.75425126541179e-26,5.50582049122242e-25
"HWER_01654",2.56648958678696,7.35968595246889,7.68065072862261e-26,7.31795119028779e-25
"HWER_05039",2.95935143137968,8.78477063431786,7.70459188179162e-26,7.31795119028779e-25
"HWER_05221",-2.28747860405256,6.67840037930714,8.20212165934032e-26,7.76208082579177e-25
"HWER_14473",2.34259439965223,6.34463623791117,8.27540717199185e-26,7.8029566534454e-25
"HWER_10985",2.0294026523319,8.09246969031836,8.4137244851403e-26,7.9046331847713e-25
"HWER_08280",1.81491424272999,7.23637769762968,9.10455868730475e-26,8.52278724771885e-25
"HWER_01684",2.05792472815202,6.58294236889133,1.09152866423092e-25,1.01810569293193e-24
"HWER_02769",-2.10883409486314,7.84259312286342,1.0990994107855e-25,1.02149274988057e-24
"HWER_08757",-2.0741429448603,6.86853708494096,1.12017783748593e-25,1.03736469021465e-24
"HWER_13268",1.87604787366892,6.83184400729461,1.5941714931876e-25,1.47106287609802e-24
"HWER_03833",2.19958572823721,6.49712035015311,1.84041727858022e-25,1.69227021395692e-24
"HWER_11867",-2.18362367940616,6.32891053374695,2.20668334632205e-25,2.02188336290215e-24
"HWER_06319",2.23459930498763,6.79918498036657,2.97685053343204e-25,2.71794839196806e-24
"HWER_01529",2.12953464945687,8.71004642877476,3.33663045330779e-25,3.03574833874635e-24
"HWER_04453",-2.41268638463511,9.49659659599343,3.891872170312e-25,3.52854004811854e-24
"HWER_01792",-1.81081798302125,6.93537053283457,4.03625716527463e-25,3.64669506256346e-24
"HWER_00432",1.94445973716537,7.11160684389409,4.34602934088344e-25,3.91293544476068e-24
"HWER_04059",3.2992469247108,6.43229382367267,4.6965083356258e-25,4.2138567869473e-24
"HWER_03162",2.12248876004154,8.76256683408526,5.07526272467293e-25,4.53798491209549e-24
"HWER_10419",-1.80729718735455,7.60720341006299,5.18612843106986e-25,4.62117904527978e-24
"HWER_07984",-1.9109262306625,7.28575742420515,5.38673147412672e-25,4.78349133986664e-24
"HWER_09535",2.06079964830677,6.66966346787765,8.90748949073125e-25,7.88297619435704e-24
"HWER_11710",2.18173452870704,7.04521188715213,9.05196511670932e-25,7.98358692096165e-24
"HWER_15389",3.45089572049979,6.73516185810753,9.47041441602299e-25,8.32433375618563e-24
"HWER_12428",1.8240122540104,7.36988552600422,9.70953969860513e-25,8.50568798597402e-24
"HWER_06338",-2.17474148648067,6.96467624690066,1.0750512644508e-24,9.38588528188863e-24
"HWER_07470",1.96051549696778,7.89332049293858,1.18999753670437e-24,1.03545758814578e-23
"HWER_03335",-2.00614415707561,8.58718012888653,1.45397409313725e-24,1.26092134565381e-23
"HWER_14274",-2.00984097559246,6.93147866475577,1.54406530993989e-24,1.33458711622471e-23
"HWER_08793",2.17722127327639,7.86495322196754,1.60321430665826e-24,1.38110787281225e-23
"HWER_14367",-2.26451151110494,7.07769748897101,1.7998404430374e-24,1.5453596916543e-23
